clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr;phr9#;phr9_txt;phr9_function;phr9_corr
427700;935;Genesis 2:14;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=2&verse=14&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;650856;H ;Rela;;650857;HLK ;PreC;;650858;QDMT >CWR ;Cmpl;
428479;5489;Genesis 12:1;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=1&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;653311;LK ;Pred;;653312;LK ;Supp;;653313;M >RYK W M MWLDTK W M BJT >BJK ;Cmpl;;653314;>L H >RY ;Cmpl;
428488;5532;Genesis 12:4;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=4&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;653338;W ;Conj;;653339;JLK ;Pred;;653340;>BRM ;Subj;
428490;5540;Genesis 12:4;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=4&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;653345;W ;Conj;;653346;JLK ;Pred;;653347;>TW ;Adju;;653348;LWV ;Subj;
428497;5583;Genesis 12:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=5&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKT ;qal;653365;L LKT ;Pred;;653366;>RYH KN<N ;Cmpl;
428512;5668;Genesis 12:9;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=9&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";* HLWK ;qal;653417;W ;Conj;;653418;* JS< ;Pred;;653419;>BRM ;Subj;;653420;HLWK W NSW< ;Modi;;653421;H NGBH ;Cmpl;
428553;5849;Genesis 12:19;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=19&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;653548;W ;Conj;;653549;LK ;Pred;
428561;5898;Genesis 13:3;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=13&verse=3&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;653575;W ;Conj;;653576;JLK ;Pred;;653577;L MS<JW ;Adju;;653578;M NGB W <D BJT_>L ;Cmpl;;653579;<D H MQWM ;Cmpl;;653586;>L MQWM H MZBX ;Cmpl;
428567;5944;Genesis 13:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=13&verse=5&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;653599;H ;Rela;;653600;HLK ;PreC;;653601;>T >BRM ;Adju;
428610;6181;Genesis 13:17;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=13&verse=17&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HTHLK ;hit;653742;HTHLK ;Pred;;653743;B  >RY ;Cmpl;;653744;L >RKH W L RXBH ;Adju;
428644;6423;Genesis 14:11;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=14&verse=11&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;653842;W ;Conj;;653843;JLKW ;Pred;
428646;6435;Genesis 14:12;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=14&verse=12&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;653847;W ;Conj;;653848;JLKW ;Pred;
428690;6661;Genesis 14:24;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=14&verse=24&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLKW ;qal;653974;>CR ;Rela;;653975;HLKW ;Pred;;653976;>TJ ;Cmpl;
428701;6704;Genesis 15:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=15&verse=2&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HWLK ;qal;654002;W ;Conj;;654003;>NKJ ;Subj;;654004;HWLK ;PreC;;654005;<RJRJ ;Adju;
428803;7189;Genesis 16:8;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=16&verse=8&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLKJ ;qal;654309;W ;Conj;;654310;>NH ;Ques;;654311;TLKJ ;Pred;
428838;7344;Genesis 17:1;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=17&verse=1&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HTHLK ;hit;654420;HTHLK ;Pred;;654421;L PNJ ;Cmpl;
428990;8088;Genesis 18:16;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=18&verse=16&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;654885;W ;Conj;;654886;>BRHM ;Subj;;654887;HLK ;PreC;;654888;<MM ;Cmpl;
429015;8185;Genesis 18:22;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=18&verse=22&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;654955;W ;Conj;;654956;JLKW ;Pred;;654957;SDMH ;Cmpl;
429069;8410;Genesis 18:33;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=18&verse=33&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;655116;W ;Conj;;655117;JLK ;Pred;;655118;JHWH ;Subj;
429086;8468;Genesis 19:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=19&verse=2&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLKTM ;qal;655161;W ;Conj;;655162;HLKTM ;Pred;;655163;L DRKKM ;Cmpl;
429220;9112;Genesis 19:32;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=19&verse=32&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKH ;qal;655563;LKH ;Pred;
429378;9851;Genesis 21:14;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=21&verse=14&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;656066;W ;Conj;;656067;TLK ;Pred;
429382;9875;Genesis 21:16;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=21&verse=16&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;656079;W ;Conj;;656080;TLK ;Pred;
429403;9963;Genesis 21:19;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=21&verse=19&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;656140;W ;Conj;;656141;TLK ;Pred;
429460;10254;Genesis 22:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=2&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;656323;W ;Conj;;656324;LK ;Pred;;656325;LK ;Supp;;656326;>L >RY H MRJH ;Cmpl;
429468;10299;Genesis 22:3;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=3&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;656351;W ;Conj;;656352;JLK ;Pred;;656353;>L H MQWM ;Cmpl;
429475;10341;Genesis 22:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=5&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";NLKH ;qal;656375;W ;Conj;;656376;>NJ W H N<R ;Subj;;656377;NLKH ;Pred;;656378;<D KH ;Cmpl;
429481;10373;Genesis 22:6;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=6&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;656395;W ;Conj;;656396;JLKW ;Pred;;656397;CNJHM ;Subj;;656398;JXDW ;Modi;
429494;10415;Genesis 22:8;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=8&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;656425;W ;Conj;;656426;JLKW ;Pred;;656427;CNJHM ;Subj;;656428;JXDW ;Modi;
429519;10531;Genesis 22:13;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=13&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;656507;W ;Conj;;656508;JLK ;Pred;;656509;>BRHM ;Subj;
429541;10642;Genesis 22:19;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=19&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;656574;W ;Conj;;656575;JLKW ;Pred;;656576;JXDW ;Modi;;656577;>L B>R CB< ;Cmpl;
429637;11173;Genesis 24:4;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=4&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;656861;KJ ;Conj;;656862;>L >RYJ W >L MWLDTJ ;Cmpl;;656863;TLK ;Pred;
429641;11192;Genesis 24:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=5&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKT ;qal;656876;L LKT ;Pred;;656877;>XRJ ;Cmpl;;656878;>L H >RY H Z>T ;Cmpl;
429656;11272;Genesis 24:8;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=8&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKT ;qal;656927;L LKT ;Pred;;656928;>XRJK ;Cmpl;
429662;11313;Genesis 24:10;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=10&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;656949;W ;Conj;;656950;JLK ;Pred;
429665;11323;Genesis 24:10;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=10&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;656956;W ;Conj;;656957;JLK ;Pred;;656958;>L >RM_NHRJM >L <JR NXWR ;Cmpl;
429791;11850;Genesis 24:38;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=38&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;657289;>M ;Conj;;657290;L> ;Nega;;657291;>L BJT >BJ W >L MCPXTJ ;Cmpl;;657292;TLK ;Pred;
429794;11865;Genesis 24:39;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=39&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;657300;>LJ ;Modi;;657301;L> ;Nega;;657302;TLK ;Pred;;657303;H >CH ;Subj;;657304;>XRJ ;Cmpl;
429797;11874;Genesis 24:40;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=40&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HTHLKTJ ;hit;657309;>CR ;Rela;;657310;HTHLKTJ ;Pred;;657311;L PNJW ;Cmpl;
429808;11932;Genesis 24:42;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=42&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;657350;>CR ;Rela;;657351;>NKJ ;Subj;;657352;HLK ;PreC;;657353;<LJH ;Cmpl;
429862;12129;Genesis 24:51;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=51&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;657493;W ;Conj;;657494;LK ;Pred;
429880;12212;Genesis 24:55;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=55&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;657546;>XR ;Time;;657547;TLK ;Pred;
429885;12225;Genesis 24:56;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=56&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";>LKH ;qal;657559;W ;Conj;;657560;>LKH ;Pred;;657561;L >DNJ ;Cmpl;
429891;12246;Genesis 24:58;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=58&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLKJ ;qal;657575;H ;Ques;;657576;TLKJ ;Pred;;657577;<M H >JC H ZH ;Cmpl;
429893;12254;Genesis 24:58;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=58&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";>LK ;qal;657580;>LK ;Pred;
429902;12300;Genesis 24:61;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=61&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLKNH ;qal;657604;W ;Conj;;657605;TLKNH ;Pred;;657606;>XRJ H >JC ;Cmpl;
429904;12311;Genesis 24:61;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=61&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;657611;W ;Conj;;657612;JLK ;Pred;
429919;12371;Genesis 24:65;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=65&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;657653;H ;Rela;;657654;HLK ;PreC;;657655;B  FDH ;Cmpl;
429991;12772;Genesis 25:22;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=25&verse=22&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;657865;W ;Conj;;657866;TLK ;Pred;
430028;12928;Genesis 25:32;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=25&verse=32&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HWLK ;qal;657983;HNH ;Intj;;657984;>NKJ ;Subj;;657985;HWLK ;PreC;
430040;12969;Genesis 25:34;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=25&verse=34&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;658016;W ;Conj;;658017;JLK ;Pred;
430044;12995;Genesis 26:1;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=1&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;658030;W ;Conj;;658031;JLK ;Pred;;658032;JYXQ ;Subj;;658033;>L >BJMLK MLK PLCTJM ;Cmpl;;658034;GRRH ;Cmpl;
430095;13237;Genesis 26:13;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=13&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;658188;W ;Conj;;658189;JLK ;Pred;;658190;HLWK W GDL ;Modi;
430104;13282;Genesis 26:16;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=16&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;658217;LK ;Pred;;658218;M <MNW ;Cmpl;
430106;13290;Genesis 26:17;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=17&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;658223;W ;Conj;;658224;JLK ;Pred;;658225;M CM ;Cmpl;;658226;JYXQ ;Subj;
430144;13465;Genesis 26:26;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=26&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;658350;W ;Conj;;658351;>BJMLK ;Subj;;658352;HLK ;Pred;;658353;>LJW ;Cmpl;;658354;M GRR ;Cmpl;
430167;13557;Genesis 26:31;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=31&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;658425;W ;Conj;;658426;JLKW ;Pred;;658427;M >TW ;Cmpl;;658428;B CLWM ;Adju;
430203;13713;Genesis 27:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=5&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;658528;W ;Conj;;658529;JLK ;Pred;;658530;<FW ;Subj;;658531;H FDH ;Cmpl;
430218;13768;Genesis 27:9;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=9&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;658568;LK ;Pred;;658569;N> ;Intj;;658570;>L H Y>N ;Cmpl;
430236;13847;Genesis 27:13;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=13&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;658625;W ;Conj;;658626;LK ;Pred;
430238;13851;Genesis 27:14;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=14&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;658629;W ;Conj;;658630;JLK ;Pred;
430417;14518;Genesis 28:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=2&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;659116;LK ;Pred;;659117;PDNH >RM BJTH BTW>L >BJ >MK ;Cmpl;
430427;14577;Genesis 28:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=5&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;659149;W ;Conj;;659150;JLK ;Pred;;659151;PDNH >RM ;Cmpl;;659152;>L LBN BN BTW>L H >RMJ >XJ RBQH >M J<QB W <FW ;Cmpl;
430437;14634;Genesis 28:7;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=7&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;659182;W ;Conj;;659183;JLK ;Pred;;659184;PDNH >RM ;Cmpl;
430440;14649;Genesis 28:9;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=9&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;659192;W ;Conj;;659193;JLK ;Pred;;659194;<FW ;Subj;;659195;>L JCM<>L ;Cmpl;
430443;14675;Genesis 28:10;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=10&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;659206;W ;Conj;;659207;JLK ;Pred;;659208;XRNH ;Cmpl;
430467;14786;Genesis 28:15;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=15&version=4&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;659281;>CR ;Rela;;659282;TLK ;Pred;
