Genesis;1;17;46;1;"NTN";;"<i.>";"allow [3|&~them:mm] to do [2|to be light upon the earth]";!;"";0;1;0;0;0;1;0;0;1;0;0;"[1|W ] [2|JTN ] [3|>TM ] [4|>LHJM ] [5|B RQJ< H CMJM ]"
Genesis;1;29;83;1;"NTN";;"<di>";"give [4|& whole herb and & whole the tree] to [3|to~you:mm]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|HNH ] [2|NTTJ ] [3|LKM ] [4|>T KL <FB W >T KL H <Y ]"
Genesis;3;6;17;1;"NTN";;"<-i>";"produce for; yield for; give to [3|even to man~her]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|TTN ] [3|GM L >JCH ] [4|<MH ]"
Genesis;3;12;37;2;"NTN";wrn;"<-c>";"produce; yield; give [3|company~my]";?;"[3|company~my] taken as extra direct object besides ";0;0;0;0;0;0;0;0;0;1;0;"[1|>CR ] [2|NTTH ] [3|<MDJ ]"
Genesis;3;12;37;3;"NTN";wrn;"<-c>";"produce; yield; give [4|from the tree]";?;"[4|from the tree] taken as extra direct object besides ";0;0;0;0;0;0;0;0;0;1;0;"[1|HW> ] [2|NTNH ] [3|LJ ] [4|MN H <Y ]"
Genesis;4;12;39;2;"NTN";;"<di>";"give [2|strength~her] to [3|to~you:m]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|TT ] [2|KXH ] [3|LK ]"
Genesis;9;3;9;1;"NTN";;"<di>";"give [4|& whole] to [3|to~you:mm]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|K JRQ <FB ] [2|NTTJ ] [3|LKM ] [4|>T KL ]"
Genesis;9;12;26;2;"NTN";err;"<-p>";"!not encountered!";-;"";0;0;0;0;0;0;0;0;1;0;0;"[1|>CR ] [2|>NJ ] [3|NTN ] [4|BJNJ W BJNJKM W BJN KL NPC XJH ]"
Genesis;9;13;27;1;"NTN";;"<dp>";"place [1|& bow~my] [3|in the cloud]";!;"";1;0;0;0;0;0;0;0;1;0;0;"[1|>T QCTJ ] [2|NTTJ ] [3|B  <NN ]"
Genesis;12;7;20;1;"NTN";;"<l.>";"make [3|& the earth the this] to become [1|seed~your:m]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|L ZR<K ] [2|>TN ] [3|>T H >RY H Z>T ]"
Genesis;13;15;31;3;"NTN";;"<di>";"give [2|~her] to [1|to~you:m]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|LK ] [2|>TNNH ]"
Genesis;13;17;35;1;"NTN";;"<di>";"give [3|~her] to [2|to~you:m]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|KJ ] [2|LK ] [3|>TNNH ]"
Genesis;14;20;46;1;"NTN";;"<di>";"give [4|tenth from whole] to [3|to~him]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|JTN ] [3|LW ] [4|M<FR M KL ]"
Genesis;14;21;48;1;"NTN";;"<di>";"give [3|the soul] to [2|to~me]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|TN ] [2|LJ ] [3|H NPC ]"
Genesis;15;2;6;2;"NTN";;"<di>";"give [1|what] to [3|to~me]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|MH ] [2|TTN ] [3|LJ ]"
Genesis;15;3;9;1;"NTN";;"<di>";"give [5|seed] to [2|to~me]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|HN ] [2|LJ ] [3|L> ] [4|NTTH ] [5|ZR< ]"
Genesis;15;7;24;3;"NTN";;"<i.>";"allow [3|& the earth the this] to do [4|to trample down~her]";!;"";0;1;0;0;0;1;0;1;0;0;0;"[1|L TT ] [2|LK ] [3|>T H >RY H Z>T ]"
Genesis;15;10;32;1;"NTN";;"<n.>";"make [1|and] to be [4|piece~his]";!;"";0;1;1;0;0;1;0;0;0;0;0;"[1|W ] [2|JTN ] [3|>JC ] [4|BTRW ]"
Genesis;16;3;10;1;"NTN";;"<l.>";"make [3|&~her] to become [4|Abram man~her]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W ] [2|TTN ] [3|>TH ] [4|L >BRM >JCH ] [5|LW ] [6|L >CH ]"
Genesis;16;5;17;1;"NTN";;"<dp>";"place [3|maidservant~my] [4|in lap~your:m]";!;"";1;0;0;0;0;0;0;0;1;0;0;"[1|>NKJ ] [2|NTTJ ] [3|CPXTJ ] [4|B XJQK ]"
Genesis;17;2;7;1;"NTN";;"<dp>";"place [3|covenant~my] [4|between~my and between~your:m]";!;"";1;0;0;0;0;0;0;0;1;0;0;"[1|W ] [2|>TNH ] [3|BRJTJ ] [4|BJNJ W BJNK ]"
Genesis;17;5;14;1;"NTN";;"<n.>";"make [3|~you:m] to be [2|father commotion people]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|KJ ] [2|>B HMWN GWJM ] [3|NTTJK ]"
Genesis;17;6;16;1;"NTN";;"<l.>";"make [2|~you:m] to become [3|people]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W ] [2|NTTJK ] [3|L GWJM ]"
Genesis;17;8;19;1;"NTN";wrn;"<dc>";"make [4|& earth neighbourhood~your:m & whole earth Canaan] (to be (as)/to become/to do) [3|to~you:m and to seed~your:m after~your:m]";?;"[3|to~you:m and to seed~your:m after~your:m] taken as extra direct object besides [4|& earth neighbourhood~your:m & whole earth Canaan]";1;0;0;0;0;0;0;0;0;1;0;"[1|W ] [2|NTTJ ] [3|LK W L ZR<K >XRJK ] [4|>T >RY MGRJK >T KL >RY KN<N ] [5|L >XZT <WLM ]"
