clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr
426745;935;Genesis 2:14;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=2&verse=14&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;605655;H ;Rela;;605656;HLK ;PreC;;605657;QDMT >CWR ;Cmpl;
427527;5489;Genesis 12:1;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=1&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;608109;LK ;Pred;;608110;LK ;Supp;;608111;M >RYK W M MWLDTK W M BJT >BJK ;Cmpl;;608112;>L H >RY ;Cmpl;
427536;5532;Genesis 12:4;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=4&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;608136;W ;Conj;;608137;JLK ;Pred;;608138;>BRM ;Subj;
427538;5540;Genesis 12:4;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=4&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;608143;W ;Conj;;608144;JLK ;Pred;;608145;>TW ;Adju;;608146;LWV ;Subj;
427545;5583;Genesis 12:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=5&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKT ;qal;608163;L LKT ;Pred;;608164;>RYH KN<N ;Cmpl;
427560;5668;Genesis 12:9;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=9&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";* HLWK ;qal;608215;W ;Conj;;608216;* JS< ;Pred;;608217;>BRM ;Subj;;608218;HLWK W NSW< ;Modi;;608219;H NGBH ;Cmpl;
427601;5849;Genesis 12:19;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=12&verse=19&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;608346;W ;Conj;;608347;LK ;Pred;
427609;5898;Genesis 13:3;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=13&verse=3&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;608373;W ;Conj;;608374;JLK ;Pred;;608375;L MS<JW ;Adju;;608376;M NGB W <D BJT_>L ;Cmpl;;608377;<D H MQWM ;Cmpl;;608384;>L MQWM H MZBX ;Cmpl;
427615;5944;Genesis 13:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=13&verse=5&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;608397;H ;Rela;;608398;HLK ;PreC;;608399;>T >BRM ;Adju;
427659;6181;Genesis 13:17;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=13&verse=17&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HTHLK ;hit;608540;HTHLK ;Pred;;608541;B  >RY ;Cmpl;;608542;L >RKH W L RXBH ;Adju;
427693;6423;Genesis 14:11;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=14&verse=11&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;608640;W ;Conj;;608641;JLKW ;Pred;
427695;6435;Genesis 14:12;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=14&verse=12&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;608645;W ;Conj;;608646;JLKW ;Pred;
427739;6661;Genesis 14:24;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=14&verse=24&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLKW ;qal;608771;>CR ;Rela;;608772;HLKW ;Pred;;608773;>TJ ;Cmpl;
427750;6704;Genesis 15:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=15&verse=2&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HWLK ;qal;608799;W ;Conj;;608800;>NKJ ;Subj;;608801;HWLK ;PreC;;608802;<RJRJ ;PrAd;
427852;7189;Genesis 16:8;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=16&verse=8&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLKJ ;qal;609105;W ;Conj;;609106;>NH ;Cmpl;;609107;TLKJ ;Pred;
427887;7344;Genesis 17:1;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=17&verse=1&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HTHLK ;hit;609215;HTHLK ;Pred;;609216;L PNJ ;Cmpl;
428038;8088;Genesis 18:16;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=18&verse=16&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;609678;W ;Conj;;609679;>BRHM ;Subj;;609680;HLK ;PreC;;609681;<MM ;Cmpl;
428063;8185;Genesis 18:22;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=18&verse=22&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;609748;W ;Conj;;609749;JLKW ;Pred;;609750;SDMH ;Cmpl;
428117;8410;Genesis 18:33;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=18&verse=33&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;609909;W ;Conj;;609910;JLK ;Pred;;609911;JHWH ;Subj;
428135;8468;Genesis 19:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=19&verse=2&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLKTM ;qal;609954;W ;Conj;;609955;HLKTM ;Pred;;609956;L DRKKM ;Cmpl;
428269;9112;Genesis 19:32;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=19&verse=32&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKH ;qal;610354;LKH ;Pred;
428428;9851;Genesis 21:14;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=21&verse=14&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;610858;W ;Conj;;610859;TLK ;Pred;
428432;9875;Genesis 21:16;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=21&verse=16&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;610871;W ;Conj;;610872;TLK ;Pred;
428453;9963;Genesis 21:19;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=21&verse=19&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;610932;W ;Conj;;610933;TLK ;Pred;
428510;10254;Genesis 22:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=2&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;611115;W ;Conj;;611116;LK ;Pred;;611117;LK ;Supp;;611118;>L >RY H MRJH ;Cmpl;
428518;10299;Genesis 22:3;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=3&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;611143;W ;Conj;;611144;JLK ;Pred;;611145;>L H MQWM ;Cmpl;
428525;10341;Genesis 22:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=5&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";NLKH ;qal;611167;W ;Conj;;611168;>NJ W H N<R ;Subj;;611169;NLKH ;Pred;;611170;<D KH ;Cmpl;
428531;10373;Genesis 22:6;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=6&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;611187;W ;Conj;;611188;JLKW ;Pred;;611189;CNJHM ;Subj;;611190;JXDW ;Modi;
428544;10415;Genesis 22:8;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=8&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;611217;W ;Conj;;611218;JLKW ;Pred;;611219;CNJHM ;Subj;;611220;JXDW ;Modi;
428569;10531;Genesis 22:13;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=13&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;611299;W ;Conj;;611300;JLK ;Pred;;611301;>BRHM ;Subj;
428591;10642;Genesis 22:19;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=22&verse=19&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;611366;W ;Conj;;611367;JLKW ;Pred;;611368;JXDW ;Modi;;611369;>L B>R CB< ;Cmpl;
428688;11173;Genesis 24:4;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=4&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;611650;KJ ;Conj;;611651;>L >RYJ W >L MWLDTJ ;Cmpl;;611652;TLK ;Pred;
428692;11192;Genesis 24:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=5&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKT ;qal;611665;L LKT ;Pred;;611666;>XRJ ;Cmpl;;611667;>L H >RY H Z>T ;Cmpl;
428707;11272;Genesis 24:8;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=8&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LKT ;qal;611716;L LKT ;Pred;;611717;>XRJK ;Cmpl;
428713;11313;Genesis 24:10;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=10&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;611738;W ;Conj;;611739;JLK ;Pred;
428716;11323;Genesis 24:10;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=10&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;611745;W ;Conj;;611746;JLK ;Pred;;611747;>L >RM_NHRJM >L <JR NXWR ;Cmpl;
428842;11850;Genesis 24:38;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=38&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;612078;>M ;Conj;;612079;L> ;Nega;;612080;>L BJT >BJ W >L MCPXTJ ;Cmpl;;612081;TLK ;Pred;
428845;11865;Genesis 24:39;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=39&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;612089;>LJ ;Modi;;612090;L> ;Nega;;612091;TLK ;Pred;;612092;H >CH ;Subj;;612093;>XRJ ;Cmpl;
428848;11874;Genesis 24:40;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=40&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HTHLKTJ ;hit;612098;>CR ;Rela;;612099;HTHLKTJ ;Pred;;612100;L PNJW ;Cmpl;
428859;11932;Genesis 24:42;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=42&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;612139;>CR ;Rela;;612140;>NKJ ;Subj;;612141;HLK ;PreC;;612142;<LJH ;Cmpl;
428913;12129;Genesis 24:51;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=51&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;612282;W ;Conj;;612283;LK ;Pred;
428931;12212;Genesis 24:55;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=55&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;612335;>XR ;Time;;612336;TLK ;Pred;
428936;12225;Genesis 24:56;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=56&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";>LKH ;qal;612348;W ;Conj;;612349;>LKH ;Pred;;612350;L >DNJ ;Cmpl;
428942;12246;Genesis 24:58;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=58&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLKJ ;qal;612364;H ;Ques;;612365;TLKJ ;Pred;;612366;<M H >JC H ZH ;Cmpl;
428944;12254;Genesis 24:58;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=58&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";>LK ;qal;612369;>LK ;Pred;
428953;12300;Genesis 24:61;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=61&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLKNH ;qal;612393;W ;Conj;;612394;TLKNH ;Pred;;612395;>XRJ H >JC ;Cmpl;
428955;12311;Genesis 24:61;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=61&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;612400;W ;Conj;;612401;JLK ;Pred;
428970;12372;Genesis 24:65;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=24&verse=65&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;612442;H ;Rela;;612443;HLK ;PreC;;612444;B  FDH ;Cmpl;
429042;12773;Genesis 25:22;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=25&verse=22&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;612651;W ;Conj;;612652;TLK ;Pred;
429079;12929;Genesis 25:32;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=25&verse=32&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HWLK ;qal;612769;HNH ;Intj;;612770;>NKJ ;Subj;;612771;HWLK ;PreC;
429090;12970;Genesis 25:34;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=25&verse=34&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;612801;W ;Conj;;612802;JLK ;Pred;
429094;12996;Genesis 26:1;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=1&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;612815;W ;Conj;;612816;JLK ;Pred;;612817;JYXQ ;Subj;;612818;>L >BJMLK MLK PLCTJM ;Cmpl;;612819;GRRH ;Cmpl;
429145;13238;Genesis 26:13;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=13&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;612973;W ;Conj;;612974;JLK ;Pred;;612975;HLWK W GDL ;Modi;
429154;13283;Genesis 26:16;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=16&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;613002;LK ;Pred;;613003;M <MNW ;Cmpl;
429156;13291;Genesis 26:17;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=17&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;613008;W ;Conj;;613009;JLK ;Pred;;613010;M CM ;Cmpl;;613011;JYXQ ;Subj;
429194;13466;Genesis 26:26;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=26&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";HLK ;qal;613135;W ;Conj;;613136;>BJMLK ;Subj;;613137;HLK ;Pred;;613138;>LJW ;Cmpl;;613139;M GRR ;Cmpl;
429218;13558;Genesis 26:31;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=26&verse=31&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLKW ;qal;613210;W ;Conj;;613211;JLKW ;Pred;;613212;M >TW ;Cmpl;;613213;B CLWM ;Adju;
429254;13714;Genesis 27:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=5&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;613313;W ;Conj;;613314;JLK ;Pred;;613315;<FW ;Subj;;613316;H FDH ;Cmpl;
429270;13769;Genesis 27:9;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=9&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;613353;LK ;Pred;;613354;N> ;Intj;;613355;>L H Y>N ;Cmpl;
429288;13848;Genesis 27:13;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=13&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;613410;W ;Conj;;613411;LK ;Pred;
429290;13852;Genesis 27:14;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=27&verse=14&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;613414;W ;Conj;;613415;JLK ;Pred;
429470;14519;Genesis 28:2;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=2&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";LK ;qal;613901;LK ;Pred;;613902;PDNH >RM BJTH BTW>L >BJ >MK ;Cmpl;
429480;14578;Genesis 28:5;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=5&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;613934;W ;Conj;;613935;JLK ;Pred;;613936;PDNH >RM ;Cmpl;;613937;>L LBN BN BTW>L H >RMJ >XJ RBQH >M J<QB W <FW ;Cmpl;
429490;14635;Genesis 28:7;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=7&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;613967;W ;Conj;;613968;JLK ;Pred;;613969;PDNH >RM ;Cmpl;
429493;14650;Genesis 28:9;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=9&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;613977;W ;Conj;;613978;JLK ;Pred;;613979;<FW ;Subj;;613980;>L JCM<>L ;Cmpl;
429496;14676;Genesis 28:10;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=10&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";JLK ;qal;613991;W ;Conj;;613992;JLK ;Pred;;613993;XRNH ;Cmpl;
429520;14787;Genesis 28:15;"=HYPERLINK(""https://shebanq.ancient-data.org/hebrew/text?book=Genesis&chapter=28&verse=15&version=4b&mr=m&qw=n&tp=txt_tb1&tr=hb&wget=x&qget=v&nget=x""; ""link"")";TLK ;qal;614066;>CR ;Rela;;614067;TLK ;Pred;
