clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr
506501;377493;Daniel 11:28;link;J#B ;qal;834478;W;Conj;;834479;J#B ;Pred;;834480;>RYW ;Cmpl;;834481;BRKW# GDWL ;Adju;;;;;;;;;;;;;
506504;377506;Daniel 11:28;link;#B ;qal;834487;W;Conj;;834488;#B ;Pred;;834489;L>RYW00;Cmpl;;;;;;;;;;;;;;;;;
506505;377512;Daniel 11:29;link;J#WB ;qal;834490;LMW<D ;Time;;834491;J#WB ;Pred;;;;;;;;;;;;;;;;;;;;;
506510;377536;Daniel 11:30;link;#B ;qal;834505;W;Conj;;834506;#B ;Pred;;;;;;;;;;;;;;;;;;;;;
506513;377545;Daniel 11:30;link;#B ;qal;834512;W;Conj;;834513;#B ;Pred;;;;;;;;;;;;;;;;;;;;;
506680;378428;Ezra 2:1;link;J#WBW ;qal;834981;W;Conj;;834982;J#WBW ;Pred;;834983;LJRW#LM WJHWDH ;Cmpl;;;;;;;;;;;;;;;;;
507078;380886;Ezra 6:21;link;#BJM ;qal;836116;H;Rela;;836117;#BJM ;PreC;;836118;MHGWLH ;Cmpl;;;;;;;;;;;;;;;;;
507331;382646;Ezra 9:14;link;N#WB ;qal;836889;H;Ques;;836890;N#WB ;Pred;;;;;;;;;;;;;;;;;;;;;
507413;383059;Ezra 10:14;link;H#JB ;hif;837117;<D LH#JB ;Pred;;837118;XRWN >P&>LHJNW ;Objc;;837119;MMNW ;Cmpl;;837120;<D LDBR HZH00;Adju;;;;;;;;;;;;;
507494;383610;Nehemiah 1:9;link;#BTM ;qal;837341;W;Conj;;837342;#BTM ;Pred;;837343;>LJ ;Cmpl;;;;;;;;;;;;;;;;;
507539;383836;Nehemiah 2:6;link;T#WB ;qal;837483;W;Conj;;837484;MTJ ;Ques;;837485;T#WB ;Pred;;;;;;;;;;;;;;;;;
507585;384078;Nehemiah 2:15;link;>#WB ;qal;837631;W;Conj;;837632;>#WB ;Pred;;;;;;;;;;;;;;;;;;;;;
507587;384086;Nehemiah 2:15;link;>#WB00;qal;837636;W;Conj;;837637;>#WB00;Pred;;;;;;;;;;;;;;;;;;;;;
507615;384221;Nehemiah 2:20;link;>#JB ;hif;837720;W;Conj;;837721;>#JB ;Pred;;837722;>WTM ;Objc;Cmpl;837723;DBR ;Objc;;;;;;;;;;;;;
507716;384951;Nehemiah 3:36;link;H#B ;hif;838046;W;Conj;;838047;H#B ;Pred;;838048;XRPTM ;Objc;;838049;>L&R>#M ;Cmpl;;;;;;;;;;;;;
507753;385121;Nehemiah 4:6;link;T#WBW ;qal;838158;>#R&;Rela;;838159;T#WBW ;Pred;;838160;<LJNW00;Cmpl;;;;;;;;;;;;;;;;;
