clause#;word#;passage;;verb;;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr
435835;46163;Exodus 31:2;;QR>TJ ;;633239;QR>TJ ;Pred;;633240;B#M ;Cmpl;;633241;BYL>L BN&>WRJ BN&XWR LMVH JHWDH00;Objc;;;;;;;;;;;;;;;;;;;;;
435917;46610;Exodus 32:5;;JQR> ;;633455;W;Conj;;633456;JQR> ;Pred;;633457;>HRN ;Subj;;;;;;;;;;;;;;;;;;;;;
436106;47420;Exodus 33:7;;QR> ;;633983;W;Conj;;633984;QR> ;Pred;;633985;LW ;Cmpl;;633986;>HL MW<D ;Objc;;;;;;;;;;;;;;;;;
436169;47688;Exodus 33:19;;QR>TJ ;;634165;W;Conj;;634166;QR>TJ ;Pred;;634167;B#M JHWH ;Cmpl;;634168;LPNJK ;Loca;;;;;;;;;;;;;;;;;
436208;47881;Exodus 34:5;;JQR> ;;634291;W;Conj;;634292;JQR> ;Pred;;634293;B#M JHWH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
436210;47891;Exodus 34:6;;JQR> ;;634298;W;Conj;;634299;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
436253;48102;Exodus 34:15;;QR> ;;634423;W;Conj;;634424;QR> ;Pred;;634425;LK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
436304;48398;Exodus 34:31;;JQR> ;;634588;W;Conj;;634589;JQR> ;Pred;;634590;>LHM ;Cmpl;;634591;M#H ;Subj;;;;;;;;;;;;;;;;;
436394;49045;Exodus 35:30;;QR> ;;634832;QR> ;Pred;;634833;JHWH ;Subj;;634834;B#M ;Cmpl;;634835;BYL>L BN&>WRJ BN&XWR LMVH JHWDH00;Objc;;;;;;;;;;;;;;;;;
436412;49190;Exodus 36:2;;JQR> ;;634877;W;Conj;;634878;JQR> ;Pred;;634879;M#H ;Subj;;634880;>L&BYL>L W>L&>HLJ>B W>L KL&>J# XKM&LB KL ;Cmpl;;;;;;;;;;;;;;;;;
436880;52508;Leviticus 1:1;;JQR> ;;636360;W;Conj;;636361;JQR> ;Pred;;636362;>L&M#H ;Cmpl;;;;;;;;;;;;;;;;;;;;;
437615;56879;Leviticus 9:1;;QR> ;;638662;QR> ;Pred;;638663;M#H ;Subj;;638664;L>HRN WLBNJW WLZQNJ J#R>L00;Cmpl;;;;;;;;;;;;;;;;;;;;;
437707;57447;Leviticus 10:4;;JQR> ;;638956;W;Conj;;638957;JQR> ;Pred;;638958;M#H ;Subj;;638959;>L&MJ#>L W>L >LYPN BNJ <ZJ>L DD >HRN ;Cmpl;;;;;;;;;;;;;;;;;
438165;59828;Leviticus 13:45;;JQR>00;;640343;W;Conj;;640345;JQR>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
439283;65954;Leviticus 23:2;;TQR>W ;;643787;>#R&;Rela;;643788;TQR>W ;Pred;;643789;>TM ;Objc;;;;;;;;;;;;;;;;;;;;;
439291;65992;Leviticus 23:4;;TQR>W ;;643809;>#R&;Rela;;643810;TQR>W ;Pred;;643811;>TM ;Objc;;643812;BMW<DM00;Adju;;;;;;;;;;;;;;;;;
439335;66299;Leviticus 23:21;;QR>TM ;;643950;W;Conj;;643951;QR>TM ;Pred;;643952;B<YM HJWM HZH ;Time;;;;;;;;;;;;;;;;;;;;;
439385;66596;Leviticus 23:37;;TQR>W ;;644094;>#R&;Rela;;644095;TQR>W ;Pred;;644096;>TM ;Objc;;644097;MQR>J QD# ;Objc;;;;;;;;;;;;;;;;;
439504;67335;Leviticus 25:10;;QR>TM ;;644467;W;Conj;;644468;QR>TM ;Pred;;644469;DRWR ;Objc;;644470;B>RY ;Loca;;644471;LKL&J#BJH ;Cmpl;;;;;;;;;;;;;
439978;69759;Numbers 1:16;;QRW>J ;;646034;>LH ;Subj;;646035;QRW>J H<DH N#J>J MVWT >BWTM ;PreC;;;;;;;;;;;;;;;;;;;;;;;;;
441038;76833;Numbers 11:3;;JQR> ;;649095;W;Conj;;649096;JQR> ;Pred;;649097;#M&HMQWM HHW> ;Objc;;649098;TB<RH ;Objc;;;;;;;;;;;;;;;;;
441187;77557;Numbers 11:34;;JQR> ;;649556;W;Conj;;649557;JQR> ;Pred;;649558;>T&#M&HMQWM HHW> ;Objc;;649559;QBRWT HT>WH ;Objc;;;;;;;;;;;;;;;;;
441205;77666;Numbers 12:5;;JQR> ;;649618;W;Conj;;649619;JQR> ;Pred;;649620;>HRN WMRJM ;Objc;;;;;;;;;;;;;;;;;;;;;
441277;77997;Numbers 13:16;;JQR> ;;649823;W;Conj;;649824;JQR> ;Pred;;649825;M#H ;Subj;;649826;LHW#< BN&NWN ;Cmpl;;649827;JHW#<00;Objc;;;;;;;;;;;;;
441318;78183;Numbers 13:24;;QR> ;;649943;LMQWM HHW> ;Cmpl;;649944;QR> ;Pred;;649945;NXL >#KWL ;Objc;;649946;<L >DWT H>#KWL ;Adju;;;;;;;;;;;;;;;;;
441703;80271;Numbers 16:12;;QR> ;;651121;LQR> ;Pred;;651122;LDTN WL>BJRM BNJ >LJ>B ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
442209;83183;Numbers 21:3;;JQR> ;;652755;W;Conj;;652756;JQR> ;Pred;;652757;#M&HMQWM ;Objc;;652758;XRMH00;Objc;;;;;;;;;;;;;;;;;
442351;83896;Numbers 22:5;;QR>&;;653176;LQR>&;Pred;;653177;LW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
442430;84202;Numbers 22:20;;QR> ;;653399;LQR> ;Pred;;653400;LK ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
442520;84603;Numbers 22:37;;QR>&;;653676;LQR>&;Pred;;653677;LK ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
442717;85363;Numbers 24:10;;QR>TJK ;;654238;QR>TJK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442787;85631;Numbers 25:2;;TQR>N ;;654430;W;Conj;;654431;TQR>N ;Pred;;654432;L<M ;Cmpl;;654433;LZBXJ >LHJHN ;Cmpl;;;;;;;;;;;;;;;;;
443493;90596;Numbers 32:38;;JQR>W ;;656556;W;Conj;;656557;JQR>W ;Pred;;656558;B#MT ;Cmpl;;656559;>T&#MWT H<RJM ;Objc;;;;;;;;;;;;;;;;;
443503;90644;Numbers 32:41;;JQR> ;;656587;W;Conj;;656588;JQR> ;Pred;;656589;>THN ;Objc;;656590;XWT J>JR00;Objc;;;;;;;;;;;;;;;;;
443506;90659;Numbers 32:42;;JQR> ;;656597;W;Conj;;656598;JQR> ;Pred;;656599;LH ;Cmpl;;656600;NBX ;Objc;;656601;B#MW00;Adju;;;;;;;;;;;;;
444112;93951;Deuteronomy 2:11;;JQR>W ;;658474;W;Conj;;658475;HM>BJM ;Subj;;658476;JQR>W ;Pred;;658477;LHM ;Cmpl;;658478;>MJM00;Objc;;;;;;;;;;;;;
444144;94114;Deuteronomy 2:20;;JQR>W ;;658575;W;Conj;;658576;H<MNJM ;Subj;;658577;JQR>W ;Pred;;658578;LHM ;Cmpl;;658579;ZMZMJM00;Objc;;;;;;;;;;;;;
444240;94660;Deuteronomy 3:9;;JQR>W ;;658852;YJDNJM ;Subj;;658853;JQR>W ;Pred;;658854;LXRMWN ;Cmpl;;658855;#RJN ;Objc;;;;;;;;;;;;;;;;;
444241;94667;Deuteronomy 3:9;;JQR>W&;;658856;W;Conj;;658857;H>MRJ ;Subj;;658858;JQR>W&;Pred;;658859;LW ;Cmpl;;658860;#NJR00;Objc;;;;;;;;;;;;;
444252;94783;Deuteronomy 3:13;;JQR> ;;658893;LKL&HB#N HHW> ;Cmpl;;658894;JQR> ;Pred;;658895;>RY RP>JM00;Subj;;;;;;;;;;;;;;;;;;;;;
444254;94802;Deuteronomy 3:14;;JQR> ;;658899;W;Conj;;658900;JQR> ;Pred;;658901;>TM ;Objc;;658902;<L&#MW ;Cmpl;Adju;;;;;;;;;;;;;;;;
444352;95310;Deuteronomy 4:7;;QR>NW ;;659174;QR>NW ;PreS;;659175;>LJW00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
444517;96306;Deuteronomy 5:1;;JQR> ;;659689;W;Conj;;659690;JQR> ;Pred;;659691;M#H ;Subj;;659692;>L&KL&J#R>L ;Cmpl;;;;;;;;;;;;;;;;;
445591;102012;Deuteronomy 15:2;;QR> ;;662882;KJ&;Conj;;662883;QR> ;Pred;;662884;#MVH ;Objc;;662885;LJHWH00;Cmpl;BoundErr;;;;;;;;;;;;;;;;
445623;102170;Deuteronomy 15:9;;QR> ;;662990;W;Conj;;662991;QR> ;Pred;;662992;<LJK ;Cmpl;Adju;662993;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;
445833;103389;Deuteronomy 17:19;;QR> ;;663669;W;Conj;;663670;QR> ;Pred;;663671;BW ;Cmpl;;663672;KL&JMJ XJJW ;Time;;;;;;;;;;;;;;;;;
446072;104554;Deuteronomy 20:10;;QR>T ;;664382;W;Conj;;664383;QR>T ;Pred;;664384;>LJH ;Cmpl;;664385;L#LWM00;Cmpl;;;;;;;;;;;;;;;;;
446494;106648;Deuteronomy 24:15;;JQR> ;;665723;W;Conj;;665724;L>&;Nega;;665725;JQR> ;Pred;;665726;<LJK ;Cmpl;;665727;>L&JHWH ;Cmpl;;;;;;;;;;;;;
446558;106939;Deuteronomy 25:8;;QR>W&;;665914;W;Conj;;665915;QR>W&;Pred;;665916;LW ;Cmpl;;665917;ZQNJ&<JRW ;Subj;;;;;;;;;;;;;;;;;
446571;106988;Deuteronomy 25:10;;NQR> ;;665951;W;Conj;;665952;NQR> ;Pred;;665953;#MW ;Subj;;665954;BJ#R>L ;Cmpl;;;;;;;;;;;;;;;;;
446815;108256;Deuteronomy 28:10;;NQR> ;;666637;KJ ;Conj;;666638;#M JHWH ;Subj;;666639;NQR> ;Pred;;666640;<LJK ;Cmpl;;;;;;;;;;;;;;;;;
447042;109527;Deuteronomy 29:1;;JQR> ;;667350;W;Conj;;667351;JQR> ;Pred;;667352;M#H ;Subj;;667353;>L&KL&J#R>L ;Cmpl;;;;;;;;;;;;;;;;;
447264;110783;Deuteronomy 31:7;;JQR> ;;668019;W;Conj;;668020;JQR> ;Pred;;668021;M#H ;Subj;;668022;LJHW#< ;Cmpl;;;;;;;;;;;;;;;;;
447285;110900;Deuteronomy 31:11;;TQR> ;;668079;MQY #B< #NJM ;Time;;668080;BM<D #NT H#MVH ;Time;;668081;BXG HSKWT00;Adju;;668089;TQR> ;Pred;;668090;>T&HTWRH HZ>T ;Objc;;668091;NGD KL&J#R>L ;Adju;;668092;B>ZNJHM00;Cmpl;;;;;
447306;110990;Deuteronomy 31:14;;QR> ;;668138;QR> ;Pred;;668139;>T&JHW#< ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
447400;111469;Deuteronomy 32:3;;>QR> ;;668419;KJ ;Conj;;668420;#M JHWH ;Objc;;668421;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;
447664;112507;Deuteronomy 33:19;;JQR>W ;;669112;<MJM ;Objc;;669113;HR&;Cmpl;;669114;JQR>W ;Pred;;;;;;;;;;;;;;;;;;;;;
448042;114451;Joshua 4:4;;JQR> ;;670220;W;Conj;;670221;JQR> ;Pred;;670222;JHW#< ;Subj;;670223;>L&#NJM H<#R >J# MBNJ J#R>L >J#&>XD >J#&>XD M#BV00;Cmpl;;;;;;;;;;;;;;;;;
448158;115171;Joshua 5:9;;JQR> ;;670589;W;Conj;;670590;JQR> ;Pred;;670591;#M HMQWM HHW> ;Objc;;670592;GLGL ;Objc;;670593;<D HJWM HZH00;Time;;;;;;;;;;;;;
448210;115459;Joshua 6:6;;JQR> ;;670758;W;Conj;;670759;JQR> ;Pred;;670760;JHW#< BN&NWN ;Subj;;670761;>L&HKHNJM ;Cmpl;;;;;;;;;;;;;;;;;
448445;116771;Joshua 7:26;;QR> ;;671485;<L&KN ;Adju;;671486;QR> ;Pred;;671487;#M HMQWM HHW> ;Objc;;671488;<MQ <KWR ;Objc;;671489;<D HJWM HZH00;Time;;;;;;;;;;;;;
448601;117686;Joshua 8:34;;QR> ;;671972;W;Conj;;671973;>XRJ&KN ;Time;;671974;QR> ;Pred;;671975;>T&KL&DBRJ HTWRH HBRKH WHQLLH ;Objc;;671976;KKL&;Adju;;;;;;;;;;;;;
448605;117715;Joshua 8:35;;QR> ;;671986;>#R ;Rela;;671987;L>&;Nega;;671988;QR> ;Pred;;671989;JHW#< ;Subj;;671990;NGD KL&QHL J#R>L WHN#JM WHVP WHGR ;Cmpl;;;;;;;;;;;;;
448691;118190;Joshua 9:22;;JQR> ;;672258;W;Conj;;672259;JQR> ;Pred;;672260;LHM ;Cmpl;;672261;JHW#< ;Subj;;;;;;;;;;;;;;;;;
448813;118903;Joshua 10:24;;JQR> ;;672642;W;Conj;;672643;JQR> ;Pred;;672644;JHW#< ;Subj;;672645;>L&KL&>J# J#R>L ;Cmpl;;;;;;;;;;;;;;;;;
449569;124022;Joshua 19:47;;JQR>W ;;674910;W;Conj;;674911;JQR>W ;Pred;;674912;LL#M ;Cmpl;;674913;DN ;Objc;;674914;K#M DN >BJHM00;Adju;;;;;;;;;;;;;
449632;124604;Joshua 21:9;;JQR> ;;675127;>#R&;Rela;;675128;JQR> ;Pred;;675129;>THN ;Objc;;675130;B#M00;Cmpl;;;;;;;;;;;;;;;;;
449691;125225;Joshua 22:1;;JQR> ;;675305;>Z ;Time;;675306;JQR> ;Pred;;675307;JHW#< ;Subj;;675308;LR>WBNJ WLGDJ WLXYJ MVH MN#H00;Cmpl;;;;;;;;;;;;;;;;;
449836;126168;Joshua 22:34;;JQR>W ;;675767;W;Conj;;675768;JQR>W ;Pred;;675769;BNJ&R>WBN WBNJ&GD ;Subj;;675770;LMZBX ;Cmpl;;;;;;;;;;;;;;;;;
449843;126209;Joshua 23:2;;JQR> ;;675791;W;Conj;;675792;JQR> ;Pred;;675793;JHW#< ;Subj;;675794;LKL&J#R>L LZQNJW WLR>#JW WL#PVJW WL#VRJW ;Cmpl;;;;;;;;;;;;;;;;;
449916;126632;Joshua 24:1;;JQR> ;;676019;W;Conj;;676020;JQR> ;Pred;;676021;LZQNJ J#R>L WLR>#JW WL#PVJW WL#VRJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
449953;126852;Joshua 24:9;;JQR> ;;676145;W;Conj;;676146;JQR> ;Pred;;676147;LBL<M BN&B<WR ;Cmpl;;;;;;;;;;;;;;;;;;;;;
450131;127797;Judges 1:17;;JQR> ;;676713;W;Conj;;676714;JQR> ;Pred;;676715;>T&#M&H<JR ;Objc;;676716;XRMH00;Objc;;;;;;;;;;;;;;;;;
450157;127967;Judges 1:26;;JQR> ;;676807;W;Conj;;676808;JQR> ;Pred;;676809;#MH ;Objc;;676810;LWZ ;Objc;;;;;;;;;;;;;;;;;
450206;128294;Judges 2:5;;JQR>W ;;676972;W;Conj;;676973;JQR>W ;Pred;;676974;#M&HMQWM HHW> ;Objc;;676975;BKJM ;Objc;;;;;;;;;;;;;;;;;
450423;129474;Judges 4:6;;TQR> ;;677668;W;Conj;;677669;TQR> ;Pred;;677670;LBRQ BN&>BJN<M MQD# NPTLJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
450752;130940;Judges 6:24;;JQR>&;;678596;W;Conj;;678597;JQR>&;Pred;;678598;LW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
450803;131177;Judges 6:32;;JQR>&;;678741;W;Conj;;678742;JQR>&;Pred;;678743;LW ;Cmpl;;678744;BJWM&HHW> ;Time;;678745;JRB<L ;Objc;;;;;;;;;;;;;
450854;131444;Judges 7:3;;QR> ;;678908;QR> ;Pred;;678909;N> ;Intj;;678910;B>ZNJ H<M ;Cmpl;;;;;;;;;;;;;;;;;;;;;
450963;131973;Judges 7:20;;JQR>W ;;679227;W;Conj;;679228;JQR>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
450990;132142;Judges 8:1;;QR>WT ;;679310;LBLTJ QR>WT ;Pred;;679311;LNW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
451156;133019;Judges 9:7;;JQR> ;;679828;W;Conj;;679829;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
451365;134019;Judges 9:54;;JQR> ;;680468;W;Conj;;680469;JQR> ;Pred;;680470;MHRH ;Modi;;680471;>L&HN<R N#> KLJW ;Cmpl;;;;;;;;;;;;;;;;;
451393;134152;Judges 10:4;;JQR>W ;;680553;LHM ;Cmpl;;680554;JQR>W ;Pred;;680555;XWT J>JR ;Objc;;680556;<D HJWM HZH ;Time;;;;;;;;;;;;;;;;;
451626;135393;Judges 12:1;;QR>T ;;681295;W;Conj;;681296;LNW ;Cmpl;;681297;L> ;Nega;;681298;QR>T ;Pred;;;;;;;;;;;;;;;;;
451803;136204;Judges 13:24;;TQR> ;;681852;W;Conj;;681853;TQR> ;Pred;;681854;>T&#MW ;Objc;;681855;#M#WN ;Objc;;;;;;;;;;;;;;;;;
451881;136582;Judges 14:15;;QR>TM ;;682102;QR>TM ;Pred;;682103;LNW ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
452005;137104;Judges 15:17;;JQR> ;;682472;W;Conj;;682473;JQR> ;Pred;;682474;LMQWM HHW> ;Cmpl;;682475;RMT LXJ00;Objc;;;;;;;;;;;;;;;;;
452007;137116;Judges 15:18;;JQR> ;;682479;W;Conj;;682480;JQR> ;Pred;;682481;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
452018;137168;Judges 15:19;;QR> ;;682512;<L&KN ;Adju;;682513;QR> ;Pred;;682514;#MH ;Objc;;682515;<JN HQWR> ;Objc;;682518;<D HJWM HZH00;Time;;;;;;;;;;;;;
452018;137172;Judges 15:19;;QWR> ;;682512;<L&KN ;Adju;;682513;QR> ;Pred;;682514;#MH ;Objc;;682515;<JN HQWR> ;Objc;;682518;<D HJWM HZH00;Time;;;;;;;;;;;;;
452126;137625;Judges 16:18;;TQR> ;;682836;W;Conj;;682837;TQR> ;Pred;;682838;LSRNJ PL#TJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
452133;137656;Judges 16:19;;TQR> ;;682857;W;Conj;;682858;TQR> ;Pred;;682859;L>J# ;Cmpl;;;;;;;;;;;;;;;;;;;;;
452168;137790;Judges 16:25;;QR>W ;;682952;QR>W ;Pred;;682953;L#M#WN ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
452170;137797;Judges 16:25;;JQR>W ;;682957;W;Conj;;682958;JQR>W ;Pred;;682959;L#M#WN ;Cmpl;;682960;MBJT H>SWRJM ;Cmpl;;;;;;;;;;;;;;;;;
452184;137869;Judges 16:28;;JQR> ;;683001;W;Conj;;683002;JQR> ;Pred;;683003;#M#WN ;Subj;;683004;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;
452332;138586;Judges 18:12;;QR>W ;;683455;<L&KN ;Adju;;683456;QR>W ;Pred;;683457;LMQWM HHW> ;Cmpl;;683458;MXNH&DN ;Objc;;683459;<D HJWM HZH ;Time;;;;;;;;;;;;;
452381;138860;Judges 18:23;;JQR>W ;;683595;W;Conj;;683596;JQR>W ;Pred;;683597;>L&BNJ&DN ;Cmpl;;;;;;;;;;;;;;;;;;;;;
452417;139007;Judges 18:29;;JQR>W ;;683705;W;Conj;;683706;JQR>W ;Pred;;683707;#M&H<JR ;Objc;;683708;DN ;Objc;;683709;B#M DN >BJHM ;Adju;;;;;;;;;;;;;
452847;141264;Judges 21:13;;JQR>W ;;685006;W;Conj;;685007;JQR>W ;Pred;;685008;LHM ;Cmpl;;685009;#LWM00;Objc;;;;;;;;;;;;;;;;;
452990;141930;1_Samuel 1:20;;TQR> ;;685449;W;Conj;;685450;TQR> ;Pred;;685451;>T&#MW ;Objc;;685452;#MW>L ;Objc;;;;;;;;;;;;;;;;;
453199;142916;1_Samuel 3:4;;JQR> ;;686084;W;Conj;;686085;JQR> ;Pred;;686086;JHWH ;Subj;;686087;>L&#MW>L ;Cmpl;;;;;;;;;;;;;;;;;
453205;142931;1_Samuel 3:5;;QR>T ;;686097;KJ&;Conj;;686098;QR>T ;Pred;;686099;LJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453207;142936;1_Samuel 3:5;;QR>TJ ;;686102;L>&;Nega;;686103;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
453213;142946;1_Samuel 3:6;;QR> ;;686113;QR> ;Pred;;686114;<WD ;Modi;;686115;#MW>L ;Objc;;;;;;;;;;;;;;;;;;;;;
453218;142960;1_Samuel 3:6;;QR>T ;;686125;KJ ;Conj;;686126;QR>T ;Pred;;686127;LJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453220;142965;1_Samuel 3:6;;QR>TJ ;;686130;L>&;Nega;;686131;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
453227;142984;1_Samuel 3:8;;QR>&;;686148;QR>&;Pred;;686149;#MW>L ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
453232;142999;1_Samuel 3:8;;QR>T ;;686159;KJ ;Conj;;686160;QR>T ;Pred;;686161;LJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453234;143006;1_Samuel 3:8;;QR> ;;686165;KJ ;Conj;;686166;JHWH ;Subj;;686167;QR> ;PreC;;686168;LN<R00;Cmpl;;;;;;;;;;;;;;;;;
453239;143020;1_Samuel 3:9;;JQR> ;;686177;>M&;Conj;;686178;JQR> ;Pred;;686179;>LJK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
453248;143042;1_Samuel 3:10;;JQR> ;;686198;W;Conj;;686199;JQR> ;Pred;;686200;KP<M&BP<M ;Adju;;;;;;;;;;;;;;;;;;;;;
453273;143153;1_Samuel 3:16;;JQR> ;;686274;W;Conj;;686275;JQR> ;Pred;;686276;<LJ ;Subj;;686277;>T&#MW>L ;Objc;;;;;;;;;;;;;;;;;
453413;143781;1_Samuel 4:21;;TQR> ;;686685;W;Conj;;686686;TQR> ;Pred;;686687;LN<R ;Cmpl;;686688;>J&KBWD ;Objc;;;;;;;;;;;;;;;;;
453479;144123;1_Samuel 6:2;;JQR>W ;;686891;W;Conj;;686892;JQR>W ;Pred;;686893;PL#TJM ;Subj;;686894;LKHNJM WLQSMJM ;Cmpl;;;;;;;;;;;;;;;;;
453632;144958;1_Samuel 7:12;;JQR> ;;687381;W;Conj;;687382;JQR> ;Pred;;687383;>T&#MH ;Objc;;687384;>BN H<ZR ;Objc;;;;;;;;;;;;;;;;;
453786;145720;1_Samuel 9:9;;JQR> ;;687861;KJ ;Conj;;687862;LNBJ> ;Cmpl;;687863;HJWM ;Time;;687864;JQR> ;Pred;;687865;LPNJM ;Time;;687866;HR>H00;Subj;;;;;;;;;
453813;145825;1_Samuel 9:13;;QR>JM ;;687935;>XRJ&KN ;Time;;687936;J>KLW ;Pred;;687937;HQR>JM ;Subj;;;;;;;;;;;;;;;;;;;;;
453862;146054;1_Samuel 9:22;;QRW>JM ;;688079;W;Conj;;688080;JTN ;Pred;;688081;LHM ;Cmpl;;688082;MQWM BR># HQRW>JM ;Objc;;;;;;;;;;;;;;;;;
453879;146113;1_Samuel 9:24;;QR>TJ ;;688124;H<M ;Objc;;688125;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
453886;146147;1_Samuel 9:26;;JQR> ;;688145;W;Conj;;688146;JQR> ;Pred;;688147;#MW>L ;Subj;;688148;>L&#>WL ;Cmpl;;688149;HGGH ;Loca;;;;;;;;;;;;;
454197;147583;1_Samuel 12:17;;>QR> ;;689095;>QR> ;Pred;;689096;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
454204;147608;1_Samuel 12:18;;JQR> ;;689113;W;Conj;;689114;JQR> ;Pred;;689115;#MW>L ;Subj;;689116;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;
454756;150318;1_Samuel 16:3;;QR>T ;;690798;W;Conj;;690799;QR>T ;Pred;;690800;LJ#J ;Cmpl;;690801;BZBX ;Cmpl;;;;;;;;;;;;;;;;;
454776;150381;1_Samuel 16:5;;JQR> ;;690844;W;Conj;;690845;JQR> ;Pred;;690846;LHM ;Cmpl;;690847;LZBX00;Cmpl;;;;;;;;;;;;;;;;;
454789;150435;1_Samuel 16:8;;JQR> ;;690881;W;Conj;;690882;JQR> ;Pred;;690883;J#J ;Subj;;690884;>L&>BJNDB ;Cmpl;;;;;;;;;;;;;;;;;
454891;150904;1_Samuel 17:8;;JQR> ;;691184;W;Conj;;691185;JQR> ;Pred;;691186;>L&M<RKT J#R>L ;Cmpl;;;;;;;;;;;;;;;;;;;;;
455314;152960;1_Samuel 19:7;;JQR> ;;692479;W;Conj;;692480;JQR> ;Pred;;692481;JHWNTN ;Subj;;692482;LDWD ;Cmpl;;;;;;;;;;;;;;;;;
455600;154217;1_Samuel 20:37;;JQR> ;;693345;W;Conj;;693346;JQR> ;Pred;;693347;JHWNTN ;Subj;;693348;>XRJ HN<R ;Cmpl;;;;;;;;;;;;;;;;;
455603;154232;1_Samuel 20:38;;JQR> ;;693355;W;Conj;;693356;JQR> ;Pred;;693357;JHWNTN ;Subj;;693358;>XRJ HN<R ;Cmpl;;;;;;;;;;;;;;;;;
455758;154993;1_Samuel 22:11;;QR> ;;693851;LQR> ;Pred;;693852;>T&>XJMLK BN&>XJVWB HKHN W>T KL&BJT >BJW HKHNJM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
455963;155945;1_Samuel 23:28;;QR>W ;;694455;<L&KN ;Adju;;694456;QR>W ;Pred;;694457;LMQWM HHW> ;Cmpl;;694458;SL< HMXLQWT00;Objc;;;;;;;;;;;;;;;;;
456005;156158;1_Samuel 24:9;;JQR> ;;694587;W;Conj;;694588;JQR> ;Pred;;694589;>XRJ&#>WL ;Cmpl;;;;;;;;;;;;;;;;;;;;;
456385;157872;1_Samuel 26:14;;JQR> ;;695748;W;Conj;;695749;JQR> ;Pred;;695750;DWD ;Subj;;695751;>L&H<M W>L&>BNR BN&NR ;Cmpl;;;;;;;;;;;;;;;;;
456392;157895;1_Samuel 26:14;;QR>T ;;695764;QR>T ;Pred;;695765;>L&HMLK00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
456596;158864;1_Samuel 28:15;;>QR>H ;;696391;W;Conj;;696392;>QR>H ;Pred;;696393;LK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
456675;159267;1_Samuel 29:6;;JQR> ;;696657;W;Conj;;696658;JQR> ;Pred;;696659;>KJ# ;Subj;;696660;>L&DWD ;Cmpl;;;;;;;;;;;;;;;;;
456945;160613;2_Samuel 1:7;;JQR> ;;697481;W;Conj;;697482;JQR> ;Pred;;697483;>LJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
456983;160752;2_Samuel 1:15;;JQR> ;;697579;W;Conj;;697580;JQR> ;Pred;;697581;DWD ;Subj;;697582;L>XD MHN<RJM ;Cmpl;;;;;;;;;;;;;;;;;
457090;161285;2_Samuel 2:16;;JQR> ;;697887;W;Conj;;697888;JQR> ;Pred;;697889;LMQWM HHW> ;Cmpl;;697890;XLQT HYRJM ;Objc;;;;;;;;;;;;;;;;;
457136;161511;2_Samuel 2:26;;JQR> ;;698029;W;Conj;;698030;JQR> ;Pred;;698031;>BNR ;Subj;;698032;>L&JW>B ;Cmpl;;;;;;;;;;;;;;;;;
