clause#;word#;passage;;verb;;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr
471135;228813;Isaiah 48:2;;NQR>W ;;738506;KJ&;Conj;;738507;M<JR HQD# ;Adju;;738508;NQR>W ;Pred;;;;;;;;;;;;;;;;;;;;;
471170;228921;Isaiah 48:8;;QR> ;;738592;W;Conj;;738594;MBVN ;Time;;738595;QR> ;Pred;;738596;LK00;Cmpl;;;;;;;;;;;;;;;;;
471184;228961;Isaiah 48:12;;MQR>J ;;738626;W;Conj;;738627;J#R>L MQR>J ;Voct;;;;;;;;;;;;;;;;;;;;;;;;;
471190;228977;Isaiah 48:13;;QR> ;;738642;QR> ;PreC;;738643;>NJ ;Subj;;738644;>LJHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
471201;229004;Isaiah 48:15;;QR>TJW ;;738665;>P&;Modi;;738666;QR>TJW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
471241;229141;Isaiah 49:1;;QR>NJ ;;738761;JHWH ;Subj;;738762;MBVN ;Time;;738763;QR>NJ ;PreO;;;;;;;;;;;;;;;;;;;;;
471378;229643;Isaiah 50:2;;QR>TJ ;;739137;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471440;229859;Isaiah 51:2;;QR>TJW ;;739296;KJ&;Conj;;739297;>XD ;Adju;;739298;QR>TJW ;PreO;;;;;;;;;;;;;;;;;;;;;
471717;230848;Isaiah 54:5;;JQR>00;;740014;>LHJ KL&H>RY ;Objc;;740015;JQR>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
471718;230856;Isaiah 54:6;;QR>K ;;740016;KJ&;Conj;;740017;K>#H <ZWBH W<YWBT RWX ;Adju;;740018;QR>K ;PreO;;740019;JHWH ;Subj;;;;;;;;;;;;;;;;;
471789;231129;Isaiah 55:5;;TQR> ;;740208;HN ;Intj;;740209;GWJ ;Objc;;740212;TQR> ;Pred;;;;;;;;;;;;;;;;;;;;;
471796;231149;Isaiah 55:6;;QR>HW ;;740225;QR>HW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471875;231460;Isaiah 56:7;;JQR> ;;740437;KJ ;Conj;;740438;BJTJ ;Subj;;740439;BJT&TPLH ;Objc;;740440;JQR> ;Pred;;740441;LKL&H<MJM00;Adju;;;;;;;;;;;;;
472003;231894;Isaiah 58:1;;QR> ;;740741;QR> ;Pred;;740742;BGRWN ;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
472030;232006;Isaiah 58:5;;TQR>&;;740819;H;Ques;;740820;LZH ;Cmpl;;740821;TQR>&;Pred;;740822;YWM WJWM RYWN LJHWH00;Objc;;;;;;;;;;;;;;;;;
472046;232073;Isaiah 58:9;;TQR> ;;740871;>Z ;Time;;740872;TQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
472066;232148;Isaiah 58:12;;QR> ;;740929;W;Conj;;740930;QR> ;Pred;;740931;LK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
472072;232167;Isaiah 58:13;;QR>T ;;740944;W;Conj;;740945;QR>T ;Pred;;740946;L#BT ;Cmpl;;740947;<NG ;Objc;;;;;;;;;;;;;;;;;
472093;232252;Isaiah 59:4;;QR> ;;741005;>JN&;NCop;;741006;QR> ;PreC;;741007;BYDQ ;Adju;;;;;;;;;;;;;;;;;;;;;
472241;232843;Isaiah 60:14;;QR>W ;;741421;W;Conj;;741422;QR>W ;Pred;;741423;LK ;Cmpl;;741424;<JR JHWH YJWN QDW# J#R>L00;Objc;;;;;;;;;;;;;;;;;
472257;232925;Isaiah 60:18;;QR>T ;;741471;W;Conj;;741472;QR>T ;Pred;;741473;J#W<H ;Objc;;741474;XWMTJK ;Objc;;;;;;;;;;;;;;;;;
472280;233026;Isaiah 61:1;;QR> ;;741544;LQR> ;Pred;;741545;L#BWJM ;Cmpl;;741546;DRWR ;Objc;;;;;;;;;;;;;;;;;;;;;
472282;233035;Isaiah 61:2;;QR> ;;741550;LQR> ;Pred;;741551;#NT&RYWN ;Objc;;741552;LJHWH ;Adju;;;;;;;;;;;;;;;;;;;;;
472289;233070;Isaiah 61:3;;QR> ;;741568;W;Conj;;741569;QR> ;Pred;;741570;LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
472299;233110;Isaiah 61:6;;TQR>W ;;741591;W;Conj;;741592;>TM ;Subj;;741593;KHNJ JHWH ;PrAd;;741594;TQR>W ;Pred;;;;;;;;;;;;;;;;;
472335;233254;Isaiah 62:2;;QR> ;;741696;W;Conj;;741697;QR> ;Pred;;741698;LK ;Cmpl;;741699;#M XD# ;Subj;;;;;;;;;;;;;;;;;
472341;233289;Isaiah 62:4;;JQR> ;;741721;KJ ;Conj;;741722;LK ;Cmpl;;741723;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;
472379;233436;Isaiah 62:12;;QR>W ;;741828;W;Conj;;741829;QR>W ;Pred;;741830;LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
472381;233445;Isaiah 62:12;;JQR> ;;741832;W;Conj;;741833;LK ;Cmpl;;741834;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;
472463;233765;Isaiah 63:19;;NQR> ;;742050;L>&;Nega;;742051;NQR> ;Pred;;742052;#MK ;Subj;;742053;<LJHM ;Cmpl;;;;;;;;;;;;;;;;;
472489;233862;Isaiah 64:6;;QWR> ;;742123;W;Conj;;742124;>JN&;NCop;;742125;QWR> ;PreC;;742126;B#MK ;Cmpl;;;;;;;;;;;;;;;;;
472521;233959;Isaiah 65:1;;QR> ;;742202;L>&;Nega;;742203;QR> ;Pred;;742204;B#MJ00;Cmpl;;;;;;;;;;;;;;;;;;;;;
472570;234164;Isaiah 65:12;;QR>TJ ;;742342;J<N ;Conj;;742343;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
472589;234238;Isaiah 65:15;;JQR> ;;742400;W;Conj;;742401;L<BDJW ;Cmpl;;742402;JQR> ;Pred;;742403;#M >XR00;Objc;;;;;;;;;;;;;;;;;
472626;234410;Isaiah 65:24;;JQR>W ;;742522;VRM&;Conj;;742523;JQR>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
472660;234533;Isaiah 66:4;;QR>TJ ;;742610;J<N ;Conj;;742611;QR>TJ ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
472824;235234;Jeremiah 1:15;;QR> ;;743045;KJ ;Conj;;743046;HNNJ ;IntS;;743047;QR> ;PreC;;743048;LKL&M#PXWT MMLKWT YPWNH ;Cmpl;;;;;;;;;;;;;;;;;
472849;235358;Jeremiah 2:2;;QR>T ;;743114;W;Conj;;743115;QR>T ;Pred;;743116;B>ZNJ JRW#LM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
473040;236078;Jeremiah 3:4;;QR>T ;;743617;H;Ques;;743618;LW> ;Nega;;743619;M<TH ;Time;;743620;QR>T ;Pred;;743621;LJ ;Cmpl;;;;;;;;;;;;;
473074;236228;Jeremiah 3:12;;QR>T ;;743715;W;Conj;;743716;QR>T ;Pred;;743717;>T&HDBRJM H>LH ;Objc;;743718;YPWNH ;Cmpl;;;;;;;;;;;;;;;;;
473106;236359;Jeremiah 3:17;;JQR>W ;;743802;B<T HHJ> ;Time;;743803;JQR>W ;Pred;;743804;LJRW#LM ;Cmpl;;743805;KS> JHWH ;Objc;;;;;;;;;;;;;;;;;
473116;236428;Jeremiah 3:19;;TQR>J&;;743841;>BJ ;Objc;;743842;TQR>J&;Pred;;743843;LJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
473164;236630;Jeremiah 4:5;;QR>W ;;743964;QR>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473232;236893;Jeremiah 4:20;;NQR> ;;744130;#BR <L&#BR ;Subj;;744131;NQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
473585;238177;Jeremiah 6:30;;QR>W ;;745050;KSP NM>S ;Objc;;745051;QR>W ;Pred;;745052;LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
473591;238200;Jeremiah 7:2;;QR>T ;;745065;W;Conj;;745066;QR>T ;Pred;;745067;#M ;Loca;;745068;>T&HDBR HZH ;Objc;;;;;;;;;;;;;;;;;
473621;238369;Jeremiah 7:10;;NQR>&;;745153;>#R ;Rela;;745154;NQR>&;Pred;;745155;#MJ ;Subj;;745156;<LJW ;Cmpl;;;;;;;;;;;;;;;;;
473626;238392;Jeremiah 7:11;;NQR>&;;745166;>#R&;Rela;;745167;NQR>&;Pred;;745168;#MJ ;Subj;;745169;<LJW ;Cmpl;;;;;;;;;;;;;;;;;
473642;238451;Jeremiah 7:13;;>QR> ;;745206;W;Conj;;745207;>QR> ;Pred;;745208;>TKM ;Objc;;;;;;;;;;;;;;;;;;;;;
473645;238462;Jeremiah 7:14;;NQR>&;;745215;>#R ;Rela;;745216;NQR>&;Pred;;745217;#MJ ;Subj;;745218;<LJW ;Cmpl;;;;;;;;;;;;;;;;;
473701;238769;Jeremiah 7:27;;QR>T ;;745397;W;Conj;;745398;QR>T ;Pred;;745399;>LJHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
473718;238831;Jeremiah 7:30;;NQR>&;;745445;>#R&;Rela;;745446;NQR>&;Pred;;745447;#MJ ;Subj;;745448;<LJW ;Cmpl;;;;;;;;;;;;;;;;;
473912;239693;Jeremiah 9:16;;QR>W ;;745989;W;Conj;;745990;QR>W ;Pred;;745991;LMQWNNWT ;Cmpl;;;;;;;;;;;;;;;;;;;;;
474061;240296;Jeremiah 10:25;;QR>W ;;746388;>#R ;Rela;;746389;B#MK ;Cmpl;;746390;L> ;Nega;;746391;QR>W ;Pred;;;;;;;;;;;;;;;;;
474092;240427;Jeremiah 11:6;;QR> ;;746470;QR> ;Pred;;746471;>T&KL&HDBRJM H>LH ;Objc;;746472;B<RJ JHWDH WBXYWT JRW#LM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
474136;240644;Jeremiah 11:14;;QR>M ;;746601;QR>M ;PreS;;746602;>LJ ;Cmpl;;746603;B<D R<TM00;Adju;;;;;;;;;;;;;;;;;;;;;
474142;240673;Jeremiah 11:16;;QR> ;;746616;ZJT R<NN JPH PRJ&T>R ;Objc;;746617;QR> ;Pred;;746618;JHWH ;Subj;;746619;#MK ;Objc;;;;;;;;;;;;;;;;;
474206;240938;Jeremiah 12:6;;QR>W ;;746798;GM&HMH ;Subj;;746799;QR>W ;Pred;;746800;>XRJK ;Cmpl;;746801;ML> ;Objc;;;;;;;;;;;;;;;;;
474426;241818;Jeremiah 14:9;;NQR> ;;747378;W;Conj;;747379;#MK ;Subj;;747380;<LJNW ;Cmpl;;747381;NQR> ;Pred;;;;;;;;;;;;;;;;;
474578;242490;Jeremiah 15:16;;NQR> ;;747814;KJ&;Conj;;747815;NQR> ;Pred;;747816;#MK ;Subj;;747817;<LJ ;Cmpl;;;;;;;;;;;;;;;;;
474931;244144;Jeremiah 19:2;;QR>T ;;748834;W;Conj;;748835;QR>T ;Pred;;748836;#M ;Loca;;748837;>T&HDBRJM ;Objc;;;;;;;;;;;;;;;;;
474953;244251;Jeremiah 19:6;;JQR> ;;748897;W;Conj;;748898;L>&;Nega;;748899;JQR> ;Pred;;748900;LMQWM HZH ;Cmpl;;748901;<WD ;Modi;;748902;HTPT WGJ> BN&HNM ;Subj;;;;;;;;;
475003;244583;Jeremiah 20:3;;QR> ;;749056;L> ;Nega;;749057;P#XWR ;Objc;;749058;QR> ;Pred;;749059;JHWH ;Subj;;749060;#MK ;Objc;;;;;;;;;;;;;
475033;244717;Jeremiah 20:8;;>QR> ;;749137;XMS W#D ;Objc;;749138;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
475314;246032;Jeremiah 23:6;;JQR>W ;;749941;>#R&;Rela;;749942;JQR>W ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
475617;247622;Jeremiah 25:29;;NQR>&;;750778;>#R ;Rela;;750779;NQR>&;Pred;;750780;#MJ ;Subj;;750781;<LJH ;Cmpl;;;;;;;;;;;;;;;;;
475621;247638;Jeremiah 25:29;;QR> ;;750791;KJ ;Conj;;750792;XRB ;Objc;;750793;>NJ ;Subj;;750794;QR> ;PreC;;750795;<L&KL&J#BJ H>RY ;Cmpl;;;;;;;;;;;;;
475966;249711;Jeremiah 29:12;;QR>TM ;;751823;W;Conj;;751824;QR>TM ;Pred;;751825;>TJ ;Objc;;;;;;;;;;;;;;;;;;;;;
476042;250108;Jeremiah 29:29;;JQR> ;;752049;W;Conj;;752050;JQR> ;Pred;;752051;YPNJH HKHN ;Subj;;752052;>T&HSPR HZH ;Objc;;752053;B>ZNJ JRMJHW HNBJ>00;Adju;;;;;;;;;;;;;
476139;250505;Jeremiah 30:17;;QR>W ;;752318;KJ ;Conj;;752319;NDXH ;Objc;;752320;QR>W ;Pred;;752321;LK ;Cmpl;;;;;;;;;;;;;;;;;
476192;250706;Jeremiah 31:6;;QR>W ;;752468;QR>W ;Pred;;752469;NYRJM ;Subj;;752470;BHR >PRJM ;Loca;;;;;;;;;;;;;;;;;;;;;
476506;252258;Jeremiah 32:34;;NQR>&;;753343;>#R&;Rela;;753344;NQR>&;Pred;;753345;#MJ ;Subj;;753346;<LJW ;Cmpl;;;;;;;;;;;;;;;;;
476560;252571;Jeremiah 33:3;;QR> ;;753503;QR> ;Pred;;753504;>LJ ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
476614;252936;Jeremiah 33:16;;JQR>&;;753670;>#R&;Rela;;753671;JQR>&;Pred;;753672;LH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
476690;253338;Jeremiah 34:8;;QR> ;;753892;LQR> ;Pred;;753893;LHM ;Cmpl;;753894;DRWR00;Objc;;;;;;;;;;;;;;;;;;;;;
476722;253498;Jeremiah 34:15;;QR> ;;753988;LQR> ;Pred;;753989;DRWR ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
476725;253512;Jeremiah 34:15;;NQR> ;;753997;>#R&;Rela;;753998;NQR> ;Pred;;753999;#MJ ;Subj;;754000;<LJW00;Cmpl;;;;;;;;;;;;;;;;;
476736;253555;Jeremiah 34:17;;QR> ;;754030;LQR> ;Pred;;754031;DRWR ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
476739;253565;Jeremiah 34:17;;QR> ;;754037;HNNJ ;IntS;;754038;QR> ;PreC;;754039;LKM ;Cmpl;;754040;DRWR ;Objc;;754042;>L&HXRB >L&HDBR W>L&HR<B ;Cmpl;;;;;;;;;;;;;
476837;254143;Jeremiah 35:17;;>QR> ;;754336;W;Conj;;754337;>QR> ;Pred;;754338;LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
476860;254291;Jeremiah 36:4;;JQR> ;;754411;W;Conj;;754412;JQR> ;Pred;;754413;JRMJHW ;Subj;;754414;>T&BRWK BN&NRJH ;Objc;;;;;;;;;;;;;;;;;
476869;254332;Jeremiah 36:6;;QR>T ;;754438;W;Conj;;754439;QR>T ;Pred;;754440;BMGLH ;Cmpl;;754444;>T&DBRJ JHWH ;Objc;;754445;B>ZNJ H<M ;Adju;;754446;BJT JHWH ;Loca;;754447;BJWM YWM ;Time;;;;;
476871;254362;Jeremiah 36:6;;TQR>M00;;754448;W;Conj;;754449;GM B>ZNJ KL&JHWDH ;Adju;;754453;TQR>M00;PreO;;;;;;;;;;;;;;;;;;;;;
476879;254404;Jeremiah 36:8;;QR> ;;754476;LQR> ;Pred;;754477;BSPR ;Cmpl;;754478;DBRJ JHWH ;Objc;;754479;BJT JHWH00;Loca;;;;;;;;;;;;;;;;;
476881;254430;Jeremiah 36:9;;QR>W ;;754484;QR>W ;Pred;;754485;YWM ;Objc;;754486;LPNJ JHWH ;Adju;;754487;KL&H<M BJRW#LM WKL&H<M ;Subj;;;;;;;;;;;;;;;;;
476883;254452;Jeremiah 36:10;;JQR> ;;754492;W;Conj;;754493;JQR> ;Pred;;754494;BRWK ;Subj;;754495;BSPR ;Cmpl;;754496;>T&DBRJ JRMJHW ;Objc;;754497;BJT JHWH BL#KT GMRJHW BN&#PN HSPR ;Loca;;754498;BXYR H<LJWN PTX #<R BJT&JHWH HXD# ;Loca;;754499;B>ZNJ KL&H<M00;Adju;
476890;254550;Jeremiah 36:13;;QR> ;;754520;BQR> ;Pred;;754521;BRWK ;Subj;;754522;BSPR ;Cmpl;;754523;B>ZNJ H<M00;Adju;;;;;;;;;;;;;;;;;
476894;254579;Jeremiah 36:14;;QR>T ;;754531;>#R ;Rela;;754532;QR>T ;Pred;;754533;BH ;Cmpl;;754534;B>ZNJ H<M ;Adju;;;;;;;;;;;;;;;;;
476901;254609;Jeremiah 36:15;;QR>NH ;;754552;W;Conj;;754553;QR>NH ;PreO;;754554;B>ZNJNW ;Adju;;;;;;;;;;;;;;;;;;;;;
476902;254613;Jeremiah 36:15;;JQR> ;;754555;W;Conj;;754556;JQR> ;Pred;;754557;BRWK ;Subj;;754558;B>ZNJHM00;Adju;;;;;;;;;;;;;;;;;
476914;254669;Jeremiah 36:18;;JQR> ;;754588;MPJW ;Adju;;754589;JQR> ;Pred;;754590;>LJ ;Cmpl;;754591;>T KL&HDBRJM H>LH ;Objc;;;;;;;;;;;;;;;;;
476927;254748;Jeremiah 36:21;;JQR>H ;;754631;W;Conj;;754632;JQR>H ;PreO;;754633;JHWDJ ;Subj;;754634;B>ZNJ HMLK WB>ZNJ KL&H#RJM ;Adju;;;;;;;;;;;;;;;;;
476932;254788;Jeremiah 36:23;;QRW> ;;754649;KQRW> ;Pred;;754650;JHWDJ ;Subj;;754651;#L# DLTWT W>RB<H ;Objc;;;;;;;;;;;;;;;;;;;;;
477472;257948;Jeremiah 42:8;;JQR> ;;756353;W;Conj;;756354;JQR> ;Pred;;756355;>L&JWXNN BN&QRX W>L KL&#RJ HXJLJM WLKL&H<M LMQVN W<D&GDWL00;Cmpl;;;;;;;;;;;;;;;;;;;;;
477744;259444;Jeremiah 44:26;;NQR> ;;757151;NQR> ;PreC;;757152;BPJ KL&>J# JHWDH ;Cmpl;;757156;BKL&>RY MYRJM00;Loca;;;;;;;;;;;;;;;;;;;;;
477864;259985;Jeremiah 46:17;;QR>W ;;757471;QR>W ;Pred;;757472;#M ;Loca;;;;;;;;;;;;;;;;;;;;;;;;;
478270;261655;Jeremiah 49:29;;QR>W ;;758524;W;Conj;;758525;QR>W ;Pred;;758526;<LJHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
478787;263824;Jeremiah 51:61;;QR>T ;;759899;W;Conj;;759900;QR>T ;Pred;;759901;>T KL&HDBRJM H>LH00;Objc;;;;;;;;;;;;;;;;;;;;;
478796;263863;Jeremiah 51:63;;QR> ;;759919;LQR> ;Pred;;759920;>T&HSPR HZH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
479647;268055;Ezekiel 8:18;;QR>W ;;762422;W;Conj;;762423;QR>W ;Pred;;762424;B>ZNJ ;Adju;;762425;QWL GDWL ;Cmpl;;;;;;;;;;;;;;;;;
479649;268065;Ezekiel 9:1;;JQR> ;;762430;W;Conj;;762431;JQR> ;Pred;;762432;B>ZNJ ;Cmpl;;762433;QWL GDWL ;Modi;;;;;;;;;;;;;;;;;
479666;268139;Ezekiel 9:3;;JQR> ;;762473;W;Conj;;762474;JQR> ;Pred;;762475;>L&H>J# ;Cmpl;;;;;;;;;;;;;;;;;;;;;
479769;268649;Ezekiel 10:13;;QWR> ;;762757;LHM ;Cmpl;;762758;QWR> ;Pred;;762759;HGLGL ;Subj;;762760;B>ZNJ00;Adju;;;;;;;;;;;;;;;;;
481051;274159;Ezekiel 20:29;;JQR> ;;766460;W;Conj;;766461;JQR> ;Pred;;766462;#MH ;Subj;;766463;BMH ;Objc;;766464;<D HJWM HZH00;Time;;;;;;;;;;;;;
481520;276064;Ezekiel 23:23;;QRW>JM ;;767707;#L#JM WQRW>JM ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483042;283005;Ezekiel 36:29;;QR>TJ ;;772066;W;Conj;;772067;QR>TJ ;Pred;;772068;>L&HDGN ;Cmpl;;;;;;;;;;;;;;;;;;;;;
483325;284281;Ezekiel 38:21;;QR>TJ ;;772862;W;Conj;;772863;QR>TJ ;Pred;;772864;<LJW ;Cmpl;;772865;LKL&HRJ ;Adju;;772866;XRB ;Objc;;;;;;;;;;;;;
483382;284575;Ezekiel 39:11;;QR>W ;;773023;W;Conj;;773024;QR>W ;Pred;;773025;GJ> HMWN GWG00;Objc;;;;;;;;;;;;;;;;;;;;;
484453;290976;Hosea 1:4;;QR> ;;776121;QR> ;Pred;;776122;#MW ;Objc;;776123;JZR<>L ;Objc;;;;;;;;;;;;;;;;;;;;;
484462;291019;Hosea 1:6;;QR> ;;776150;QR> ;Pred;;776151;#MH ;Objc;;776152;L> RXMH ;Objc;;;;;;;;;;;;;;;;;;;;;
484473;291071;Hosea 1:9;;QR> ;;776183;QR> ;Pred;;776184;#MW ;Objc;;776185;L> <MJ ;Objc;;;;;;;;;;;;;;;;;;;;;
484556;291427;Hosea 2:18;;TQR>J ;;776427;BJWM&HHW> ;Time;;776429;TQR>J ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
484559;291431;Hosea 2:18;;TQR>J&;;776431;W;Conj;;776432;L>&;Nega;;776433;TQR>J&;Pred;;776434;LJ ;Cmpl;;776435;<WD ;Modi;;;;;;;;;;;;;
484815;292457;Hosea 7:7;;QR> ;;777134;>JN&;NCop;;777135;QR> ;PreC;;777136;BHM ;Adju;;777137;>LJ00;Cmpl;;;;;;;;;;;;;;;;;
484829;292513;Hosea 7:11;;QR>W ;;777179;MYRJM ;Cmpl;;777180;QR>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
485058;293309;Hosea 11:1;;QR>TJ ;;777758;W;Conj;;777759;MMYRJM ;Adju;;777760;QR>TJ ;Pred;;777761;LBNJ00;Cmpl;;;;;;;;;;;;;;;;;
485059;293312;Hosea 11:2;;QR>W ;;777762;QR>W ;Pred;;777763;LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
485081;293392;Hosea 11:7;;JQR>HW ;;777818;W;Conj;;777819;>L&<L ;Cmpl;;777820;JQR>HW ;PreO;;;;;;;;;;;;;;;;;;;;;
485324;294252;Joel 1:14;;QR>W ;;778442;QR>W ;Pred;;778443;<YRH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
485340;294321;Joel 1:19;;>QR> ;;778486;>LJK ;Cmpl;;778488;>QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
485412;294620;Joel 2:15;;QR>W ;;778678;QR>W ;Pred;;778679;<YRH00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
485488;294965;Joel 3:5;;JQR> ;;778889;>#R&;Rela;;778890;JQR> ;Pred;;778891;B#M JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
485492;294989;Joel 3:5;;QR>00;;778902;>#R ;Rela;;778903;JHWH ;Subj;;778904;QR>00;PreC;;;;;;;;;;;;;;;;;;;;;
485519;295151;Joel 4:9;;QR>W&;;778997;QR>W&;Pred;;778998;Z>T ;Objc;;778999;BGWJM ;Adju;;;;;;;;;;;;;;;;;;;;;
485764;296300;Amos 4:5;;QR>W ;;779734;W;Conj;;779735;QR>W ;Pred;;779736;NDBWT ;Objc;;;;;;;;;;;;;;;;;;;;;
485849;296629;Amos 5:8;;QWR> ;;779967;H;Rela;;779968;QWR> ;PreC;;779969;LMJ&HJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
485887;296770;Amos 5:16;;QR>W ;;780068;W;Conj;;780069;QR>W ;Pred;;780070;>KR ;Objc;;780071;>L&>BL ;Cmpl;;;;;;;;;;;;;;;;;
486000;297237;Amos 7:4;;QR> ;;780381;W;Conj;;780382;HNH ;Intj;;780383;QR> ;PreC;;780386;>DNJ JHWH ;Subj;;;;;;;;;;;;;;;;;
486164;297934;Amos 9:6;;QR> ;;780855;H;Rela;;780856;QR> ;PreC;;780857;LMJ&HJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
486191;298074;Amos 9:12;;NQR> ;;780939;>#R&;Rela;;780940;NQR> ;Pred;;780941;#MJ ;Subj;;780942;<LJHM ;Cmpl;;;;;;;;;;;;;;;;;
486300;298563;Jonah 1:2;;QR> ;;781265;W;Conj;;781266;QR> ;Pred;;781267;<LJH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
486328;298672;Jonah 1:6;;QR> ;;781343;QR> ;Pred;;781344;>L&>LHJK ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
486372;298856;Jonah 1:14;;JQR>W ;;781470;W;Conj;;781471;JQR>W ;Pred;;781472;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
486391;298949;Jonah 2:3;;QR>TJ ;;781532;QR>TJ ;Pred;;781533;MYRH ;Adju;;781534;LJ ;Supp;;781535;>L&JHWH ;Cmpl;;;;;;;;;;;;;;;;;
486426;299082;Jonah 3:2;;QR> ;;781620;W;Conj;;781621;QR> ;Pred;;781622;>LJH ;Cmpl;;781623;>T&HQRJ>H ;Objc;;;;;;;;;;;;;;;;;
486434;299123;Jonah 3:4;;JQR> ;;781647;W;Conj;;781648;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
486439;299139;Jonah 3:5;;JQR>W&;;781660;W;Conj;;781661;JQR>W&;Pred;;781662;YWM ;Objc;;;;;;;;;;;;;;;;;;;;;
486454;299215;Jonah 3:8;;JQR>W ;;781705;W;Conj;;781706;JQR>W ;Pred;;781707;>L&>LHJM ;Cmpl;;781708;BXZQH ;Adju;;;;;;;;;;;;;;;;;
486677;300134;Micah 3:5;;QR>W ;;782316;W;Conj;;782317;QR>W ;Pred;;782318;#LWM ;Objc;;;;;;;;;;;;;;;;;;;;;
486871;300985;Micah 6:9;;JQR> ;;782874;QWL JHWH ;Subj;;782875;L<JR ;Cmpl;;782876;JQR> ;Pred;;;;;;;;;;;;;;;;;;;;;
487288;302476;Habakkuk 2:2;;QWR> ;;783941;QWR> ;PreC;;783942;BW00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
487472;303210;Zephaniah 1:7;;QR>JW00;;784426;HQDJ# ;Pred;;784427;QR>JW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
487634;303887;Zephaniah 3:9;;QR> ;;784837;LQR> ;Pred;;784838;KLM ;Subj;;784839;B#M JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
487732;304298;Haggai 1:11;;>QR> ;;785085;W;Conj;;785086;>QR> ;Pred;;785087;XRB ;Objc;;785088;<L&H>RY W<L&HHRJM W<L&HDGN W<L&HTJRW# W<L&HJYHR ;Adju;;;;;;;;;;;;;;;;;
487854;305032;Zechariah 1:4;;QR>W&;;785404;>#R ;Rela;;785405;QR>W&;Pred;;785406;>LJHM ;Cmpl;;785407;HNBJ>JM HR>#NJM ;Subj;;;;;;;;;;;;;;;;;
487912;305271;Zechariah 1:14;;QR> ;;785551;QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487925;305326;Zechariah 1:17;;QR> ;;785587;<WD ;Modi;;785588;QR> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
