clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr;phr9#;phr9_txt;phr9_function;phr9_corr
480769;273013;Ezekiel 18:19;link;N#> ;qal;765663;MD< ;Ques;;765664;L>&;Nega;;765665;N#> ;Pred;;765666;HBN ;Subj;;765667;B<WN H>B ;Cmpl;;;;;;;;;;;;;;;;;
480777;273044;Ezekiel 18:20;link;J#> ;qal;765684;BN ;Subj;;765685;L>&;Nega;;765686;J#> ;Pred;;765687;B<WN H>B ;Cmpl;;;;;;;;;;;;;;;;;;;;;
480778;273052;Ezekiel 18:20;link;J#> ;qal;765688;W;Conj;;765689;>B ;Subj;;765690;L> ;Nega;;765691;J#> ;Pred;;765692;B<WN HBN ;Cmpl;;;;;;;;;;;;;;;;;
480850;273303;Ezekiel 19:1;link;#> ;qal;765875;#> ;Pred;;765876;QJNH ;Objc;;765877;>L&N#J>J J#R>L00;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
480926;273609;Ezekiel 20:5;link;>#> ;qal;766080;W;Conj;;766081;>#> ;Pred;;766082;JDJ ;Objc;;766083;LZR< BJT J<QB ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
480928;273622;Ezekiel 20:5;link;>#> ;qal;766088;W;Conj;;766089;>#> ;Pred;;766090;JDJ ;Objc;;766091;LHM ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
480931;273635;Ezekiel 20:6;link;N#>TJ ;qal;766095;BJWM HHW> ;Time;;766096;N#>TJ ;Pred;;766097;JDJ ;Objc;;766098;LHM ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
480976;273839;Ezekiel 20:15;link;N#>TJ ;qal;766229;W;Conj;;766230;GM&;Modi;;766231;>NJ ;Subj;;766232;N#>TJ ;Pred;;766233;JDJ ;Objc;;766234;LHM ;Cmpl;Adju;766235;BMDBR ;Loca;;;;;;;;;
481015;274012;Ezekiel 20:23;link;N#>TJ ;qal;766350;GM&;Modi;;766351;>NJ ;Subj;;766352;N#>TJ ;Pred;;766353;>T&JDJ ;Objc;;766354;LHM ;Cmpl;Adju;766355;BMDBR ;Loca;;;;;;;;;;;;;
481039;274109;Ezekiel 20:28;link;N#>TJ ;qal;766424;>#R ;Rela;;766425;N#>TJ ;Pred;;766426;>T&JDJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
481055;274187;Ezekiel 20:31;link;#>T ;qal;766477;W;Conj;;766478;B#>T ;Pred;;766479;MTNTJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
481111;274460;Ezekiel 20:42;link;N#>TJ ;qal;766638;>#R ;Rela;;766639;N#>TJ ;Pred;;766640;>T&JDJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
481535;276144;Ezekiel 23:27;link;T#>J ;qal;767758;W;Conj;;767759;L>&;Nega;;767760;T#>J ;Pred;;767761;<JNJK ;Objc;;767762;>LJHM ;Cmpl;;;;;;;;;;;;;;;;;
481568;276278;Ezekiel 23:35;link;#>J ;qal;767847;W;Conj;;767848;GM&>T ;Subj;;767849;#>J ;Pred;;767850;ZMTK W>T&TZNWTJK00;Objc;;;;;;;;;;;;;;;;;;;;;
481620;276535;Ezekiel 23:49;link;T#>JNH ;qal;768018;W;Conj;;768019;XV>J GLWLJKN ;Objc;;768020;T#>JNH ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
481884;277695;Ezekiel 26:17;link;N#>W ;qal;768763;W;Conj;;768764;N#>W ;Pred;;768765;<LJK ;Cmpl;Adju;768766;QJNH ;Objc;;;;;;;;;;;;;;;;;;;;;
481916;277823;Ezekiel 27:2;link;#> ;qal;768848;#> ;Pred;;768849;<L&YR ;Cmpl;Adju;768850;QJNH00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
481997;278283;Ezekiel 27:32;link;N#>W ;qal;769067;W;Conj;;769068;N#>W ;Pred;;769069;>LJK ;Cmpl;Adju;769070;BNJHM ;Adju;;769071;QJNH ;Objc;;;;;;;;;;;;;;;;;
482050;278509;Ezekiel 28:12;link;#> ;qal;769216;#> ;Pred;;769217;QJNH <L&MLK YWR ;Objc;BoundErr;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482182;279122;Ezekiel 29:15;link;TTN#> ;hit;769592;W;Conj;;769593;L>&;Nega;;769594;TTN#> ;Pred;;769595;<WD ;Modi;;769596;<L&HGWJM ;Adju;Cmpl;;;;;;;;;;;;;;;;
482202;279226;Ezekiel 29:19;link;N#> ;qal;769654;W;Conj;;769655;N#> ;Pred;;769656;HMNH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
482388;280187;Ezekiel 32:2;link;#> ;qal;770224;#> ;Pred;;770225;QJNH ;Objc;;770226;<L&PR<H MLK&MYRJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
482479;280597;Ezekiel 32:24;link;J#>W ;qal;770482;W;Conj;;770483;J#>W ;Pred;;770484;KLMTM ;Objc;;770485;>T&JWRDJ BWR00;Adju;;;;;;;;;;;;;;;;;;;;;
482485;280624;Ezekiel 32:25;link;J#>W ;qal;770500;W;Conj;;770501;J#>W ;Pred;;770502;KLMTM ;Objc;;770503;>T&JWRDJ BWR ;Adju;;;;;;;;;;;;;;;;;;;;;
482507;280737;Ezekiel 32:30;link;J#>W ;qal;770568;W;Conj;;770569;J#>W ;Pred;;770570;KLMTM ;Objc;;770571;>T&JWRDJ BWR00;Adju;;;;;;;;;;;;;;;;;;;;;
482653;281304;Ezekiel 33:25;link;T#>W ;qal;770956;W;Conj;;770957;<JNKM ;Objc;;770958;T#>W ;Pred;;770959;>L&GLWLJKM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
482829;282123;Ezekiel 34:29;link;J#>W ;qal;771488;W;Conj;;771489;L>&;Nega;;771490;J#>W ;Pred;;771491;<WD ;Modi;;771492;KLMT HGWJM00;Objc;;;;;;;;;;;;;;;;;
482939;282585;Ezekiel 36:6;link;N#>TM00;qal;771766;J<N ;Conj;;771767;KLMT GWJM ;Objc;;771768;N#>TM00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
482942;282592;Ezekiel 36:7;link;N#>TJ ;qal;771773;>NJ ;Subj;;771774;N#>TJ ;Pred;;771775;>T&JDJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
482945;282605;Ezekiel 36:7;link;J#>W00;qal;771782;HMH ;Subj;;771783;KLMTM ;Objc;;771784;J#>W00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
482949;282614;Ezekiel 36:8;link;T#>W ;qal;771790;W;Conj;;771791;PRJKM ;Objc;;771792;T#>W ;Pred;;771793;L<MJ J#R>L ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
482980;282731;Ezekiel 36:15;link;T#>J&;qal;771881;W;Conj;;771882;XRPT <MJM ;Objc;;771883;L> ;Nega;;771884;T#>J&;Pred;;771885;<WD ;Modi;;;;;;;;;;;;;;;;;
483287;284069;Ezekiel 38:13;link;#>T ;qal;772759;L#>T ;Pred;;772760;KSP WZHB ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483369;284508;Ezekiel 39:10;link;J#>W ;qal;772984;W;Conj;;772985;L>&;Nega;;772986;J#>W ;Pred;;772987;<YJM ;Objc;;772988;MN&H#DH ;Cmpl;;;;;;;;;;;;;;;;;
483436;284850;Ezekiel 39:26;link;N#W ;qal;773183;W;Conj;;773184;N#W ;Pred;;773185;>T&KLMTM W>T&KL&M<LM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
483835;287192;Ezekiel 43:5;link;T#>NJ ;qal;774275;W;Conj;;774276;T#>NJ ;PreO;;774277;RWX ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
483971;287959;Ezekiel 44:10;link;N#>W ;qal;774684;W;Conj;;774685;N#>W ;Pred;;774686;<WNM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
483979;288012;Ezekiel 44:12;link;N#>TJ ;qal;774711;<L&KN ;Adju;;774712;N#>TJ ;Pred;;774713;JDJ ;Objc;;774714;<LJHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
483981;288019;Ezekiel 44:12;link;N#>W ;qal;774716;W;Conj;;774717;N#>W ;Pred;;774718;<WNM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
483985;288039;Ezekiel 44:13;link;N#>W ;qal;774728;W;Conj;;774729;N#>W ;Pred;;774730;KLMTM WTW<BWTM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
484085;288693;Ezekiel 45:11;link;#>T ;qal;775037;L#>T ;Pred;;775038;M<#R HXMR ;Objc;;775039;HBT ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
484292;289975;Ezekiel 47:14;link;N#>TJ ;qal;775651;>#R ;Conj;;775652;N#>TJ ;Pred;;775653;>T&JDJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
484463;291029;Hosea 1:6;link;N#> ;qal;776157;KJ&;Conj;;776158;N#> ;Modi;;776159;>#> ;Pred;;776160;LHM00;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
484637;291807;Hosea 4:8;link;J#>W ;qal;776664;W;Conj;;776665;>L&<WNM ;Cmpl;;776666;J#>W ;Pred;;776667;NP#W00;Objc;;;;;;;;;;;;;;;;;;;;;
484739;292195;Hosea 5:14;link;>#> ;qal;776950;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485159;293688;Hosea 13:1;link;N#> ;qal;778041;N#> ;Pred;;778042;HW> ;Subj;;778043;BJ#R>L ;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
485232;293933;Hosea 14:3;link;T#> ;qal;778217;KL&;Objc;BoundErr;778218;T#> ;Pred;;778219;<WN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
485449;294773;Joel 2:22;link;N#> ;qal;778777;KJ&;Conj;;778778;<Y ;Subj;;778779;N#> ;Pred;;778780;PRJW ;Objc;;;;;;;;;;;;;;;;;;;;;
485749;296253;Amos 4:2;link;N#> ;piel;779699;W;Conj;;779700;N#> ;Pred;;779701;>TKM ;Objc;;779702;BYNWT ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
485816;296511;Amos 5:1;link;N#> ;qal;779873;>#R ;Rela;;779874;>NKJ ;Subj;;779875;N#> ;PreC;;779876;<LJKM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
485916;296901;Amos 5:26;link;N#>TM ;qal;780161;W;Conj;;780162;N#>TM ;Pred;;780163;>T SKWT MLKKM W>T KJWN YLMJKM KWKB >LHJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
485953;297071;Amos 6:10;link;N#>W ;qal;780264;W;Conj;;780265;N#>W ;PreO;;780266;DWDW ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
486360;298808;Jonah 1:12;link;#>WNJ ;qal;781439;#>WNJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486378;298884;Jonah 1:15;link;J#>W ;qal;781490;W;Conj;;781491;J#>W ;Pred;;781492;>T&JWNH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
486597;299826;Micah 2:2;link;N#>W ;qal;782107;W;Conj;;782108;N#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486605;299867;Micah 2:4;link;J#> ;qal;782132;BJWM HHW> ;Time;;782133;J#> ;Pred;;782134;<LJKM ;Cmpl;;782135;M#L ;Objc;;;;;;;;;;;;;;;;;;;;;
486710;300293;Micah 4:1;link;N#> ;nif;782424;W;Conj;;782425;N#> ;PreC;;782426;HW> ;Subj;;782427;MGB<WT ;Cmpl;;;;;;;;;;;;;;;;;;;;;
486724;300358;Micah 4:3;link;J#>W ;qal;782467;L>&;Nega;;782468;J#>W ;Pred;;782469;GWJ ;Subj;;782470;>L&GWJ ;Cmpl;;782471;XRB ;Objc;;;;;;;;;;;;;;;;;
486900;301099;Micah 6:16;link;T#>W00;qal;782959;W;Conj;;782960;XRPT <MJ ;Objc;;782961;T#>W00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
486939;301231;Micah 7:9;link;>#> ;qal;783053;Z<P JHWH ;Objc;;783054;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486976;301379;Micah 7:18;link;N#> ;qal;783145;N#> ;PreC;;783146;<WN ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487006;301496;Nahum 1:5;link;T#> ;qal;783221;W;Conj;;783222;T#> ;Pred;;783223;H>RY ;Subj;;783224;MPNJW ;Cmpl;;;;;;;;;;;;;;;;;;;;;
487204;302205;Habakkuk 1:3;link;J#>00;qal;783736;W;Conj;;783737;MDWN ;Subj;Objc;783738;J#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
487305;302552;Habakkuk 2:6;link;J#>W ;qal;783997;H;Ques;;783998;LW>&;Nega;;783999;>LH KLM ;Subj;;784000;<LJW ;Cmpl;;784001;M#L ;Objc;;784002;J#>W ;Pred;;;;;;;;;;;;;
487411;302922;Habakkuk 3:10;link;N#>00;qal;784262;RWM JDJHW ;Objc;;784263;N#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487787;304688;Haggai 2:12;link;J#>&;qal;785233;HN ;Intj;;785234;J#>&;Pred;;785235;>J# ;Subj;;785236;B#R&QD# ;Objc;;785237;BKNP BGDW ;Adju;Cmpl;;;;;;;;;;;;;;;;
487823;304890;Haggai 2:19;link;N#> ;qal;785331;W;Conj;;785332;<D&HGPN WHT>NH WHRMWN W<Y HZJT ;Adju;Subj;785333;L> ;Nega;;785334;N#> ;Pred;;;;;;;;;;;;;;;;;;;;;
487929;305348;Zechariah 2:1;link;>#> ;qal;785604;W;Conj;;785605;>#> ;Pred;;785606;>T&<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
487947;305408;Zechariah 2:4;link;N#> ;qal;785646;KPJ&;Conj;;785647;>J# ;Subj;;785648;L>&;Nega;;785649;N#> ;Pred;;785650;R>#W ;Objc;;;;;;;;;;;;;;;;;
487951;305423;Zechariah 2:4;link;N#>JM ;qal;785658;H;Rela;;785659;N#>JM ;PreC;;785660;QRN ;Objc;;785661;>L&>RY JHWDH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
487953;305431;Zechariah 2:5;link;>#> ;qal;785663;W;Conj;;785664;>#> ;Pred;;785665;<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
488136;306141;Zechariah 5:1;link;>#> ;qal;786129;W;Conj;;786130;>#> ;Pred;;786131;<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
488162;306244;Zechariah 5:5;link;#> ;qal;786202;#> ;Pred;;786203;N> ;Intj;;786204;<JNJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
488173;306277;Zechariah 5:7;link;N#>T ;nif;786226;KKR <PRT ;Subj;;786227;N#>T ;PreC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488180;306308;Zechariah 5:9;link;>#> ;qal;786245;W;Conj;;786246;>#> ;Pred;;786247;<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
488185;306330;Zechariah 5:9;link;T#>NH ;qal;786261;W;Conj;;786262;T#>NH ;Pred;;786263;>T&H>JPH ;Objc;;786264;BJN H>RY WBJN H#MJM00;Cmpl;;;;;;;;;;;;;;;;;;;;;
488194;306375;Zechariah 6:1;link;>#> ;qal;786290;W;Conj;;786291;>#> ;Pred;;786292;<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
488248;306619;Zechariah 6:13;link;J#> ;qal;786427;W;Conj;;786428;HW>&;Subj;;786429;J#> ;Pred;;786430;HWD ;Objc;;;;;;;;;;;;;;;;;;;;;
488884;309611;Malachi 1:8;link;J#> ;qal;788211;>W ;Conj;;788212;H;Ques;;788213;J#> ;Pred;;788214;PNJK ;Objc;;;;;;;;;;;;;;;;;;;;;
488890;309629;Malachi 1:9;link;J#> ;qal;788227;H;Ques;;788228;J#> ;Pred;;788229;MKM ;Adju;;788230;PNJM ;Objc;;;;;;;;;;;;;;;;;;;;;
488935;309825;Malachi 2:3;link;N#> ;qal;788367;W;Conj;;788368;N#> ;Pred;;788369;>TKM ;Objc;;788370;>LJW00;Cmpl;;;;;;;;;;;;;;;;;;;;;
488957;309942;Malachi 2:9;link;N#>JM ;qal;788442;W;Conj;;788443;N#>JM ;PreC;;788444;PNJM ;Objc;;788445;BTWRH00;Adju;;;;;;;;;;;;;;;;;;;;;
489221;310993;Psalms 4:7;link;NSH&;qal;789161;NSH&;Pred;;789162;<LJNW ;Cmpl;;789163;>WR PNJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
489330;311330;Psalms 7:7;link;HN#> ;nif;789412;HN#> ;Pred;;789413;B<BRWT YWRRJ ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489493;311885;Psalms 10:12;link;N#> ;qal;789794;N#> ;Pred;;789795;JDK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489628;312324;Psalms 15:3;link;N#> ;qal;790105;W;Conj;;790106;XRPH ;Objc;;790107;L>&;Nega;;790108;N#> ;Pred;;790109;<L&QRBW00;Cmpl;;;;;;;;;;;;;;;;;
489651;312398;Psalms 16:4;link;>#> ;qal;790161;W;Conj;;790162;BL&;Nega;;790163;>#> ;Pred;;790164;>T&#MWTM ;Objc;;790165;<L&#PTJ00;Cmpl;;;;;;;;;;;;;;;;;
490105;313990;Psalms 24:4;link;N#> ;qal;791283;>#R ;Rela;;791284;L>&;Nega;;791285;N#> ;Pred;;791286;L#W> ;Cmpl;Adju;791287;NP#J ;Objc;;;;;;;;;;;;;;;;;
490107;314000;Psalms 24:5;link;J#> ;qal;791292;J#> ;Pred;;791293;BRKH ;Objc;;791294;M>T JHWH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
490112;314017;Psalms 24:7;link;#>W ;qal;791302;#>W ;Pred;;791304;R>#JKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490114;314021;Psalms 24:7;link;HN#>W ;nif;791305;W;Conj;;791306;HN#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490120;314041;Psalms 24:9;link;#>W ;qal;791315;#>W ;Pred;;791317;R>#JKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490122;314045;Psalms 24:9;link;#>W ;qal;791318;W;Conj;;791319;#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490131;314071;Psalms 25:1;link;>#>00;qal;791332;>LJK ;Cmpl;;791334;NP#J ;Objc;;791335;>#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
490181;314229;Psalms 25:18;link;#> ;qal;791448;W;Conj;;791449;#> ;Pred;;791450;LKL&XV>WTJ00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
490289;314587;Psalms 28:2;link;N#>J ;qal;791706;BN#>J ;PreS;;791707;JDJ ;Objc;;791708;>L&DBJR QD#K00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
490311;314678;Psalms 28:9;link;N#>M ;piel;791765;W;Conj;;791766;N#>M ;PreO;;791767;<D&H<WLM00;Adju;Time;;;;;;;;;;;;;;;;;;;;;;;;
490468;315219;Psalms 32:1;link;N#WJ&;qal;792142;*>#RJ N#WJ&P#< KSWJ XV>H00;PreC;BoundErr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490481;315271;Psalms 32:5;link;N#>T ;qal;792178;W;Conj;;792179;>TH ;Subj;;792180;N#>T ;Pred;;792181;<WN XV>TJ ;Objc;;;;;;;;;;;;;;;;;;;;;
491508;318781;Psalms 50:16;link;T#> ;qal;794682;W;Conj;;794683;T#> ;Pred;;794684;BRJTJ ;Objc;;794685;<LJ&PJK00;Cmpl;;;;;;;;;;;;;;;;;;;;;
491719;319471;Psalms 55:13;link;>#> ;qal;795185;W;Conj;;795186;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492082;320636;Psalms 63:5;link;>#> ;qal;796007;B#MK ;Cmpl;Adju;796008;>#> ;Pred;;796009;KPJ00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
492399;321688;Psalms 69:8;link;N#>TJ ;qal;796732;KJ&;Conj;;796733;<LJK ;Adju;;796734;N#>TJ ;Pred;;796735;XRPH ;Objc;;;;;;;;;;;;;;;;;;;;;
492601;322314;Psalms 72:3;link;J#>W ;qal;797204;J#>W ;Pred;;797205;HRJM ;Subj;;797206;#LWM ;Objc;;797207;L<M ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
493199;324594;Psalms 81:3;link;#>W&;qal;798776;#>W&;Pred;;798777;ZMRH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493244;324765;Psalms 82:2;link;T#>W&;qal;798891;W;Conj;;798892;PNJ R#<JM ;Objc;;798893;T#>W&;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
493271;324845;Psalms 83:3;link;N#>W ;qal;798949;W;Conj;;798950;M#N>JK ;Subj;;798951;N#>W ;Pred;;798952;R>#00;Objc;;;;;;;;;;;;;;;;;;;;;
493361;325151;Psalms 85:3;link;N#>T ;qal;799137;N#>T ;Pred;;799138;<WN <MK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493405;325302;Psalms 86:4;link;>#>00;qal;799245;KJ ;Conj;;799246;>LJK ;Cmpl;;799248;NP#J ;Objc;;799249;>#>00;Pred;;;;;;;;;;;;;;;;;;;;;
493520;325684;Psalms 88:16;link;N#>TJ ;qal;799516;N#>TJ ;Pred;;799517;>MJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493552;325807;Psalms 89:10;link;#W> ;qal;799598;B#W> ;Pred;;799599;GLJW ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493655;326185;Psalms 89:51;link;#>TJ ;qal;799871;#>TJ ;PreO;;799872;BXJQJ ;Cmpl;;799873;KL&RBJM <MJM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
493745;326501;Psalms 91:12;link;J#>WNK ;qal;800083;<L&KPJM ;Cmpl;;800084;J#>WNK ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493808;326716;Psalms 93:3;link;N#>W ;qal;800232;N#>W ;Pred;;800233;NHRWT ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493810;326719;Psalms 93:3;link;N#>W ;qal;800235;N#>W ;Pred;;800236;NHRWT ;Subj;;800237;QWLM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
493811;326722;Psalms 93:3;link;J#>W ;qal;800238;J#>W ;Pred;;800239;NHRWT ;Subj;;800240;DKJM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
493821;326754;Psalms 94:2;link;HN#> ;nif;800259;HN#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493930;327145;Psalms 96:8;link;#>W&;qal;800537;#>W&;Pred;;800538;MNXH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494034;327532;Psalms 99:8;link;N#> ;qal;800779;*>L N#> ;PreC;;800780;*HJJT ;Pred;;800781;LHM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
494113;327812;Psalms 102:11;link;N#>TNJ ;qal;800968;KJ ;Conj;;800969;N#>TNJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494493;329200;Psalms 106:26;link;J#> ;qal;801921;W;Conj;;801922;J#> ;Pred;;801923;JDW ;Objc;;801924;LHM ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
494954;330975;Psalms 116:13;link;>#> ;qal;803101;KWS&J#W<WT ;Objc;;803102;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495157;331658;Psalms 119:48;link;>#>&;qal;803591;W;Conj;;803592;>#>&;Pred;;803593;KPJ ;Objc;;803594;>L&MYWTJK ;Cmpl;;;;;;;;;;;;;;;;;;;;;
495482;332707;Psalms 121:1;link;>#> ;qal;804396;>#> ;Pred;;804397;<JNJ ;Objc;;804398;>L&HHRJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
495521;332858;Psalms 123:1;link;N#>TJ ;qal;804492;>LJK ;Cmpl;;804493;N#>TJ ;Pred;;804494;>T&<JNJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
495585;333108;Psalms 126:6;link;N#> ;qal;804655;N#> ;PreC;;804656;M#K&HZR< ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495587;333116;Psalms 126:6;link;N#> ;qal;804660;N#> ;PreC;;804661;>LMTJW00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495734;333663;Psalms 134:2;link;#>W&;qal;805028;#>W&;Pred;;805029;JDKM ;Objc;;805030;QD# ;Adju;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
495928;334403;Psalms 139:9;link;>#> ;qal;805511;>#> ;Pred;;805512;KNPJ&#XR ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495965;334519;Psalms 139:20;link;N#> ;qal;805604;N#> ;PreC;;805605;L#W> ;Adju;;805606;<RJK00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
496118;335005;Psalms 143:8;link;N#>TJ ;qal;805956;KJ&;Conj;;805957;>LJK ;Cmpl;;805958;N#>TJ ;Pred;;805959;NP#J00;Objc;;;;;;;;;;;;;;;;;;;;;
496556;336772;Job 2:12;link;J#>W ;qal;807092;W;Conj;;807093;J#>W ;Pred;;807094;>T&<JNJHM ;Objc;;807095;MRXWQ ;Cmpl;;;;;;;;;;;;;;;;;;;;;
496558;336781;Job 2:12;link;J#>W ;qal;807099;W;Conj;;807100;J#>W ;Pred;;807101;QWLM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
496770;337575;Job 6:2;link;J#>W&;qal;807701;W;Conj;;807702;HWTJ ;Objc;;807703;BM>ZNJM ;Adju;;807704;J#>W&;Pred;;807705;JXD00;Modi;;;;;;;;;;;;;;;;;
496890;337964;Job 7:13;link;J#> ;qal;808022;J#> ;Pred;;808023;B#JXJ ;Cmpl;Adju;808024;M#KBJ00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
496912;338039;Job 7:21;link;T#> ;qal;808081;W;Conj;;808082;MH ;Ques;;808083;L>&;Nega;;808084;T#> ;Pred;;808085;P#<J ;Objc;;;;;;;;;;;;;;;;;
497110;338714;Job 10:15;link;>#> ;qal;808624;L>&;Nega;;808625;>#> ;Pred;;808626;R>#J ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
497175;338935;Job 11:15;link;T#> ;qal;808805;KJ&;Conj;;808806;>Z ;Modi;;808807;T#> ;Pred;;808808;PNJK ;Objc;;808809;MMWM ;Cmpl;;;;;;;;;;;;;;;;;
497279;339307;Job 13:8;link;T#>WN ;qal;809085;H;Ques;;809086;PNJW ;Objc;;809087;T#>WN ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
497286;339333;Job 13:10;link;T#>WN00;qal;809104;>M&;Conj;;809105;BSTR ;Adju;;809106;PNJM ;Objc;;809107;T#>WN00;Pred;;;;;;;;;;;;;;;;;;;;;
