clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr;phr7#;phr7_txt;phr7_function;phr7_corr;phr8#;phr8_txt;phr8_function;phr8_corr;phr9#;phr9_txt;phr9_function;phr9_corr
463906;195630;2_Kings 2:16;link;N#>W ;qal;718243;PN&;Conj;;718244;N#>W ;PreO;;718245;RWX JHWH ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
464014;196140;2_Kings 3:14;link;N#> ;qal;718555;KJ LWLJ ;Conj;;718556;PNJ JHW#PV MLK&JHWDH ;Objc;;718557;>NJ ;Subj;;718558;N#> ;PreC;;;;;;;;;;;;;;;;;;;;;
464183;196856;2_Kings 4:19;link;#>HW ;qal;719038;#>HW ;PreO;;719039;>L&>MW00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464184;196860;2_Kings 4:20;link;J#>HW ;qal;719040;W;Conj;;719041;J#>HW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464286;197238;2_Kings 4:36;link;#>J ;qal;719320;#>J ;Pred;;719321;BNK00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464290;197250;2_Kings 4:37;link;T#> ;qal;719330;W;Conj;;719331;T#> ;Pred;;719332;>T&BNH ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
464339;197453;2_Kings 5:1;link;N#> ;qal;719463;W;Conj;;719464;N#> ;PreC;;719465;PNJM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
464480;198044;2_Kings 5:23;link;J#>W ;qal;719861;W;Conj;;719862;J#>W ;Pred;;719863;LPNJW00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
464750;199127;2_Kings 7:8;link;J#>W ;qal;720601;W;Conj;;720602;J#>W ;Pred;;720603;M#M ;Cmpl;;720604;KSP WZHB WBGDJM ;Objc;;;;;;;;;;;;;;;;;;;;;
464755;199147;2_Kings 7:8;link;J#>W ;qal;720614;W;Conj;;720615;J#>W ;Pred;;720616;M#M ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
465130;200824;2_Kings 9:25;link;#> ;qal;721662;#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465134;200845;2_Kings 9:25;link;N#> ;qal;721670;W;Conj;;721671;JHWH ;Subj;;721672;N#> ;Pred;;721673;<LJW ;Cmpl;;721674;>T&HM#> HZH00;Objc;;;;;;;;;;;;;;;;;
465140;200877;2_Kings 9:26;link;#> ;qal;721688;#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465164;200982;2_Kings 9:32;link;J#> ;qal;721758;W;Conj;;721759;J#> ;Pred;;721760;PNJW ;Objc;;721761;>L&HXLWN ;Cmpl;;;;;;;;;;;;;;;;;;;;;
465703;203838;2_Kings 14:10;link;N#>K ;qal;723371;W;Conj;;723372;N#>K ;PreO;;723373;LBK ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
465735;204048;2_Kings 14:20;link;J#>W ;qal;723480;W;Conj;;723481;J#>W ;Pred;;723482;>TW ;Objc;;723483;<L&HSWSJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
466181;206801;2_Kings 18:14;link;>#> ;qal;724920;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466308;207497;2_Kings 19:4;link;N#>T ;qal;725302;W;Conj;;725303;N#>T ;Pred;;725304;TPLH ;Objc;;725305;B<D H#>RJT ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;
466391;207853;2_Kings 19:22;link;T#> ;qal;725524;W;Conj;;725525;T#> ;Pred;;725526;MRWM ;Cmpl;;725527;<JNJK ;Objc;;;;;;;;;;;;;;;;;;;;;
466541;208560;2_Kings 20:17;link;N#> ;nif;725959;W;Conj;;725960;N#> ;Pred;;725961;KL&;Subj;Objc;725969;BBLH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
466773;209922;2_Kings 23:4;link;N#> ;qal;726661;W;Conj;;726662;N#> ;Pred;;726663;>T&<PRM ;Objc;;726664;BJT&>L00;Cmpl;;;;;;;;;;;;;;;;;;;;;
467018;211597;2_Kings 25:13;link;J#>W ;qal;727458;W;Conj;;727459;J#>W ;Pred;;727460;>T&NX#TM ;Objc;;727461;BBLH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
467069;211994;2_Kings 25:27;link;N#> ;qal;727616;N#> ;Pred;;727617;>WJL MRDK MLK BBL ;Subj;;727619;>T&R># JHWJKJN MLK&JHWDH ;Objc;;727620;MBJT KL>00;Cmpl;;;;;;;;;;;;;;;;;;;;;
467135;212280;Isaiah 1:14;link;N#>00;qal;727786;N#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467206;212544;Isaiah 2:2;link;N#> ;nif;727973;W;Conj;;727974;N#> ;PreC;;727975;MGB<WT ;Adju;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
467220;212607;Isaiah 2:4;link;J#> ;qal;728015;L>&;Nega;;728016;J#> ;Pred;;728017;GWJ ;Subj;;728018;>L&GWJ ;Cmpl;;728019;XRB ;Objc;;;;;;;;;;;;;;;;;
467238;212684;Isaiah 2:9;link;T#> ;qal;728073;W;Conj;;728074;>L&;Nega;;728075;T#> ;Pred;;728076;LHM00;Cmpl;;;;;;;;;;;;;;;;;;;;;
467245;212734;Isaiah 2:12;link;N#> ;nif;728097;W;Conj;;728098;* <L KL&N#> W#PL00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467246;212747;Isaiah 2:13;link;N#>JM ;nif;728099;W;Conj;;728100;* <L KL&>RZJ HLBNWN HRMJM WHN#>JM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467249;212767;Isaiah 2:14;link;N#>WT00;nif;728105;W;Conj;;728106;* <L KL&HGB<WT HN#>WT00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467274;212938;Isaiah 3:3;link;N#W> ;qal;728172;* #R&XM#JM WN#W> PNJM WJW<Y WXKM XR#JM WNBWN LX#00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467286;212998;Isaiah 3:7;link;J#> ;qal;728207;J#> ;Pred;;728208;BJWM HHW> ;Time;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467481;213858;Isaiah 5:26;link;N#>&;qal;728744;W;Conj;;728745;N#>&;Pred;;728746;NS ;Objc;;728747;LGWJM MRXWQ ;Cmpl;BoundErr;;;;;;;;;;;;;;;;;;;;
467506;213975;Isaiah 6:1;link;N#> ;nif;728821;* J#B ;PreC;;728822;* <L&KS> RM WN#> ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467672;214778;Isaiah 8:4;link;J#> ;qal;729285;KJ ;Conj;;729291;J#> ;Pred;;729292;>T&XJL DM#Q W>T #LL #MRWN ;Objc;;729293;LPNJ MLK >#WR00;Cmpl;;;;;;;;;;;;;;;;;;;;;
467797;215375;Isaiah 9:14;link;N#W>&;qal;729645;* ZQN WN#W>&PNJM ;Frnt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467920;215932;Isaiah 10:24;link;J#>&;qal;730009;W;Conj;;730010;MVHW ;Objc;;730011;J#>&;Pred;;730012;<LJK ;Cmpl;;730013;BDRK MYRJM00;Adju;Cmpl;;;;;;;;;;;;;;;;
467926;215966;Isaiah 10:26;link;N#>W ;qal;730032;W;Conj;;730033;N#>W ;PreO;;730034;BDRK MYRJM00;Adju;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
467987;216292;Isaiah 11:12;link;N#> ;qal;730220;W;Conj;;730221;N#> ;Pred;;730222;NS ;Objc;;730223;LGWJM ;Adju;;;;;;;;;;;;;;;;;;;;;
468033;216492;Isaiah 13:2;link;#>W&;qal;730353;<L HR&N#PH ;Loca;Cmpl;730354;#>W&;Pred;;730355;NS ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
468116;216887;Isaiah 14:4;link;N#>T ;qal;730608;W;Conj;;730609;N#>T ;Pred;;730610;HM#L HZH <L&MLK BBL ;Objc;BoundErr;;;;;;;;;;;;;;;;;;;;;;;;
468254;217424;Isaiah 15:7;link;J#>WM00;qal;730964;<L NXL H<RBJM ;Adju;Cmpl;730965;J#>WM00;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468385;218007;Isaiah 18:3;link;N#>&;qal;731316;KN#>&;Pred;;731317;NS ;Objc;;731318;HRJM ;Loca;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
468618;219048;Isaiah 22:6;link;N#> ;qal;731921;W;Conj;;731922;<JLM ;Subj;;731923;N#> ;Pred;;731924;>#PH ;Objc;;731925;BRKB >DM PR#JM ;Adju;;;;;;;;;;;;;;;;;
468818;219862;Isaiah 24:14;link;J#>W ;qal;732426;HMH ;Subj;;732427;J#>W ;Pred;;732428;QWLM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
469295;221884;Isaiah 30:6;link;J#>W ;qal;733707;B>RY YRH WYWQH ;Loca;Cmpl;733711;J#>W ;Pred;;733712;<L&KTP <JRJM ;Cmpl;;733713;XJLHM ;Objc;;;;;;;;;;;;;;;;;;;;;
469383;222260;Isaiah 30:25;link;N#>H ;nif;733935;W;Conj;;733936;*HJH ;Pred;;733937;*<L&KL&HR GBH W<L KL&GB<H N#>H ;Loca;;733938;PLGJM JBLJ&MJM ;Subj;;733939;BJWM HRG RB ;Time;;;;;;;;;;;;;;;;;
469576;223048;Isaiah 33:10;link;>N#>00;nif;734453;<TH ;Time;;734454;>N#>00;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469639;223243;Isaiah 33:24;link;N#> ;qal;734601;H<M ;Subj;;734605;*N#> <WN00;PreC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469864;224335;Isaiah 37:4;link;N#>T ;qal;735261;W;Conj;;735262;N#>T ;Pred;;735263;TPLH ;Objc;;735264;B<D H#>RJT HNMY>H00;Adju;;;;;;;;;;;;;;;;;;;;;
469945;224688;Isaiah 37:23;link;T#> ;qal;735478;W;Conj;;735479;T#> ;Pred;;735480;MRWM ;Cmpl;;735481;<JNJK ;Objc;;;;;;;;;;;;;;;;;;;;;
470095;225345;Isaiah 38:21;link;J#>W ;qal;735899;J#>W ;Pred;;735900;DBLT T>NJM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470126;225506;Isaiah 39:6;link;N#> ;nif;735991;W;Conj;;735992;N#> ;Pred;;735993;KL&;Subj;;736001;BBL ;Cmpl;;;;;;;;;;;;;;;;;;;;;
470151;225605;Isaiah 40:4;link;JN#> ;nif;736062;KL&GJ> ;Subj;;736063;JN#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470185;225728;Isaiah 40:11;link;J#> ;qal;736150;W;Conj;;736151;BXJQW ;Adju;;736152;J#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
470237;225941;Isaiah 40:24;link;T#>M00;qal;736304;W;Conj;;736305;S<RH ;Subj;;736306;KQ# ;Adju;;736307;T#>M00;PreO;;;;;;;;;;;;;;;;;;;;;
470241;225950;Isaiah 40:26;link;#>W&;qal;736315;#>W&;Pred;;736316;MRWM ;Cmpl;;736317;<JNJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
470348;226282;Isaiah 41:16;link;T#>M ;qal;736569;W;Conj;;736570;RWX ;Subj;;736571;T#>M ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
470430;226534;Isaiah 42:2;link;J#> ;qal;736765;W;Conj;;736766;L> ;Nega;;736767;J#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
470467;226677;Isaiah 42:11;link;J#>W ;qal;736861;J#>W ;Pred;;736862;MDBR W<RJW XYRJM ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470944;228215;Isaiah 45:20;link;N#>JM ;qal;738044;H;Rela;;738045;N#>JM ;PreC;;738046;>T&<Y PSLM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
470986;228355;Isaiah 46:3;link;N#>JM ;qal;738148;H;Rela;;738149;N#>JM ;PreC;;738150;MNJ&RXM00;Time;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;
470990;228372;Isaiah 46:4;link;>#> ;qal;738161;W;Conj;;738162;>NJ ;Subj;;738163;>#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
471003;228406;Isaiah 46:7;link;J#>HW ;qal;738193;J#>HW ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471318;229423;Isaiah 49:18;link;#>J&;qal;738966;#>J&;Pred;;738967;SBJB ;Cmpl;;738968;<JNJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
471344;229510;Isaiah 49:22;link;>#> ;qal;739032;HNH ;Intj;;739033;>#> ;Pred;;739034;>L&GWJM ;Cmpl;;739035;JDJ ;Objc;;;;;;;;;;;;;;;;;;;;;
471347;229528;Isaiah 49:22;link;TN#>NH00;nif;739044;W;Conj;;739045;BNTJK ;Subj;;739046;<L&KTP ;Adju;Cmpl;739047;TN#>NH00;Pred;;;;;;;;;;;;;;;;;;;;;
471457;229921;Isaiah 51:6;link;#>W ;qal;739346;#>W ;Pred;;739347;L#MJM ;Cmpl;;739348;<JNJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
471595;230410;Isaiah 52:8;link;N#>W ;qal;739683;QWL ;Intj;Objc;739684;YPJK ;Subj;;739685;N#>W ;Pred;;739686;*QWL ;Objc;BoundErr;;;;;;;;;;;;;;;;;;;;
471612;230464;Isaiah 52:11;link;N#>J ;qal;739723;* N#>J KLJ JHWH00;Voct;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471619;230491;Isaiah 52:13;link;N#> ;nif;739743;W;Conj;;739744;N#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471645;230587;Isaiah 53:4;link;N#> ;qal;739816;>KN ;Intj;;739817;XLJNW ;Objc;;739818;HW> ;Subj;;739819;N#> ;Pred;;;;;;;;;;;;;;;;;;;;;
471688;230759;Isaiah 53:12;link;N#> ;qal;739940;W;Conj;;739941;HW> ;Subj;;739942;XV>&RBJM ;Objc;;739943;N#> ;Pred;;;;;;;;;;;;;;;;;;;;;
471927;231637;Isaiah 57:7;link;N#> ;nif;740551;*<L HR&GBH WN#> ;Loca;;740552;*#MT ;Pred;;740553;M#KBK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
471959;231749;Isaiah 57:13;link;J#>&;qal;740636;W;Conj;;740637;>T&KLM ;Objc;;740638;J#>&;Pred;;740639;RWX ;Subj;;;;;;;;;;;;;;;;;;;;;
471969;231779;Isaiah 57:15;link;N#> ;nif;740660;KJ ;Conj;;740661;KH ;Modi;;740662;*>MR ;Pred;;740663;*RM WN#> ;Subj;;;;;;;;;;;;;;;;;;;;;
472194;232649;Isaiah 60:4;link;#>J&;qal;741291;#>J&;Pred;;741292;SBJB ;Cmpl;;741293;<JNJK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
472208;232699;Isaiah 60:6;link;J#>W ;qal;741328;ZHB WLBWNH ;Objc;;741329;J#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472425;233608;Isaiah 63:9;link;JN#>M ;piel;741948;W;Conj;;741949;JN#>M ;PreO;;741950;KL&JMJ <WLM00;Time;;;;;;;;;;;;;;;;;;;;;;;;;
472486;233857;Isaiah 64:5;link;J#>NW00;qal;742117;W;Conj;;742118;<WNNW ;Subj;;742119;KRWX ;Adju;;742120;J#>NW00;PreO;;;;;;;;;;;;;;;;;;;;;
472707;234689;Isaiah 66:12;link;TN#>W ;nif;742731;<L&YD ;Adju;Cmpl;742732;TN#>W ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473028;236031;Jeremiah 3:2;link;#>J&;qal;743586;#>J&;Pred;;743587;<JNJK ;Objc;;743588;<L&#PJM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
473167;236639;Jeremiah 4:6;link;#>W&;qal;743970;#>W&;Pred;;743971;NS ;Objc;;743972;YJWNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
473446;237668;Jeremiah 6:1;link;#>W ;qal;744693;W;Conj;;744694;<L&BJT HKRM ;Loca;Cmpl;744695;#>W ;Pred;;744696;M#>T ;Objc;;;;;;;;;;;;;;;;;;;;;
473651;238509;Jeremiah 7:16;link;T#> ;qal;745239;W;Conj;;745240;>L&;Nega;;745241;T#> ;Pred;;745242;B<DM ;Cmpl;Adju;745243;RNH WTPLH ;Objc;;;;;;;;;;;;;;;;;
473709;238801;Jeremiah 7:29;link;#>J ;qal;745423;W;Conj;;745424;#>J ;Pred;;745425;<L&#PJM ;Cmpl;;745426;QJNH ;Objc;;;;;;;;;;;;;;;;;;;;;
473879;239539;Jeremiah 9:9;link;>#> ;qal;745893;<L&HHRJM ;Cmpl;;745894;>#> ;Pred;;745895;BKJ WNHJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
473915;239707;Jeremiah 9:17;link;T#NH ;qal;745999;W;Conj;;746000;T#NH ;Pred;;746001;<LJNW ;Cmpl;;746002;NHJ ;Objc;;;;;;;;;;;;;;;;;;;;;
473971;239960;Jeremiah 10:5;link;N#W> ;qal;746158;N#W> ;Modi;;746159;JN#W> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474030;240200;Jeremiah 10:19;link;>#>NW00;qal;746319;W;Conj;;746320;>#>NW00;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474132;240632;Jeremiah 11:14;link;T#> ;qal;746590;W;Conj;;746591;>L&;Nega;;746592;T#> ;Pred;;746593;B<DM ;Cmpl;Adju;746594;RNH WTPLH ;Objc;;;;;;;;;;;;;;;;;
474350;241558;Jeremiah 13:20;link;#>W ;qal;747189;#>W ;Pred;;747190;<JNJKM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474572;242470;Jeremiah 15:15;link;#>TJ ;qal;747800;#>TJ ;PreO;;747801;<LJK ;Cmpl;Adju;747802;XRPH00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
474785;243460;Jeremiah 17:21;link;T#>W ;qal;748424;W;Conj;;748425;>L&;Nega;;748426;T#>W ;Pred;;748427;M#> ;Objc;;748428;BJWM H#BT ;Time;;;;;;;;;;;;;;;;;
474811;243643;Jeremiah 17:27;link;#>T ;qal;748506;W;Conj;;748507;LBLTJ #>T ;Pred;;748508;M#> ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
475263;245839;Jeremiah 22:27;link;MN#>JM ;piel;749799;>#R&;Rela;;749800;HM ;Subj;;749801;MN#>JM ;PreC;;749802;>T&NP#M ;Objc;;;;;;;;;;;;;;;;;;;;;
476264;250984;Jeremiah 31:19;link;N#>TJ ;qal;752655;KJ ;Conj;;752656;N#>TJ ;Pred;;752657;XRPT N<WRJ00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
477672;259061;Jeremiah 44:14;link;MN#>JM ;piel;756941;>#R&;Rela;;756942;HMH ;Subj;;756943;MN#>JM ;PreC;;756944;>T&NP#M ;Objc;;;;;;;;;;;;;;;;;;;;;
477712;259282;Jeremiah 44:22;link;#>T ;qal;757065;L#>T ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478267;261650;Jeremiah 49:29;link;J#>W ;qal;758519;JRJ<WTJHM WKL&KLJHM WGMLJHM ;Objc;;758520;J#>W ;Pred;;758521;LHM ;Cmpl;Adju;;;;;;;;;;;;;;;;;;;;;;;;
478318;261879;Jeremiah 50:2;link;#>W&;qal;758658;W;Conj;;758659;#>W&;Pred;;758660;NS ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
478572;262884;Jeremiah 51:9;link;N#> ;nif;759306;W;Conj;;759307;N#> ;Pred;;759308;<D&#XQJM00;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
478583;262927;Jeremiah 51:12;link;#>W&;qal;759332;>L&XWMT BBL ;Cmpl;;759333;#>W&;Pred;;759334;NS ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
478641;263179;Jeremiah 51:27;link;#>W&;qal;759499;#>W&;Pred;;759500;NS ;Objc;;759501;B>RY ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
478854;264293;Jeremiah 52:17;link;J#>W ;qal;760114;W;Conj;;760115;J#>W ;Pred;;760116;>T&KL&NX#TM ;Objc;;760117;BBLH00;Cmpl;;;;;;;;;;;;;;;;;;;;;
478894;264653;Jeremiah 52:31;link;N#> ;qal;760236;N#> ;Pred;;760237;>WJL MRDK MLK BBL ;Subj;;760238;B#NT MLKTW ;Time;;760239;>T&R># JHWJKJN MLK&JHWDH ;Objc;;;;;;;;;;;;;;;;;;;;;
478976;265071;Ezekiel 1:19;link;HN#> ;nif;760466;W;Conj;;760467;BHN#> ;Pred;;760468;HXJWT ;Subj;;760469;M<L H>RY ;Cmpl;;;;;;;;;;;;;;;;;;;;;
478977;265078;Ezekiel 1:19;link;JN#>W ;nif;760470;JN#>W ;Pred;;760471;H>WPNJM00;Subj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478983;265098;Ezekiel 1:20;link;JN#>W ;nif;760481;W;Conj;;760482;H>WPNJM ;Subj;;760483;JN#>W ;Pred;;760484;L<MTM ;Cmpl;;;;;;;;;;;;;;;;;;;;;
478989;265117;Ezekiel 1:21;link;HN#>M ;nif;760493;W;Conj;;760494;BHN#>M ;PreS;;760495;M<L H>RY ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
478990;265122;Ezekiel 1:21;link;JN#>W ;nif;760496;JN#>W ;Pred;;760497;H>WPNJM ;Subj;;760498;L<MTM ;Cmpl;;;;;;;;;;;;;;;;;;;;;;;;;
479129;265718;Ezekiel 3:12;link;T#>NJ ;qal;760882;W;Conj;;760883;T#>NJ ;PreO;;760884;RWX ;Subj;;;;;;;;;;;;;;;;;;;;;;;;;
479137;265752;Ezekiel 3:14;link;N#>TNJ ;qal;760901;W;Conj;;760902;RWX ;Subj;;760903;N#>TNJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
479236;266144;Ezekiel 4:4;link;T#> ;qal;761197;MSPR HJMJM ;Time;;761201;T#> ;Pred;;761202;>T&<WNM00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
479239;266163;Ezekiel 4:5;link;N#>T ;qal;761208;W;Conj;;761209;N#>T ;Pred;;761210;<WN BJT&J#R>L00;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
479242;266179;Ezekiel 4:6;link;N#>T ;qal;761218;W;Conj;;761219;N#>T ;Pred;;761220;>T&<WN BJT&JHWDH ;Objc;;761221;>RB<JM JWM ;Time;;;;;;;;;;;;;;;;;;;;;
479564;267677;Ezekiel 8:3;link;T#> ;qal;762187;W;Conj;;762188;T#> ;Pred;;762189;>TJ ;Objc;;762190;RWX ;Subj;;762191;BJN&H>RY WBJN H#MJM ;Adju;Cmpl;;;;;;;;;;;;;;;;
479574;267729;Ezekiel 8:5;link;#>&;qal;762218;#>&;Pred;;762219;N> ;Intj;;762220;<JNJK ;Objc;;762221;DRK YPWNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
479575;267735;Ezekiel 8:5;link;>#> ;qal;762222;W;Conj;;762223;>#> ;Pred;;762224;<JNJ ;Objc;;762225;DRK YPWNH ;Cmpl;;;;;;;;;;;;;;;;;;;;;
479742;268535;Ezekiel 10:7;link;J#> ;qal;762695;W;Conj;;762696;J#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479779;268702;Ezekiel 10:16;link;#>T ;qal;762788;B#>T ;Pred;;762789;HKRWBJM ;Subj;;762790;>T&KNPJHM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
479788;268749;Ezekiel 10:19;link;J#>W ;qal;762813;W;Conj;;762814;J#>W ;Pred;;762815;HKRWBJM ;Subj;;762816;>T&KNPJHM ;Objc;;;;;;;;;;;;;;;;;;;;;
479806;268836;Ezekiel 11:1;link;T#> ;qal;762862;W;Conj;;762863;T#> ;Pred;;762864;>TJ ;Objc;;762865;RWX ;Subj;;;;;;;;;;;;;;;;;;;;;
479905;269242;Ezekiel 11:22;link;J#>W ;qal;763141;W;Conj;;763142;J#>W ;Pred;;763143;HKRWBJM ;Subj;;763144;>T&KNPJHM ;Objc;;;;;;;;;;;;;;;;;;;;;
479911;269282;Ezekiel 11:24;link;N#>TNJ ;qal;763161;W;Conj;;763162;RWX ;Subj;;763163;N#>TNJ ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;
479938;269411;Ezekiel 12:6;link;T#> ;qal;763245;L<JNJHM ;Adju;;763246;<L&KTP ;Cmpl;;763247;T#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;
479948;269459;Ezekiel 12:7;link;N#>TJ ;qal;763277;<L&KTP ;Cmpl;;763278;N#>TJ ;Pred;;763279;L<JNJHM00;Adju;;;;;;;;;;;;;;;;;;;;;;;;;
479964;269532;Ezekiel 12:12;link;J#> ;qal;763318;W;Conj;;763319;HN#J> ;Subj;;763322;>L&KTP ;Cmpl;;763323;J#> ;Pred;;763324;B<LVH ;Adju;Time;;;;;;;;;;;;;;;;
480211;270555;Ezekiel 14:10;link;N#>W ;qal;764023;W;Conj;;764024;N#>W ;Pred;;764025;<WNM ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
480523;271953;Ezekiel 16:52;link;#>J ;qal;764959;GM&>T ;Subj;;764960;#>J ;Pred;;764961;KLMTK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
480528;271971;Ezekiel 16:52;link;#>J ;qal;764974;W;Conj;;764975;#>J ;Pred;;764976;KLMTK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
480532;271997;Ezekiel 16:54;link;T#>J ;qal;764984;LM<N ;Conj;;764985;T#>J ;Pred;;764986;KLMTK ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
480543;272067;Ezekiel 16:58;link;N#>TJM ;qal;765022;>T ;Subj;;765023;N#>TJM ;PreO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480597;272312;Ezekiel 17:8;link;#>T ;qal;765176;W;Conj;;765177;L#>T ;Pred;;765178;PRJ ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
480627;272436;Ezekiel 17:14;link;HTN#> ;hit;765259;LBLTJ HTN#> ;Pred;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480674;272636;Ezekiel 17:23;link;N#> ;qal;765396;W;Conj;;765397;N#> ;Pred;;765398;<NP ;Objc;;;;;;;;;;;;;;;;;;;;;;;;;
480707;272770;Ezekiel 18:6;link;N#> ;qal;765480;W;Conj;;765481;<JNJW ;Objc;;765482;L> ;Nega;;765483;N#> ;Pred;;765484;>L&GLWLJ BJT J#R>L ;Cmpl;;;;;;;;;;;;;;;;;
480734;272885;Ezekiel 18:12;link;N#> ;qal;765562;W;Conj;;765563;>L&HGLWLJM ;Cmpl;;765564;N#> ;Pred;;765565;<JNJW ;Objc;;;;;;;;;;;;;;;;;;;;;
480749;272938;Ezekiel 18:15;link;N#> ;qal;765602;W;Conj;;765603;<JNJW ;Objc;;765604;L> ;Nega;;765605;N#> ;Pred;;765606;>L&GLWLJ BJT J#R>L ;Cmpl;;;;;;;;;;;;;;;;;
