clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr
453763;145624;1_Samuel 9:6;link;NLKH ;qal;687797;<TH ;Time;;687798;NLKH ;Pred;;687799;#M ;Cmpl;;;;;;;;;;;;;
453765;145632;1_Samuel 9:6;link;HLKNW ;qal;687804;>#R&;Rela;;687805;HLKNW ;Pred;;687806;<LJH00;Cmpl;;;;;;;;;;;;;
453767;145641;1_Samuel 9:7;link;NLK ;qal;687811;W;Conj;;687812;HNH ;Intj;;687813;NLK ;Pred;;;;;;;;;;;;;
453780;145702;1_Samuel 9:9;link;LKTW ;qal;687852;BLKTW ;PreS;;;;;;;;;;;;;;;;;;;;;
453782;145706;1_Samuel 9:9;link;LKW ;qal;687855;LKW ;Pred;;;;;;;;;;;;;;;;;;;;;
453783;145708;1_Samuel 9:9;link;NLKH ;qal;687856;W;Conj;;687857;NLKH ;Pred;;687858;<D&HR>H ;Cmpl;;;;;;;;;;;;;
453787;145730;1_Samuel 9:10;link;LKH ;qal;687871;LKH ;Pred;;;;;;;;;;;;;;;;;;;;;
453788;145731;1_Samuel 9:10;link;NLKH ;qal;687872;NLKH ;Pred;;;;;;;;;;;;;;;;;;;;;
453789;145733;1_Samuel 9:10;link;JLKW ;qal;687873;W;Conj;;687874;JLKW ;Pred;;687875;>L&H<JR ;Cmpl;;;;;;;;;;;;;
453903;146224;1_Samuel 10:2;link;LKTK ;qal;688198;BLKTK ;PreS;;688199;HJWM ;Time;;688200;M<MDJ ;Cmpl;Adju;;;;;;;;;;;;
453907;146248;1_Samuel 10:2;link;HLKT ;qal;688210;>#R ;Rela;;688211;HLKT ;Pred;;;;;;;;;;;;;;;;;
453950;146423;1_Samuel 10:9;link;LKT ;qal;688331;LLKT ;Pred;;688332;M<M #MW>L ;Cmpl;;;;;;;;;;;;;;;;;
453975;146536;1_Samuel 10:14;link;HLKTM ;qal;688401;>N ;Ques;;688402;HLKTM ;Pred;;;;;;;;;;;;;;;;;
454027;146798;1_Samuel 10:26;link;HLK ;qal;688574;W;Conj;;688575;GM&#>WL ;Subj;;688576;HLK ;Pred;;688577;LBJTW GB<TH ;Cmpl;;;;;;;;;
454028;146803;1_Samuel 10:26;link;JLKW ;qal;688578;W;Conj;;688579;JLKW ;Pred;;688580;<MW ;Cmpl;Adju;688581;HXJL ;Subj;;;;;;;;;
454105;147154;1_Samuel 11:14;link;LKW ;qal;688820;LKW ;Pred;;;;;;;;;;;;;;;;;;;;;
454106;147156;1_Samuel 11:14;link;NLKH ;qal;688821;W;Conj;;688822;NLKH ;Pred;;688823;HGLGL ;Cmpl;;;;;;;;;;;;;
454108;147165;1_Samuel 11:15;link;JLKW ;qal;688828;W;Conj;;688829;JLKW ;Pred;;688830;KL&H<M ;Subj;;688831;HGLGL ;Cmpl;;;;;;;;;
454117;147224;1_Samuel 12:2;link;MTHLK ;hit;688862;HNH ;Intj;;688863;HMLK ;Subj;;688864;MTHLK ;PreC;;688865;LPNJKM ;Cmpl;;;;;;;;;
454122;147238;1_Samuel 12:2;link;HTHLKTJ ;hit;688875;W;Conj;;688876;>NJ ;Subj;;688877;HTHLKTJ ;Pred;;688878;LPNJKM ;Cmpl;;688879;MN<RJ <D&HJWM HZH00;Time;;;;;
454330;148311;1_Samuel 14:1;link;LKH ;qal;689528;LKH ;Pred;;;;;;;;;;;;;;;;;;;;;
454340;148371;1_Samuel 14:3;link;HLK ;qal;689557;KJ ;Conj;;689558;HLK ;Pred;;689559;JWNTN00;Subj;;;;;;;;;;;;;
454350;148436;1_Samuel 14:6;link;LKH ;qal;689587;LKH ;Pred;;;;;;;;;;;;;;;;;;;;;
454397;148662;1_Samuel 14:16;link;JLK ;qal;689730;W;Conj;;689731;JLK ;Pred;;;;;;;;;;;;;;;;;
454403;148678;1_Samuel 14:17;link;HLK ;qal;689744;MJ ;Subj;;689745;HLK ;Pred;;689746;M<MNW ;Cmpl;;;;;;;;;;;;;
454415;148728;1_Samuel 14:19;link;JLK ;qal;689775;W;Conj;;689776;JLK ;Pred;;689777;HLWK WRB P ;Modi;Adju;;;;;;;;;;;;
454559;149395;1_Samuel 14:46;link;HLKW ;qal;690219;W;Conj;;690220;PL#TJM ;Subj;;690221;HLKW ;Pred;;690222;LMQWMM00;Cmpl;;;;;;;;;
454589;149564;1_Samuel 15:3;link;LK ;qal;690311;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
454601;149637;1_Samuel 15:6;link;LKW ;qal;690346;LKW ;Pred;;;;;;;;;;;;;;;;;;;;;
454660;149912;1_Samuel 15:18;link;LK ;qal;690519;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
454670;149956;1_Samuel 15:20;link;>LK ;qal;690548;W;Conj;;690549;>LK ;Pred;;690550;BDRK ;Cmpl;;;;;;;;;;;;;
454703;150099;1_Samuel 15:27;link;LKT ;qal;690637;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
454723;150182;1_Samuel 15:32;link;JLK ;qal;690697;W;Conj;;690698;JLK ;Pred;;690699;>LJW ;Cmpl;;690700;>GG ;Subj;;690701;M<DNT ;Modi;Adju;;;;
454730;150219;1_Samuel 15:34;link;JLK ;qal;690724;W;Conj;;690725;JLK ;Pred;;690726;#MW>L ;Subj;;690727;HRMTH ;Cmpl;;;;;;;;;
454742;150277;1_Samuel 16:1;link;LK ;qal;690766;W;Conj;;690767;LK ;Pred;;;;;;;;;;;;;;;;;
454746;150294;1_Samuel 16:2;link;>LK ;qal;690778;>JK ;Ques;;690779;>LK ;Pred;;;;;;;;;;;;;;;;;
454818;150566;1_Samuel 16:13;link;JLK ;qal;690975;W;Conj;;690976;JLK ;Pred;;690977;HRMTH00;Cmpl;;;;;;;;;;;;;
454887;150896;1_Samuel 17:7;link;HLK ;qal;691176;W;Conj;;691177;N#> HYNH ;Subj;;691178;HLK ;PreC;;691179;LPNJW00;Cmpl;;;;;;;;;
454917;151021;1_Samuel 17:13;link;JLKW ;qal;691267;W;Conj;;691268;JLKW ;Pred;;691269;#L#T BNJ&J#J HGDLJM ;Subj;;;;;;;;;;;;;
454918;151027;1_Samuel 17:13;link;HLKW ;qal;691270;HLKW ;Pred;;691271;>XRJ&#>WL ;Cmpl;;691272;LMLXMH ;Cmpl;;;;;;;;;;;;;
454920;151038;1_Samuel 17:13;link;HLKW ;qal;691275;>#R ;Rela;;691276;HLKW ;Pred;;691277;BMLXMH ;Cmpl;;;;;;;;;;;;;
454926;151061;1_Samuel 17:14;link;HLKW ;qal;691290;W;Conj;;691291;#L#H HGDLJM ;Subj;;691292;HLKW ;Pred;;691293;>XRJ #>WL00;Cmpl;;;;;;;;;
454927;151066;1_Samuel 17:15;link;HLK ;qal;691294;W;Conj;;691295;DWD ;Subj;;691296;HLK ;PreC;;;;;;;;;;;;;
454943;151169;1_Samuel 17:20;link;JLK ;qal;691347;W;Conj;;691348;JLK ;Pred;;;;;;;;;;;;;;;;;
455009;151480;1_Samuel 17:32;link;JLK ;qal;691537;<BDK ;Subj;;691538;JLK ;Pred;;;;;;;;;;;;;;;;;
455013;151496;1_Samuel 17:33;link;LKT ;qal;691548;LLKT ;Pred;;691549;>L&HPL#TJ HZH ;Cmpl;;;;;;;;;;;;;;;;;
455036;151614;1_Samuel 17:37;link;LK ;qal;691617;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
455043;151647;1_Samuel 17:39;link;LKT ;qal;691642;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
455047;151659;1_Samuel 17:39;link;LKT ;qal;691652;LLKT ;Pred;;691653;B>LH ;Adju;;;;;;;;;;;;;;;;;
455056;151707;1_Samuel 17:41;link;JLK ;qal;691682;W;Conj;;691683;JLK ;Pred;;691684;HPL#TJ ;Subj;;691688;>L&DWD ;Cmpl;;;;;;;;;
455057;151710;1_Samuel 17:41;link;HLK ;qal;691685;HLK ;PreC;;;;;;;;;;;;;;;;;;;;;
455071;151771;1_Samuel 17:44;link;LKH ;qal;691729;LKH ;Pred;;691730;>LJ ;Cmpl;;;;;;;;;;;;;;;;;
455089;151893;1_Samuel 17:48;link;JLK ;qal;691792;W;Conj;;691793;JLK ;Pred;;;;;;;;;;;;;;;;;
455261;152721;1_Samuel 18:27;link;JLK ;qal;692313;W;Conj;;692314;JLK ;Pred;;692315;HW> W>N#JW ;Subj;;;;;;;;;;;;;
455340;153108;1_Samuel 19:12;link;JLK ;qal;692574;W;Conj;;692575;JLK ;Pred;;;;;;;;;;;;;;;;;
455373;153230;1_Samuel 19:18;link;JLK ;qal;692665;W;Conj;;692666;JLK ;Pred;;692667;HW> W#MW>L ;Subj;;;;;;;;;;;;;
455393;153306;1_Samuel 19:22;link;JLK ;qal;692718;W;Conj;;692719;JLK ;Pred;;692720;GM&HW> ;Subj;;692721;HRMTH ;Cmpl;;;;;;;;;
455401;153338;1_Samuel 19:23;link;JLK ;qal;692737;W;Conj;;692738;JLK ;Pred;;692739;#M >L&NJWT BRMH ;Cmpl;;;;;;;;;;;;;
455403;153353;1_Samuel 19:23;link;JLK ;qal;692744;W;Conj;;692745;JLK ;Pred;;;;;;;;;;;;;;;;;
455404;153354;1_Samuel 19:23;link;HLWK ;qal;692746;HLWK ;Pred;;;;;;;;;;;;;;;;;;;;;
455475;153645;1_Samuel 20:11;link;LKH ;qal;692958;LKH ;Pred;;;;;;;;;;;;;;;;;;;;;
455489;153710;1_Samuel 20:13;link;HLKT ;qal;693003;W;Conj;;693004;HLKT ;Pred;;693005;L#LWM ;Adju;;;;;;;;;;;;;
455517;153839;1_Samuel 20:21;link;LK ;qal;693093;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
455528;153880;1_Samuel 20:22;link;LK ;qal;693122;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
455611;154277;1_Samuel 20:40;link;LK ;qal;693386;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
455623;154318;1_Samuel 20:42;link;LK ;qal;693416;LK ;Pred;;693417;L#LWM ;Adju;;;;;;;;;;;;;;;;;
455628;154346;1_Samuel 21:1;link;JLK ;qal;693429;W;Conj;;693430;JLK ;Pred;;;;;;;;;;;;;;;;;
455707;154734;1_Samuel 22:1;link;JLK ;qal;693684;W;Conj;;693685;JLK ;Pred;;693686;DWD ;Subj;;693687;M#M ;Cmpl;;;;;;;;;
455715;154784;1_Samuel 22:3;link;JLK ;qal;693713;W;Conj;;693714;JLK ;Pred;;693715;DWD ;Subj;;693716;M#M ;Cmpl;;693717;MYPH MW>B ;Cmpl;;;;;
455725;154836;1_Samuel 22:5;link;LK ;qal;693748;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
455727;154843;1_Samuel 22:5;link;JLK ;qal;693753;W;Conj;;693754;JLK ;Pred;;693755;DWD ;Subj;;;;;;;;;;;;;
455825;155337;1_Samuel 23:2;link;>LK ;qal;694053;H;Ques;;694054;>LK ;Pred;;;;;;;;;;;;;;;;;
455828;155350;1_Samuel 23:2;link;LK ;qal;694062;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
455833;155374;1_Samuel 23:3;link;NLK ;qal;694077;W;Conj;;694078;>P ;Modi;;694079;KJ&;Conj;;694080;NLK ;Pred;;694081;Q<LH >L&M<RKWT PL#TJM00;Cmpl;;;;;
455841;155403;1_Samuel 23:5;link;JLK ;qal;694101;W;Conj;;694102;JLK ;Pred;;694103;DWD W>N#JW ;Subj;;694104;Q<JLH ;Cmpl;;;;;;;;;
455881;155584;1_Samuel 23:13;link;JTHLKW ;hit;694220;W;Conj;;694221;JTHLKW ;Pred;;;;;;;;;;;;;;;;;
455882;155587;1_Samuel 23:13;link;JTHLKW ;hit;694222;B>#R ;Rela;;694223;JTHLKW ;Pred;;;;;;;;;;;;;;;;;
455896;155654;1_Samuel 23:16;link;JLK ;qal;694264;W;Conj;;694265;JLK ;Pred;;694266;>L&DWD ;Cmpl;;694267;XR#H ;Cmpl;;;;;;;;;
455906;155707;1_Samuel 23:18;link;HLK ;qal;694303;W;Conj;;694304;JHWNTN ;Subj;;694305;HLK ;Pred;;694306;LBJTW00;Cmpl;;;;;;;;;
455920;155767;1_Samuel 23:22;link;LKW&;qal;694340;LKW&;Pred;;694341;N> ;Intj;;;;;;;;;;;;;;;;;
455932;155806;1_Samuel 23:23;link;HLKTJ ;qal;694373;W;Conj;;694374;HLKTJ ;Pred;;694375;>TKM ;Cmpl;;;;;;;;;;;;;
455937;155825;1_Samuel 23:24;link;JLKW ;qal;694387;W;Conj;;694388;JLKW ;Pred;;694389;ZJPH ;Cmpl;;694390;LPNJ #>WL ;Adju;;;;;;;;;
455939;155845;1_Samuel 23:25;link;JLK ;qal;694394;W;Conj;;694395;JLK ;Pred;;694396;#>WL W>N#JW ;Subj;;;;;;;;;;;;;
455946;155874;1_Samuel 23:26;link;JLK ;qal;694414;W;Conj;;694415;JLK ;Pred;;694416;#>WL ;Subj;;694417;MYD HHR MZH ;Cmpl;;;;;;;;;
455949;155897;1_Samuel 23:26;link;LKT ;qal;694425;LLKT ;Pred;;694426;MPNJ #>WL ;Cmpl;;;;;;;;;;;;;;;;;
455955;155922;1_Samuel 23:27;link;LKH ;qal;694438;W;Conj;;694439;LKH ;Pred;;;;;;;;;;;;;;;;;
455959;155937;1_Samuel 23:28;link;JLK ;qal;694449;W;Conj;;694450;JLK ;Pred;;;;;;;;;;;;;;;;;
455971;155992;1_Samuel 24:3;link;JLK ;qal;694483;W;Conj;;694484;JLK ;Pred;;;;;;;;;;;;;;;;;
456000;156141;1_Samuel 24:8;link;JLK ;qal;694575;W;Conj;;694576;JLK ;Pred;;694577;BDRK00;Cmpl;;;;;;;;;;;;;
456076;156456;1_Samuel 24:23;link;JLK ;qal;694807;W;Conj;;694808;JLK ;Pred;;694809;#>WL ;Subj;;694810;>L&BJTW ;Cmpl;;;;;;;;;
456158;156823;1_Samuel 25:15;link;HTHLKNW ;hit;695053;HTHLKNW ;Pred;;695054;>TM ;Cmpl;;;;;;;;;;;;;;;;;
456225;157116;1_Samuel 25:27;link;MTHLKJM ;hit;695245;H;Rela;;695246;MTHLKJM ;PreC;;695247;BRGLJ >DNJ00;Cmpl;;;;;;;;;;;;;
456311;157497;1_Samuel 25:42;link;HLKWT ;qal;695505;H;Rela;;695506;HLKWT ;PreC;;695507;LRGLH ;Cmpl;;;;;;;;;;;;;
456312;157501;1_Samuel 25:42;link;TLK ;qal;695508;W;Conj;;695509;TLK ;Pred;;695510;>XRJ ML>KJ DWD ;Cmpl;;;;;;;;;;;;;
456372;157817;1_Samuel 26:11;link;NLKH ;qal;695709;W;Conj;;695710;NLKH ;Pred;;695711;LNW00;Supp;Adju;;;;;;;;;;;;
456374;157833;1_Samuel 26:12;link;JLKW ;qal;695717;W;Conj;;695718;JLKW ;Pred;;695719;LHM ;Cmpl;;;;;;;;;;;;;
456425;158039;1_Samuel 26:19;link;LK ;qal;695857;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
456458;158182;1_Samuel 26:25;link;JLK ;qal;695954;W;Conj;;695955;JLK ;Pred;;695956;DWD ;Subj;;695957;LDRKW ;Cmpl;;;;;;;;;
456537;158637;1_Samuel 28:7;link;>LKH ;qal;696222;W;Conj;;696223;>LKH ;Pred;;696224;>LJH ;Cmpl;;;;;;;;;;;;;
456543;158660;1_Samuel 28:8;link;JLK ;qal;696241;W;Conj;;696242;JLK ;Pred;;696243;HW> W#NJ >N#JM <MW ;Subj;;;;;;;;;;;;;
456629;159040;1_Samuel 28:22;link;TLK ;qal;696512;KJ ;Conj;;696513;TLK ;Pred;;696514;BDRK00;Cmpl;;;;;;;;;;;;;
456646;159107;1_Samuel 28:25;link;JLKW ;qal;696557;W;Conj;;696558;JLKW ;Pred;;696559;BLJLH HHW>00;Time;;;;;;;;;;;;;
456685;159314;1_Samuel 29:7;link;LK ;qal;696692;W;Conj;;696693;LK ;Pred;;696694;B#LWM ;Adju;;;;;;;;;;;;;
456705;159406;1_Samuel 29:10;link;LKW00;qal;696754;W;Conj;;696755;LKW00;Pred;;;;;;;;;;;;;;;;;
456707;159414;1_Samuel 29:11;link;LKT ;qal;696759;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
456719;159476;1_Samuel 30:2;link;JLKW ;qal;696794;W;Conj;;696795;JLKW ;Pred;;696796;LDRKM00;Cmpl;;;;;;;;;;;;;
456746;159610;1_Samuel 30:9;link;JLK ;qal;696873;W;Conj;;696874;JLK ;Pred;;696875;DWD HW> W##&M>WT >J# ;Subj;;;;;;;;;;;;;
456806;159914;1_Samuel 30:21;link;LKT ;qal;697053;MLKT ;Pred;;697054;>XRJ DWD ;Cmpl;;;;;;;;;;;;;;;;;
456815;159957;1_Samuel 30:22;link;HLKW ;qal;697078;>#R ;Rela;;697079;HLKW ;Pred;;697080;<M&DWD ;Adju;;;;;;;;;;;;;
456817;159965;1_Samuel 30:22;link;HLKW ;qal;697083;J<N >#R ;Conj;;697084;L>&;Nega;;697085;HLKW ;Pred;;697086;<MJ ;Adju;;;;;;;;;
456822;159986;1_Samuel 30:22;link;JLKW00;qal;697098;W;Conj;;697099;JLKW00;Pred;;;;;;;;;;;;;;;;;
456854;160161;1_Samuel 30:31;link;HTHLK&;hit;697195;>#R&;Rela;;697196;HTHLK&;Pred;;697197;#M ;Cmpl;;697198;DWD HW> W>N#JW00;Subj;;;;;;;;;
456901;160416;1_Samuel 31:12;link;JLKW ;qal;697348;W;Conj;;697349;JLKW ;Pred;;697350;KL&HLJLH ;Time;;;;;;;;;;;;;
457097;161348;2_Samuel 2:19;link;LKT ;qal;697918;LLKT ;Pred;;697919;<L&HJMJN W<L&H#M>WL ;Cmpl;;;;;;;;;;;;;;;;;
457151;161590;2_Samuel 2:29;link;HLKW ;qal;698082;W;Conj;;698083;>BNR W>N#JW ;Subj;;698084;HLKW ;Pred;;698085;B<RBH ;Cmpl;;698086;KL HLJLH HHW> ;Time;;;;;
457153;161605;2_Samuel 2:29;link;JLKW ;qal;698090;W;Conj;;698091;JLKW ;Pred;;698092;KL&HBTRWN ;Cmpl;;;;;;;;;;;;;
457163;161662;2_Samuel 2:32;link;JLKW ;qal;698121;W;Conj;;698122;JLKW ;Pred;;698123;KL&HLJLH ;Time;;698124;JW>B W>N#JW ;Subj;;;;;;;;;
457166;161688;2_Samuel 3:1;link;HLK ;qal;698134;W;Conj;;698135;DWD ;Subj;;698136;HLK ;PreC;;;;;;;;;;;;;
457168;161694;2_Samuel 3:1;link;HLKJM ;qal;698139;W;Conj;;698140;BJT #>WL ;Subj;;698141;HLKJM ;PreC;;;;;;;;;;;;;
457224;161993;2_Samuel 3:16;link;JLK ;qal;698312;W;Conj;;698313;JLK ;Pred;;698314;>TH ;Adju;;698315;>J#H ;Subj;;698316;HLWK WBKH ;Modi;Adju;698317;>XRJH <D&BXRJM ;Cmpl;
457226;162006;2_Samuel 3:16;link;LK ;qal;698322;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
457238;162064;2_Samuel 3:19;link;JLK ;qal;698352;W;Conj;;698353;JLK ;Pred;;698354;GM&>BNR ;Subj;;;;;;;;;;;;;
457247;162115;2_Samuel 3:21;link;>LKH ;qal;698382;W;Conj;;698383;>LKH ;Pred;;;;;;;;;;;;;;;;;
457253;162142;2_Samuel 3:21;link;JLK ;qal;698402;W;Conj;;698403;JLK ;Pred;;698404;B#LWM00;Adju;;;;;;;;;;;;;
457259;162170;2_Samuel 3:22;link;JLK ;qal;698421;W;Conj;;698422;JLK ;Pred;;698423;B#LWM00;Adju;;;;;;;;;;;;;
457266;162198;2_Samuel 3:23;link;JLK ;qal;698438;W;Conj;;698439;JLK ;Pred;;698440;B#LWM00;Adju;;;;;;;;;;;;;
457272;162219;2_Samuel 3:24;link;JLK ;qal;698455;W;Conj;;698456;JLK ;Pred;;698457;HLWK00;Modi;;;;;;;;;;;;;
457302;162394;2_Samuel 3:31;link;HLK ;qal;698553;W;Conj;;698554;HMLK DWD ;Subj;;698555;HLK ;PreC;;698556;>XRJ HMVH00;Cmpl;;;;;;;;;
457360;162686;2_Samuel 4:5;link;JLKW ;qal;698729;W;Conj;;698730;JLKW ;Pred;;698731;BNJ&RMWN HB>RTJ RKB WB<NH ;Subj;;;;;;;;;;;;;
457373;162755;2_Samuel 4:7;link;JLKW ;qal;698769;W;Conj;;698770;JLKW ;Pred;;698771;DRK H<RBH ;Cmpl;;698772;KL&HLJLH00;Time;;;;;;;;;
457421;163030;2_Samuel 5:6;link;JLK ;qal;698927;W;Conj;;698928;JLK ;Pred;;698929;HMLK W>N#JW ;Subj;;698930;JRW#LM >L&HJBSJ JW#B H>RY ;Cmpl;;;;;;;;;
457440;163133;2_Samuel 5:10;link;JLK ;qal;698983;W;Conj;;698984;JLK ;Pred;;698985;DWD ;Subj;;698986;HLWK WGDWL ;Modi;Adju;;;;;;;;
457496;163421;2_Samuel 6:2;link;JLK ;qal;699162;W;Conj;;699163;JLK ;Pred;;699164;DWD WKL&H<M ;Subj;;699167;MB<LJ JHWDH ;Cmpl;;;;;;;;;
457507;163493;2_Samuel 6:4;link;HLK ;qal;699197;W;Conj;;699198;>XJW ;Subj;;699199;HLK ;PreC;;699200;LPNJ H>RWN00;Cmpl;;;;;;;;;
457531;163671;2_Samuel 6:12;link;JLK ;qal;699287;W;Conj;;699288;JLK ;Pred;;699289;DWD ;Subj;;;;;;;;;;;;;
457554;163836;2_Samuel 6:19;link;JLK ;qal;699369;W;Conj;;699370;JLK ;Pred;;699371;KL&H<M ;Subj;;699372;>J# ;Adju;;699373;LBJTW00;Cmpl;;;;;
457583;163992;2_Samuel 7:3;link;LK ;qal;699461;KL ;Objc;BoundErr;699464;LK ;Pred;;;;;;;;;;;;;;;;;
457590;164012;2_Samuel 7:5;link;LK ;qal;699477;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
457597;164051;2_Samuel 7:6;link;MTHLK ;hit;699498;W;Conj;;699499;>HJH ;Pred;;699500;MTHLK ;PreC;;699501;B>HL WBM#KN00;Cmpl;;;;;;;;;
457599;164060;2_Samuel 7:7;link;HTHLKTJ ;hit;699503;>#R&;Rela;;699504;HTHLKTJ ;Pred;;699505;BKL&BNJ J#R>L ;Cmpl;;;;;;;;;;;;;
457611;164122;2_Samuel 7:9;link;HLKT ;qal;699537;>#R ;Rela;;699538;HLKT ;Pred;;;;;;;;;;;;;;;;;
457669;164410;2_Samuel 7:23;link;HLKW&;qal;699717;>#R ;Rela;;699718;HLKW&;Pred;;699719;>LHJM ;Subj;;;;;;;;;;;;;
457718;164643;2_Samuel 8:3;link;LKTW ;qal;699862;BLKTW ;PreS;;;;;;;;;;;;;;;;;;;;;
457729;164720;2_Samuel 8:6;link;HLK00;qal;699904;>#R ;Rela;;699905;HLK00;Pred;;;;;;;;;;;;;;;;;
457753;164891;2_Samuel 8:14;link;HLK00;qal;699989;>#R ;Rela;;699990;HLK00;Pred;;;;;;;;;;;;;;;;;
457875;165514;2_Samuel 10:11;link;HLKTJ ;qal;700380;W;Conj;;700381;HLKTJ ;Pred;;;;;;;;;;;;;;;;;
457923;165741;2_Samuel 11:2;link;JTHLK ;hit;700523;W;Conj;;700524;JTHLK ;Pred;;700525;<L&GG BJT&HMLK ;Cmpl;;;;;;;;;;;;;
458016;166207;2_Samuel 11:22;link;JLK ;qal;700809;W;Conj;;700810;JLK ;Pred;;700811;HML>K ;Subj;;;;;;;;;;;;;
458111;166700;2_Samuel 12:15;link;JLK ;qal;701122;W;Conj;;701123;JLK ;Pred;;701124;NTN ;Subj;;701125;>L&BJTW ;Cmpl;;;;;;;;;
458176;166922;2_Samuel 12:23;link;HLK ;qal;701300;>NJ ;Subj;;701301;HLK ;PreC;;701302;>LJW ;Cmpl;;;;;;;;;;;;;
458199;167029;2_Samuel 12:29;link;JLK ;qal;701375;W;Conj;;701376;JLK ;Pred;;701377;RBTH ;Cmpl;;;;;;;;;;;;;
458252;167273;2_Samuel 13:7;link;LKJ ;qal;701535;LKJ ;Pred;;701536;N> ;Intj;;701537;BJT >MNWN >XJK ;Cmpl;;;;;;;;;;;;;
458254;167284;2_Samuel 13:8;link;TLK ;qal;701542;W;Conj;;701543;TLK ;Pred;;701544;TMR ;Subj;;701545;BJT >MNWN >XJH ;Cmpl;;;;;;;;;
458287;167402;2_Samuel 13:13;link;>WLJK ;hif;701630;>NH ;Ques;;701631;>WLJK ;Pred;;701632;>T&XRPTJ ;Objc;;;;;;;;;;;;;
458303;167461;2_Samuel 13:15;link;LKJ00;qal;701676;LKJ00;Pred;;;;;;;;;;;;;;;;;;;;;
458324;167549;2_Samuel 13:19;link;TLK ;qal;701737;W;Conj;;701738;TLK ;Pred;;701739;HLWK ;Modi;;;;;;;;;;;;;
458347;167661;2_Samuel 13:24;link;JLK&;qal;701811;JLK&;Pred;;701812;N> ;Intj;;701813;HMLK W<BDJW ;Subj;;701814;<M&<BDK00;Adju;;;;;;;;;
458350;167679;2_Samuel 13:25;link;NLK ;qal;701821;>L&;Nega;;701822;N> ;Intj;;701823;NLK ;Pred;;701824;KLNW ;Subj;;;;;;;;;
458354;167692;2_Samuel 13:25;link;LKT ;qal;701835;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
458358;167700;2_Samuel 13:26;link;JLK&;qal;701843;JLK&;Pred;;701844;N> ;Intj;;701845;>TNW ;Adju;;701846;>MNWN >XJ ;Subj;;;;;;;;;
458360;167711;2_Samuel 13:26;link;JLK ;qal;701851;LMH ;Ques;;701852;JLK ;Pred;;701853;<MK00;Adju;;;;;;;;;;;;;
458408;167910;2_Samuel 13:34;link;HLKJM ;qal;701984;W;Conj;;701985;HNH ;Intj;;701986;<M&RB ;Subj;;701987;HLKJM ;PreC;;701988;MDRK >XRJW MYD HHR00;Cmpl;;;;;
458421;167966;2_Samuel 13:37;link;JLK ;qal;702019;W;Conj;;702020;JLK ;Pred;;702021;>L&TLMJ BN&<MJHWD MLK G#WR ;Cmpl;;;;;;;;;;;;;
458424;167984;2_Samuel 13:38;link;JLK ;qal;702029;W;Conj;;702030;JLK ;Pred;;702031;G#WR ;Cmpl;;;;;;;;;;;;;
458470;168186;2_Samuel 14:8;link;LKJ ;qal;702167;LKJ ;Pred;;702168;LBJTK ;Cmpl;;;;;;;;;;;;;;;;;
458546;168552;2_Samuel 14:21;link;LK ;qal;702392;W;Conj;;702393;LK ;Pred;;;;;;;;;;;;;;;;;
458557;168598;2_Samuel 14:23;link;JLK ;qal;702423;W;Conj;;702424;JLK ;Pred;;702425;G#WRH ;Cmpl;;;;;;;;;;;;;
458589;168750;2_Samuel 14:30;link;LKW ;qal;702527;LKW ;Pred;;;;;;;;;;;;;;;;;;;;;
458650;169023;2_Samuel 15:7;link;>LKH ;qal;702713;>LKH ;Pred;;702714;N> ;Intj;;;;;;;;;;;;;;;;;
458659;169061;2_Samuel 15:9;link;LK ;qal;702741;LK ;Pred;;702742;B#LWM ;Adju;;;;;;;;;;;;;;;;;
458661;169067;2_Samuel 15:9;link;JLK ;qal;702745;W;Conj;;702746;JLK ;Pred;;702747;XBRWNH00;Cmpl;;;;;;;;;;;;;
458667;169094;2_Samuel 15:11;link;HLKW ;qal;702761;W;Conj;;702762;>T&>B#LWM ;Adju;;702763;HLKW ;Pred;;702764;M>TJM >J# MJRW#LM ;Subj;;;;;;;;;
458669;169101;2_Samuel 15:11;link;HLKJM ;qal;702766;W;Conj;;702767;HLKJM ;PreC;;702768;LTMM ;Adju;;;;;;;;;;;;;
