clause#;word#;passage;link;verb;stem;phr1#;phr1_txt;phr1_function;phr1_corr;phr2#;phr2_txt;phr2_function;phr2_corr;phr3#;phr3_txt;phr3_function;phr3_corr;phr4#;phr4_txt;phr4_function;phr4_corr;phr5#;phr5_txt;phr5_function;phr5_corr;phr6#;phr6_txt;phr6_function;phr6_corr
458674;169135;2_Samuel 15:12;link;HWLK ;qal;702784;W;Conj;;702785;H<M ;Subj;;702786;HWLK ;PreC;;;;;;;;;;;;;
458685;169177;2_Samuel 15:14;link;LKT ;qal;702814;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
458703;169289;2_Samuel 15:19;link;TLK ;qal;702870;LMH ;Ques;;702871;TLK ;Pred;;702872;GM&>TH ;Subj;;702873;>TNW ;Cmpl;;;;;;;;;
458710;169316;2_Samuel 15:20;link;LKT ;qal;702892;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
458711;169319;2_Samuel 15:20;link;HWLK ;qal;702893;W;Conj;;702894;>NJ ;Subj;;702895;HWLK ;PreC;;;;;;;;;;;;;
458712;169323;2_Samuel 15:20;link;HWLK ;qal;702896;<L >#R&;Rela;;702897;>NJ ;Subj;;702898;HWLK ;PreC;;;;;;;;;;;;;
458726;169373;2_Samuel 15:22;link;LK ;qal;702933;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
458763;169566;2_Samuel 15:30;link;HLK ;qal;703037;W;Conj;;703038;HW> ;Subj;;703039;HLK ;PreC;;703040;JXP ;PrAd;;;;;;;;;
458868;170051;2_Samuel 16:13;link;JLK ;qal;703343;W;Conj;;703344;JLK ;Pred;;703345;DWD W>N#JW ;Subj;;703346;BDRK S ;Cmpl;;;;;;;;;
458869;170060;2_Samuel 16:13;link;HLK ;qal;703347;W;Conj;;703348;#M<J ;Subj;;703349;HLK ;PreC;;703350;BYL< HHR L<MTW ;Cmpl;;;;;;;;;
458870;170067;2_Samuel 16:13;link;HLWK ;qal;703351;HLWK ;Pred;;;;;;;;;;;;;;;;;;;;;
458886;170143;2_Samuel 16:17;link;HLKT ;qal;703397;LMH ;Ques;;703398;L>&;Nega;;703399;HLKT ;Pred;;703400;>T&R<K00;Cmpl;;;;;;;;;
458970;170533;2_Samuel 17:11;link;HLKJM ;qal;703638;W;Conj;;703639;PNJK ;Subj;;703640;HLKJM ;PreC;;703641;BQRB00;Cmpl;;;;;;;;;
458998;170707;2_Samuel 17:17;link;HLKH ;qal;703733;W;Conj;;703734;HLKH ;Pred;;703735;H#PXH ;Subj;;;;;;;;;;;;;
459000;170715;2_Samuel 17:17;link;JLKW ;qal;703739;W;Conj;;703740;HM ;Subj;;703741;JLKW ;Pred;;;;;;;;;;;;;
459007;170740;2_Samuel 17:18;link;JLKW ;qal;703758;W;Conj;;703759;JLKW ;Pred;;703760;#NJHM ;Subj;;703761;MHRH ;Modi;Adju;;;;;;;;
459024;170815;2_Samuel 17:21;link;LKTM ;qal;703813;>XRJ LKTM ;PreS;;;;;;;;;;;;;;;;;;;;;
459026;170822;2_Samuel 17:21;link;JLKW ;qal;703817;W;Conj;;703818;JLKW ;Pred;;;;;;;;;;;;;;;;;
459041;170888;2_Samuel 17:23;link;JLK ;qal;703863;W;Conj;;703864;JLK ;Pred;;703865;>L&BJTW ;Cmpl;;703866;>L&<JRW ;Cmpl;;;;;;;;;
459164;171599;2_Samuel 18:21;link;LK ;qal;704263;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
459184;171673;2_Samuel 18:24;link;JLK ;qal;704318;W;Conj;;704319;JLK ;Pred;;704320;HYPH ;Subj;;704321;>L&GG H#<R >L&HXWMH ;Cmpl;;;;;;;;;
459193;171715;2_Samuel 18:25;link;JLK ;qal;704345;W;Conj;;704346;JLK ;Pred;;704347;HLWK WQRB00;Modi;Adju;;;;;;;;;;;;
459240;171925;2_Samuel 19:1;link;LKTW ;qal;704479;BLKTW ;PreS;;;;;;;;;;;;;;;;;;;;;
459324;172343;2_Samuel 19:16;link;LKT ;qal;704724;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
459372;172581;2_Samuel 19:25;link;LKT ;qal;704867;LKT ;Pred;;704868;HMLK ;Subj;;;;;;;;;;;;;;;;;
459378;172607;2_Samuel 19:26;link;HLKT ;qal;704884;LMH ;Ques;;704885;L>&;Nega;;704886;HLKT ;Pred;;704887;<MJ ;Cmpl;Adju;;;;;;;;
459386;172628;2_Samuel 19:27;link;>LK ;qal;704903;W;Conj;;704904;>LK ;Pred;;704905;>T&HMLK ;Cmpl;;;;;;;;;;;;;
459486;173187;2_Samuel 20:5;link;JLK ;qal;705251;W;Conj;;705252;JLK ;Pred;;705253;<M#> ;Subj;;;;;;;;;;;;;
459582;173591;2_Samuel 20:21;link;>LKH ;qal;705516;W;Conj;;705517;>LKH ;Pred;;705518;M<L H<JR ;Cmpl;;;;;;;;;;;;;
459651;174000;2_Samuel 21:12;link;JLK ;qal;705732;W;Conj;;705733;JLK ;Pred;;705734;DWD ;Subj;;;;;;;;;;;;;
459908;175137;2_Samuel 23:17;link;HLKJM ;qal;706448;H;Rela;;706449;HLKJM ;PreC;;706450;BNP#WTM ;Adju;;;;;;;;;;;;;
459971;175423;2_Samuel 24:1;link;LK ;qal;706574;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
460013;175679;2_Samuel 24:12;link;HLWK ;qal;706700;HLWK ;Pred;;;;;;;;;;;;;;;;;;;;;
460130;176311;1_Kings 1:12;link;LKJ ;qal;707081;W;Conj;;707082;<TH ;Modi;;707083;LKJ ;Pred;;;;;;;;;;;;;
460133;176324;1_Kings 1:13;link;LKJ ;qal;707090;LKJ ;Pred;;;;;;;;;;;;;;;;;;;;;
460243;176908;1_Kings 1:38;link;JLKW ;hif;707420;W;Conj;;707421;JLKW ;Pred;;707422;>TW ;Objc;;707423;<L&GXWN00;Cmpl;;;;;;;;;
460292;177161;1_Kings 1:49;link;JLKW ;qal;707570;W;Conj;;707571;JLKW ;Pred;;;;;;;;;;;;;;;;;
460296;177174;1_Kings 1:50;link;JLK ;qal;707580;W;Conj;;707581;JLK ;Pred;;;;;;;;;;;;;;;;;
460315;177261;1_Kings 1:53;link;LK ;qal;707638;LK ;Pred;;707639;LBJTK00;Cmpl;;;;;;;;;;;;;;;;;
460320;177278;1_Kings 2:2;link;HLK ;qal;707648;>NKJ ;Subj;;707649;HLK ;PreC;;707650;BDRK KL&H>RY ;Cmpl;;;;;;;;;;;;;
460324;177297;1_Kings 2:3;link;LKT ;qal;707659;LLKT ;Pred;;707660;BDRKJW ;Cmpl;;;;;;;;;;;;;;;;;
460334;177342;1_Kings 2:4;link;LKT ;qal;707686;LLKT ;Pred;;707687;LPNJ ;Cmpl;;707688;B>MT ;Adju;;707689;BKL&LBBM WBKL&NP#M ;Adju;;;;;;;;;
460353;177466;1_Kings 2:8;link;LKTJ ;qal;707751;LKTJ ;PreS;;707752;MXNJM ;Cmpl;;;;;;;;;;;;;;;;;
460443;177846;1_Kings 2:26;link;LK ;qal;708014;<NTT <L&#DJK ;Cmpl;;708015;LK ;Pred;;;;;;;;;;;;;;;;;
460463;177955;1_Kings 2:29;link;LK ;qal;708081;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
460521;178239;1_Kings 2:40;link;JLK ;qal;708256;W;Conj;;708257;JLK ;Pred;;708258;GTH >L&>KJ# ;Cmpl;;;;;;;;;;;;;
460523;178248;1_Kings 2:40;link;JLK ;qal;708261;W;Conj;;708262;JLK ;Pred;;708263;#M<J ;Subj;;;;;;;;;;;;;
460526;178261;1_Kings 2:41;link;HLK ;qal;708271;KJ&;Conj;;708272;HLK ;Pred;;708273;#M<J ;Subj;;708274;MJRW#LM ;Cmpl;;708275;GT ;Cmpl;;;;;
460536;178293;1_Kings 2:42;link;HLKT ;qal;708297;W;Conj;;708298;HLKT ;Pred;;708299;>NH W>NH ;Cmpl;;;;;;;;;;;;;
460563;178444;1_Kings 3:3;link;LKT ;qal;708386;LLKT ;Pred;;708387;BXQWT DWD >BJW ;Cmpl;;;;;;;;;;;;;;;;;
460566;178458;1_Kings 3:4;link;JLK ;qal;708393;W;Conj;;708394;JLK ;Pred;;708395;HMLK ;Subj;;708396;GB<NH ;Cmpl;;;;;;;;;
460576;178510;1_Kings 3:6;link;HLK ;qal;708426;K>#R ;Conj;;708427;HLK ;Pred;;708428;LPNJK ;Cmpl;;708429;B>MT WBYDQH WBJ#RT LBB <MK ;Adju;;;;;;;;;
460614;178704;1_Kings 3:14;link;TLK ;qal;708547;W;Conj;;708548;>M ;Conj;;708549;TLK ;Pred;;708550;BDRKJ ;Cmpl;;;;;;;;;
460616;178714;1_Kings 3:14;link;HLK ;qal;708553;K>#R ;Conj;;708554;HLK ;Pred;;708555;DWJD >BJK ;Subj;;;;;;;;;;;;;
460901;180308;1_Kings 6:12;link;TLK ;qal;709363;>M&;Conj;;709364;TLK ;Pred;;709365;BXQTJ ;Cmpl;;;;;;;;;;;;;
460904;180321;1_Kings 6:12;link;LKT ;qal;709372;LLKT ;Pred;;709373;BHM ;Cmpl;;;;;;;;;;;;;;;;;
461224;182546;1_Kings 8:23;link;HLKJM ;qal;710349;H;Rela;;710350;HLKJM ;PreC;;710351;LPNJK ;Cmpl;;710352;BKL&LBM00;Adju;;;;;;;;;
461238;182609;1_Kings 8:25;link;LKT ;qal;710387;LLKT ;Pred;;710388;LPNJ ;Cmpl;;;;;;;;;;;;;;;;;
461239;182614;1_Kings 8:25;link;HLKT ;qal;710389;K>#R ;Conj;;710390;HLKT ;Pred;;710391;LPNJ00;Cmpl;;;;;;;;;;;;;
461295;182888;1_Kings 8:36;link;JLKW&;qal;710552;>#R ;Rela;;710553;JLKW&;Pred;;710554;BH ;Cmpl;;;;;;;;;;;;;
461396;183404;1_Kings 8:58;link;LKT ;qal;710849;LLKT ;Pred;;710850;BKL&DRKJW ;Cmpl;;;;;;;;;;;;;;;;;
461407;183469;1_Kings 8:61;link;LKT ;qal;710882;LLKT ;Pred;;710883;BXQJW ;Cmpl;;;;;;;;;;;;;;;;;
461427;183632;1_Kings 8:66;link;JLKW ;qal;710941;W;Conj;;710942;JLKW ;Pred;;710943;L>HLJHM ;Cmpl;;;;;;;;;;;;;
461445;183729;1_Kings 9:4;link;TLK ;qal;710992;>M&;Conj;;710993;TLK ;Pred;;710994;LPNJ ;Cmpl;;;;;;;;;;;;;
461446;183734;1_Kings 9:4;link;HLK ;qal;710995;K>#R ;Conj;;710996;HLK ;Pred;;710997;DWD >BJK ;Subj;;710998;BTM&LBB WBJ#R ;Adju;;;;;;;;;
461457;183796;1_Kings 9:6;link;HLKTM ;qal;711031;W;Conj;;711032;HLKTM ;Pred;;;;;;;;;;;;;;;;;
461584;184640;1_Kings 10:13;link;TLK ;qal;711441;W;Conj;;711442;TLK ;Pred;;711443;L>RYH ;Cmpl;;711444;HJ> W<BDJH00;Subj;;;;;;;;;
461640;185090;1_Kings 11:5;link;JLK ;qal;711639;W;Conj;;711640;JLK ;Pred;;711641;#LMH ;Subj;;711642;>XRJ <#TRT >LHJ YDNJM W>XRJ MLKM #QY <MNJM00;Cmpl;;;;;;;;;
461653;185178;1_Kings 11:10;link;LKT ;qal;711686;LBLTJ&LKT ;Pred;;711687;>XRJ >LHJM >XRJM ;Cmpl;;;;;;;;;;;;;;;;;
461697;185424;1_Kings 11:21;link;>LK ;qal;711832;W;Conj;;711833;>LK ;Pred;;711834;>L&>RYJ00;Cmpl;;;;;;;;;;;;;
461701;185440;1_Kings 11:22;link;LKT ;qal;711847;LLKT ;Pred;;711848;>L&>RYK ;Cmpl;;;;;;;;;;;;;;;;;
461710;185479;1_Kings 11:24;link;JLKW ;qal;711874;W;Conj;;711875;JLKW ;Pred;;711876;DM#Q ;Cmpl;;;;;;;;;;;;;
461746;185701;1_Kings 11:33;link;HLKW ;qal;711994;W;Conj;;711995;L>&;Nega;;711996;HLKW ;Pred;;711997;BDRKJ ;Cmpl;;;;;;;;;
461767;185809;1_Kings 11:38;link;HLKT ;qal;712063;W;Conj;;712064;HLKT ;Pred;;712065;BDRKJ ;Cmpl;;;;;;;;;;;;;
461791;185930;1_Kings 12:1;link;JLK ;qal;712140;W;Conj;;712141;JLK ;Pred;;712142;RXB<M ;Subj;;712143;#KM ;Cmpl;;;;;;;;;
461811;186009;1_Kings 12:5;link;LKW ;qal;712193;LKW ;Pred;;712194;<D ;Modi;;712195;#L#H JMJM ;Time;;;;;;;;;;;;;
461813;186017;1_Kings 12:5;link;JLKW ;qal;712199;W;Conj;;712200;JLKW ;Pred;;712201;H<M00;Subj;;;;;;;;;;;;;
461882;186338;1_Kings 12:16;link;JLK ;qal;712405;W;Conj;;712406;JLK ;Pred;;712407;J#R>L ;Subj;;712408;L>HLJW00;Cmpl;;;;;;;;;
461918;186529;1_Kings 12:24;link;LKT ;qal;712508;LLKT ;Pred;;;;;;;;;;;;;;;;;;;;;
461941;186647;1_Kings 12:30;link;JLKW ;qal;712578;W;Conj;;712579;JLKW ;Pred;;712580;H<M ;Subj;;712581;LPNJ H>XD <D&DN00;Cmpl;;;;;;;;;
462015;187022;1_Kings 13:9;link;HLKT00;qal;712808;>#R ;Rela;;712809;HLKT00;Pred;;;;;;;;;;;;;;;;;
462016;187024;1_Kings 13:10;link;JLK ;qal;712810;W;Conj;;712811;JLK ;Pred;;712812;BDRK >XR ;Cmpl;;;;;;;;;;;;;
462028;187085;1_Kings 13:12;link;HLK ;qal;712850;HLK ;Pred;;;;;;;;;;;;;;;;;;;;;
462030;187093;1_Kings 13:12;link;HLK ;qal;712855;>#R ;Rela;;712856;HLK ;Pred;;712857;>J# H>LHJM ;Subj;;;;;;;;;;;;;
462036;187118;1_Kings 13:14;link;JLK ;qal;712874;W;Conj;;712875;JLK ;Pred;;712876;>XRJ >J# H>LHJM ;Cmpl;;;;;;;;;;;;;
462045;187147;1_Kings 13:15;link;LK ;qal;712896;LK ;Pred;;712897;>TJ ;Adju;;712898;HBJTH ;Cmpl;;;;;;;;;;;;;
462057;187196;1_Kings 13:17;link;LKT ;qal;712935;LLKT ;Pred;;712936;BDRK ;Cmpl;;;;;;;;;;;;;;;;;
462058;187201;1_Kings 13:17;link;HLKT ;qal;712937;>#R&;Rela;;712938;HLKT ;Pred;;712939;BH00;Cmpl;;;;;;;;;;;;;
462093;187334;1_Kings 13:24;link;JLK ;qal;713040;W;Conj;;713041;JLK ;Pred;;;;;;;;;;;;;;;;;
462120;187447;1_Kings 13:28;link;JLK ;qal;713115;W;Conj;;713116;JLK ;Pred;;;;;;;;;;;;;;;;;
462162;187653;1_Kings 14:2;link;HLKT ;qal;713233;W;Conj;;713234;HLKT ;Pred;;713235;#LH ;Cmpl;;;;;;;;;;;;;
462171;187700;1_Kings 14:4;link;TLK ;qal;713262;W;Conj;;713263;TLK ;Pred;;713264;#LH ;Cmpl;;;;;;;;;;;;;
462192;187776;1_Kings 14:7;link;LKJ ;qal;713318;LKJ ;Pred;;;;;;;;;;;;;;;;;;;;;
462201;187820;1_Kings 14:8;link;HLK ;qal;713345;W;Conj;;713346;>#R&;Rela;;713347;HLK ;Pred;;713348;>XRJ ;Cmpl;;713349;BKL&LBBW ;Adju;;;;;
462207;187843;1_Kings 14:9;link;TLK ;qal;713359;W;Conj;;713360;TLK ;Pred;;;;;;;;;;;;;;;;;
462226;187915;1_Kings 14:12;link;LKJ ;qal;713409;LKJ ;Pred;;713410;LBJTK ;Cmpl;;;;;;;;;;;;;;;;;
462248;188039;1_Kings 14:17;link;TLK ;qal;713483;W;Conj;;713484;TLK ;Pred;;;;;;;;;;;;;;;;;
462303;188376;1_Kings 15:3;link;JLK ;qal;713660;W;Conj;;713661;JLK ;Pred;;713662;BKL&XV>WT >BJW ;Cmpl;;;;;;;;;;;;;
462350;188699;1_Kings 15:19;link;LK ;qal;713823;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
462379;188879;1_Kings 15:26;link;JLK ;qal;713912;W;Conj;;713913;JLK ;Pred;;713914;BDRK >BJW WBXV>TW ;Cmpl;;;;;;;;;;;;;
462404;189035;1_Kings 15:34;link;JLK ;qal;713990;W;Conj;;713991;JLK ;Pred;;713992;BDRK JRB<M WBXV>TW ;Cmpl;;;;;;;;;;;;;
462410;189071;1_Kings 16:2;link;TLK ;qal;714009;W;Conj;;714010;TLK ;Pred;;714011;BDRK JRB<M ;Cmpl;;;;;;;;;;;;;
462478;189456;1_Kings 16:19;link;LKT ;qal;714212;LLKT ;Pred;;714213;BDRK JRB<M WBXV>TW ;Cmpl;;;;;;;;;;;;;;;;;
462503;189603;1_Kings 16:26;link;JLK ;qal;714286;W;Conj;;714287;JLK ;Pred;;714288;BKL&DRK JRB<M BN&NBV WBXV>TW ;Cmpl;;;;;;;;;;;;;
462520;189710;1_Kings 16:31;link;LKTW ;qal;714341;LKTW ;PreS;;714342;BXV>WT JRB<M BN&NBV ;Cmpl;;;;;;;;;;;;;;;;;
462522;189726;1_Kings 16:31;link;JLK ;qal;714347;W;Conj;;714348;JLK ;Pred;;;;;;;;;;;;;;;;;
462544;189841;1_Kings 17:3;link;LK ;qal;714411;LK ;Pred;;714412;MZH ;Cmpl;;;;;;;;;;;;;;;;;
462552;189873;1_Kings 17:5;link;JLK ;qal;714431;W;Conj;;714432;JLK ;Pred;;;;;;;;;;;;;;;;;
462554;189880;1_Kings 17:5;link;JLK ;qal;714436;W;Conj;;714437;JLK ;Pred;;;;;;;;;;;;;;;;;
462565;189938;1_Kings 17:9;link;LK ;qal;714470;LK ;Pred;;714471;YRPTH ;Cmpl;;;;;;;;;;;;;;;;;
462571;189956;1_Kings 17:10;link;JLK ;qal;714484;W;Conj;;714485;JLK ;Pred;;714486;YRPTH ;Cmpl;;;;;;;;;;;;;
462579;189987;1_Kings 17:11;link;TLK ;qal;714508;W;Conj;;714509;TLK ;Pred;;;;;;;;;;;;;;;;;
462604;190101;1_Kings 17:15;link;TLK ;qal;714582;W;Conj;;714583;TLK ;Pred;;;;;;;;;;;;;;;;;
462654;190325;1_Kings 18:1;link;LK ;qal;714727;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
462657;190337;1_Kings 18:2;link;JLK ;qal;714734;W;Conj;;714735;JLK ;Pred;;714736;>LJHW ;Subj;;;;;;;;;;;;;
462670;190395;1_Kings 18:5;link;LK ;qal;714775;LK ;Pred;;714776;B>RY ;Loca;Cmpl;714777;>L&KL&M<JNJ HMJM W>L KL&HNXLJM ;Cmpl;;;;;;;;;;;;;
462676;190433;1_Kings 18:6;link;HLK ;qal;714794;>X>B ;Subj;;714795;HLK ;Pred;;714796;BDRK >XD ;Cmpl;;714797;LBDW ;Adju;;;;;;;;;
462677;190441;1_Kings 18:6;link;HLK ;qal;714798;W;Conj;;714799;<BDJHW ;Subj;;714800;HLK ;Pred;;714801;BDRK&>XD ;Cmpl;;714802;LBDW00;Adju;;;;;
462688;190475;1_Kings 18:8;link;LK ;qal;714826;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
462705;190529;1_Kings 18:11;link;LK ;qal;714865;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
462709;190538;1_Kings 18:12;link;>LK ;qal;714872;>NJ ;Subj;;714873;>LK ;Pred;;714874;M>TK ;Cmpl;;;;;;;;;;;;;
462725;190603;1_Kings 18:14;link;LK ;qal;714917;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
462733;190627;1_Kings 18:16;link;JLK ;qal;714936;W;Conj;;714937;JLK ;Pred;;714938;<BDJHW ;Subj;;;;;;;;;;;;;
462736;190636;1_Kings 18:16;link;JLK ;qal;714944;W;Conj;;714945;JLK ;Pred;;714946;>X>B ;Subj;;;;;;;;;;;;;
462747;190675;1_Kings 18:18;link;TLK ;qal;714972;W;Conj;;714973;TLK ;Pred;;714974;>XRJ HB<LJM00;Cmpl;;;;;;;;;;;;;
462760;190746;1_Kings 18:21;link;LKW ;qal;715011;LKW ;Pred;;715012;>XRJW ;Cmpl;;;;;;;;;;;;;;;;;
462762;190752;1_Kings 18:21;link;LKW ;qal;715016;LKW ;Pred;;715017;>XRJW ;Cmpl;;;;;;;;;;;;;;;;;
462844;191105;1_Kings 18:35;link;JLKW ;qal;715251;W;Conj;;715252;JLKW ;Pred;;715253;HMJM ;Subj;;715254;SBJB LMZBX ;Cmpl;;;;;;;;;
462912;191363;1_Kings 18:45;link;JLK ;qal;715419;W;Conj;;715420;JLK ;Pred;;715421;JZR<>LH00;Cmpl;;;;;;;;;;;;;
462927;191435;1_Kings 19:3;link;JLK ;qal;715467;W;Conj;;715468;JLK ;Pred;;715469;>L&NP#W ;Cmpl;;;;;;;;;;;;;
462931;191452;1_Kings 19:4;link;HLK ;qal;715479;W;Conj;;715480;HW>&;Subj;;715481;HLK ;Pred;;715482;BMDBR ;Cmpl;;715483;DRK JWM ;Objc;Cmpl;;;;
462963;191544;1_Kings 19:8;link;JLK ;qal;715556;W;Conj;;715557;JLK ;Pred;;715558;BKX H>KJLH HHJ> ;Adju;;715559;>RB<JM JWM W>RB<JM LJLH ;Time;;715560;<D HR H>LHJM XRB00;Cmpl;;;;;
463009;191741;1_Kings 19:15;link;LK ;qal;715689;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
463024;191819;1_Kings 19:19;link;JLK ;qal;715734;W;Conj;;715735;JLK ;Pred;;715736;M#M ;Cmpl;;;;;;;;;;;;;
463035;191869;1_Kings 19:20;link;>LKH ;qal;715767;W;Conj;;715768;>LKH ;Pred;;715769;>XRJK ;Cmpl;;;;;;;;;;;;;
463037;191874;1_Kings 19:20;link;LK ;qal;715773;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
463047;191910;1_Kings 19:21;link;JLK ;qal;715798;W;Conj;;715799;JLK ;Pred;;715800;>XRJ >LJHW ;Cmpl;;;;;;;;;;;;;
463094;192121;1_Kings 20:9;link;JLKW ;qal;715922;W;Conj;;715923;JLKW ;Pred;;715924;HML>KJM ;Subj;;;;;;;;;;;;;
463159;192399;1_Kings 20:22;link;LK ;qal;716098;LK ;Pred;;;;;;;;;;;;;;;;;;;;;
463186;192523;1_Kings 20:27;link;JLKW ;qal;716180;W;Conj;;716181;JLKW ;Pred;;;;;;;;;;;;;;;;;
463250;192803;1_Kings 20:36;link;HWLK ;qal;716371;HNK ;IntS;;716372;HWLK ;PreC;;716373;M>TJ ;Cmpl;;;;;;;;;;;;;
463252;192811;1_Kings 20:36;link;JLK ;qal;716377;W;Conj;;716378;JLK ;Pred;;716379;M>YLW ;Cmpl;;;;;;;;;;;;;
463259;192836;1_Kings 20:38;link;JLK ;qal;716396;W;Conj;;716397;JLK ;Pred;;716398;HNBJ> ;Subj;;;;;;;;;;;;;
463290;192963;1_Kings 20:43;link;JLK ;qal;716487;W;Conj;;716488;JLK ;Pred;;716489;MLK&J#R>L ;Subj;;716490;<L&BJTW ;Cmpl;;716491;SR WZ<P ;PrAd;;;;;
463434;193557;1_Kings 21:26;link;LKT ;qal;716884;LLKT ;Pred;;716885;>XRJ HGLLJM ;Cmpl;;;;;;;;;;;;;;;;;
463444;193600;1_Kings 21:27;link;JHLK ;piel;716911;W;Conj;;716912;JHLK ;Pred;;716913;>V00;Modi;Adju;;;;;;;;;;;;
463462;193692;1_Kings 22:4;link;TLK ;qal;716967;H;Ques;;716968;TLK ;Pred;;716969;>TJ ;Adju;;716970;LMLXMH ;Adju;;716971;RMT GL<D ;Cmpl;;;;;
463471;193744;1_Kings 22:6;link;>LK ;qal;716998;H;Ques;;716999;>LK ;Pred;;717000;<L&RMT GL<D ;Cmpl;;717001;LMLXMH ;Adju;;;;;;;;;
463506;193896;1_Kings 22:13;link;HLK ;qal;717098;>#R&;Rela;;717099;HLK ;Pred;;;;;;;;;;;;;;;;;
463519;193950;1_Kings 22:15;link;NLK ;qal;717138;H;Ques;;717139;NLK ;Pred;;717140;>L&RMT GL<D ;Cmpl;;717141;LMLXMH ;Adju;;;;;;;;;
463649;194551;1_Kings 22:43;link;JLK ;qal;717511;W;Conj;;717512;JLK ;Pred;;717513;BKL&DRK >S> >BJW ;Cmpl;;;;;;;;;;;;;
463666;194636;1_Kings 22:49;link;LKT ;qal;717562;LLKT ;Pred;;717563;>WPJRH ;Cmpl;;717564;LZHB ;Adju;;;;;;;;;;;;;
463667;194643;1_Kings 22:49;link;HLK ;qal;717565;W;Conj;;717566;L> ;Nega;;717567;HLK ;Pred;;;;;;;;;;;;;
463670;194656;1_Kings 22:50;link;JLKW ;qal;717576;JLKW ;Pred;;717577;<BDJ ;Subj;;717578;<M&<BDJK ;Adju;;717579;B>NJWT ;Cmpl;;;;;;;;;
463679;194713;1_Kings 22:53;link;JLK ;qal;717610;W;Conj;;717611;JLK ;Pred;;717612;BDRK >BJW WBDRK >MW WBDRK JRB<M BN&NBV ;Cmpl;;;;;;;;;;;;;
463691;194777;2_Kings 1:2;link;LKW ;qal;717648;LKW ;Pred;;;;;;;;;;;;;;;;;;;;;
463700;194815;2_Kings 1:3;link;HLKJM ;qal;717670;>TM ;Subj;;717671;HLKJM ;PreC;;;;;;;;;;;;;;;;;
463708;194840;2_Kings 1:4;link;JLK ;qal;717689;W;Conj;;717690;JLK ;Pred;;717691;>LJH00;Subj;;;;;;;;;;;;;
463716;194863;2_Kings 1:6;link;LKW ;qal;717710;LKW ;Pred;;;;;;;;;;;;;;;;;;;;;
463805;195250;2_Kings 2:1;link;JLK ;qal;717959;W;Conj;;717960;JLK ;Pred;;717961;>LJHW W>LJ#< ;Subj;;717962;MN&HGLGL00;Cmpl;;;;;;;;;
463846;195390;2_Kings 2:6;link;JLKW ;qal;718075;W;Conj;;718076;JLKW ;Pred;;718077;#NJHM00;Subj;;;;;;;;;;;;;
463847;195399;2_Kings 2:7;link;HLKW ;qal;718078;W;Conj;;718079;XM#JM >J# MBNJ HNBJ>JM ;Subj;;718080;HLKW ;Pred;;;;;;;;;;;;;
463872;195486;2_Kings 2:11;link;HLKJM ;qal;718146;HMH ;Subj;;718147;HLKJM ;PreC;;718148;HLWK WDBR ;Modi;Adju;;;;;;;;;;;;
463904;195623;2_Kings 2:16;link;JLKW ;qal;718238;JLKW ;Pred;;718239;N> ;Intj;;;;;;;;;;;;;;;;;
463921;195683;2_Kings 2:18;link;TLKW00;qal;718283;>L&;Nega;;718284;TLKW00;Pred;;;;;;;;;;;;;;;;;
463953;195818;2_Kings 2:25;link;JLK ;qal;718378;W;Conj;;718379;JLK ;Pred;;718380;M#M ;Cmpl;;718381;>L&HR HKRML ;Cmpl;;;;;;;;;
463971;195938;2_Kings 3:7;link;JLK ;qal;718440;W;Conj;;718441;JLK ;Pred;;;;;;;;;;;;;;;;;
463975;195952;2_Kings 3:7;link;TLK ;qal;718449;H;Ques;;718450;TLK ;Pred;;718451;>TJ ;Adju;;718452;>L&MW>B ;Cmpl;;718453;LMLXMH ;Adju;;;;;
463986;195985;2_Kings 3:9;link;JLK ;qal;718471;W;Conj;;718472;JLK ;Pred;;718473;MLK J#R>L WMLK&JHWDH WMLK >DWM ;Subj;;;;;;;;;;;;;
464006;196094;2_Kings 3:13;link;LK ;qal;718533;LK ;Pred;;718534;>L&NBJ>J >BJK W>L&NBJ>J >MK ;Cmpl;;;;;;;;;;;;;;;;;
464096;196511;2_Kings 4:3;link;LKJ ;qal;718806;LKJ ;Pred;;;;;;;;;;;;;;;;;;;;;
464103;196549;2_Kings 4:5;link;TLK ;qal;718825;W;Conj;;718826;TLK ;Pred;;718827;M>TW ;Cmpl;;;;;;;;;;;;;
464117;196600;2_Kings 4:7;link;LKJ ;qal;718865;LKJ ;Pred;;;;;;;;;;;;;;;;;;;;;
