book;chapter;verse;sentence#;clause#;lex;status;sense_label;sense;action_status;action;#dos;#pdos;#ndos;#kdos;#ldos;#idos;#cdos;#inds;#locs;#cpls;#bens;text
Genesis;1;7;18;1;"<FH";;"<d->";"do; make; perform; observe [4|& the firmament]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|>LHJM ] [4|>T H RQJ< ]"
Genesis;1;11;33;3;"<FH";wrn;"<dp>";"do; make; perform; observe [2|fruit] at [4|upon the earth]";?;"[4|upon the earth] taken as locative adjunct";1;0;0;0;0;0;0;0;1;0;0;"[1|<FH ] [2|PRJ ] [3|L MJNW ] [4|<L H >RY ]"
Genesis;1;12;35;3;"<FH";;"<d->";"do; make; perform; observe [2|fruit]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|<FH ] [2|PRJ ] [3|L MJNHW ]"
Genesis;1;16;45;1;"<FH";;"<d->";"do; make; perform; observe [4|& two the lamp the great]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|>LHJM ] [4|>T CNJ H M>RT H GDLJM ]"
Genesis;1;25;67;1;"<FH";;"<d->";"do; make; perform; observe [4|& wild animal the earth]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|>LHJM ] [4|>T XJT H >RY ] [5|L MJNH ]"
Genesis;1;26;70;1;"<FH";;"<d->";"do; make; perform; observe [2|human, mankind]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|N<FH ] [2|>DM ] [3|B YLMNW ] [4|K DMWTNW ]"
Genesis;1;31;86;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ]"
Genesis;2;2;2;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ]"
Genesis;2;2;3;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ]"
Genesis;2;3;6;3;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ]"
Genesis;2;4;8;2;"<FH";;"<d->";"do; make; perform; observe [3|earth and heavens]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|<FWT ] [2|JHWH >LHJM ] [3|>RY W CMJM ]"
Genesis;2;18;40;1;"<FH";wrn;"<di>";"do; make; perform; observe [3|help, helper as counterpart~his] for [2|to~him]";?;"[2|to~him] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|><FH ] [2|LW ] [3|<ZR K NGDW ]"
Genesis;3;1;1;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ] [3|JHWH >LHJM ]"
Genesis;3;7;22;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|girdle] for [3|to~them:mm]";?;"[3|to~them:mm] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|J<FW ] [3|LHM ] [4|XGRT ]"
Genesis;3;13;39;1;"<FH";;"<d->";"do; make; perform; observe [1|what this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|MH Z>T ] [2|<FJT ]"
Genesis;3;14;44;1;"<FH";;"<d->";"do; make; perform; observe [3|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|KJ ] [2|<FJT ] [3|Z>T ]"
Genesis;4;10;34;1;"<FH";;"<d->";"do; make; perform; observe [1|what]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|MH ] [2|<FJT ]"
Genesis;6;6;14;1;"<FH";wrn;"<dp>";"do; make; perform; observe [3|& the human, mankind] at [4|in the earth]";?;"[4|in the earth] taken as locative adjunct";1;0;0;0;0;0;0;0;1;0;0;"[1|KJ ] [2|<FH ] [3|>T H >DM ] [4|B  >RY ]"
Genesis;6;7;19;1;"<FH";;"<d->";"do; make; perform; observe [2|~them:mm]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|KJ ] [2|<FJTM ]"
Genesis;6;14;34;1;"<FH";wrn;"<di>";"do; make; perform; observe [3|ark tree gopher] for [2|to~you:m]";?;"[2|to~you:m] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|<FH ] [2|LK ] [3|TBT <YJ GPR ]"
Genesis;6;14;35;1;"<FH";;"<n.>";"make [3|& the ark] to be [1|nest]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|QNJM ] [2|T<FH ] [3|>T H TBH ]"
Genesis;6;15;37;2;"<FH";;"<d->";"do; make; perform; observe [3|&~her]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|T<FH ] [3|>TH ]"
Genesis;6;16;41;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|YHR ] [2|T<FH ] [3|L  TBH ]"
Genesis;6;16;44;1;"<FH";;"<n.>";"make [2|~her] to be [1|lower second and third]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|TXTJM CNJM W CLCJM ] [2|T<FH ]"
Genesis;6;22;53;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|NX ] [4|K KL ]"
Genesis;6;22;54;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|KN ] [2|<FH ]"
Genesis;7;4;6;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FJTJ ]"
Genesis;7;5;7;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|NX ] [4|K KL ]"
Genesis;8;6;12;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ]"
Genesis;8;21;51;3;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|K >CR ] [2|<FJTJ ]"
Genesis;9;6;15;1;"<FH";;"<d->";"do; make; perform; observe [4|& the human, mankind]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|KJ ] [2|B YLM >LHJM ] [3|<FH ] [4|>T H >DM ]"
Genesis;9;24;55;2;"<FH";wrn;"<-i>";"act; take action for [3|to~him]";?;"[3|to~him] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|>T >CR ] [2|<FH ] [3|LW ] [4|BNW H QVN ]"
Genesis;11;4;15;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|name] for [3|to~us]";?;"[3|to~us] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|N<FH ] [3|LNW ] [4|CM ]"
Genesis;11;6;21;3;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ]"
Genesis;11;6;22;3;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ]"
Genesis;12;2;3;1;"<FH";;"<l.>";"make [2|~you:m] to become [3|people great]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W ] [2|><FK ] [3|L GWJ GDWL ]"
Genesis;12;5;13;3;"<FH";wrn;"<-p>";"act; take action at [3|in <town>]";?;"[3|in <town>] taken as locative adjunct";0;0;0;0;0;0;0;0;1;0;0;"[1|>CR ] [2|<FW ] [3|B XRN ]"
Genesis;12;18;52;1;"<FH";wrn;"<-i>";"act; take action for [3|to~me]";?;"[3|to~me] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|MH Z>T ] [2|<FJT ] [3|LJ ]"
Genesis;13;4;4;4;"<FH";wrn;"<-p>";"act; take action at [3|there]";?;"[3|there] taken as locative adjunct";0;0;0;0;0;0;0;0;1;0;0;"[1|>CR ] [2|<FH ] [3|CM ] [4|B  R>CNH ]"
Genesis;16;6;23;1;"<FH";wrn;"<di>";"do; make; perform; observe [2|the good in eye~your:f] for [2|to~her]";?;"[2|to~her] taken as benefactive adjunct";0;0;0;0;0;0;1;1;0;0;0;"[1|<FJ ] [2|LH ]"
Genesis;18;5;21;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|KN ] [2|T<FH ]"
Genesis;18;6;26;1;"<FH";;"<d->";"do; make; perform; observe [3|cake]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|<FJ ] [3|<GWT ]"
Genesis;18;7;30;2;"<FH";;"<d->";"do; make; perform; observe [2|&~him]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ] [2|>TW ]"
Genesis;18;8;31;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ]"
Genesis;18;17;66;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|>NJ ] [3|<FH ]"
Genesis;18;19;69;4;"<FH";;"<d->";"do; make; perform; observe [2|justice and justice]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ] [2|YDQH W MCPV ]"
Genesis;18;21;75;2;"<FH";;"<d->";"do; make; perform; observe [4|destruction]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|H ] [2|K Y<QTH ] [3|<FW ] [4|KLH ]"
Genesis;18;25;86;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|M <FT ] [2|K  DBR H ZH ]"
Genesis;18;25;88;1;"<FH";;"<d->";"do; make; perform; observe [5|justice]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|H ] [2|CPV KL H >RY ] [3|L> ] [4|J<FH ] [5|MCPV ]"
Genesis;18;29;105;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|L> ] [2|><FH ] [3|B <BWR H >RB<JM ]"
Genesis;18;30;111;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|L> ] [2|><FH ]"
Genesis;19;3;19;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|drinking] for [3|to~them:mm]";?;"[3|to~them:mm] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|J<F ] [3|LHM ] [4|MCTH ]"
Genesis;19;8;35;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|<FW ] [3|LHN ] [4|K  VWB B <JNJKM ]"
Genesis;19;8;36;1;"<FH";wrn;"<dc>";"make [4|word] to be [1|only to the man the these]";?;"[1|only to the man the these] taken as extra direct object besides [4|word]";1;0;0;0;0;0;0;0;0;1;0;"[1|RQ L  >NCJM H >L ] [2|>L ] [3|T<FW ] [4|DBR ]"
Genesis;19;19;83;2;"<FH";wrn;"<-c>";"do; make; perform; observe [3|company~my]";?;"[3|company~my] taken as direct object";0;0;0;0;0;0;0;0;0;1;0;"[1|>CR ] [2|<FJT ] [3|<MDJ ]"
Genesis;19;22;96;2;"<FH";;"<d->";"do; make; perform; observe [2|word]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ] [2|DBR ]"
Genesis;20;5;19;1;"<FH";;"<d->";"do; make; perform; observe [3|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|B TM LBBJ W B NQJN KPJ ] [2|<FJTJ ] [3|Z>T ]"
Genesis;20;6;21;2;"<FH";;"<d->";"do; make; perform; observe [4|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|KJ ] [2|B TM LBBK ] [3|<FJT ] [4|Z>T ]"
Genesis;20;9;37;1;"<FH";wrn;"<-i>";"act; take action for [3|to~us]";?;"[3|to~us] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|MH ] [2|<FJT ] [3|LNW ]"
Genesis;20;9;40;1;"<FH";wrn;"<dc>";"make [1|deed] to be [3|company~my]";?;"[3|company~my] taken as extra direct object besides [1|deed]";1;0;0;0;0;0;0;0;0;1;0;"[1|M<FJM ] [2|<FJT ] [3|<MDJ ]"
Genesis;20;10;42;2;"<FH";;"<d->";"do; make; perform; observe [3|& the word the this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|KJ ] [2|<FJT ] [3|>T H DBR H ZH ]"
Genesis;20;13;52;2;"<FH";wrn;"<-c>";"do; make; perform; observe [3|company~my]";?;"[3|company~my] taken as direct object";0;0;0;0;0;0;0;0;0;1;0;"[1|>CR ] [2|T<FJ ] [3|<MDJ ]"
Genesis;21;6;9;1;"<FH";wrn;"<-i>";"act; take action for [3|to~me]";?;"[3|to~me] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|YXQ ] [2|<FH ] [3|LJ ] [4|>LHJM ]"
Genesis;21;8;17;1;"<FH";;"<d->";"do; make; perform; observe [4|drinking great]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|>BRHM ] [4|MCTH GDWL ]"
Genesis;21;22;66;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|>TH ] [3|<FH ]"
Genesis;21;23;70;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FJTJ ] [3|<MK ]"
Genesis;21;23;70;1;"<FH";wrn;"<-p>";"act; take action at [3|company~my and with the earth]";?;"[3|company~my and with the earth] taken as locative adjunct";0;0;0;0;0;0;0;0;1;0;0;"[1|K  XSD ] [2|T<FH ] [3|<MDJ W <M H >RY ]"
Genesis;21;26;75;2;"<FH";;"<d->";"do; make; perform; observe [3|& the word the this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|MJ ] [2|<FH ] [3|>T H DBR H ZH ]"
Genesis;22;12;53;1;"<FH";wrn;"<di>";"do; make; perform; observe [5|something] for [4|to~him]";?;"[4|to~him] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|>L ] [3|T<F ] [4|LW ] [5|M>WMH ]"
Genesis;22;16;67;3;"<FH";;"<d->";"do; make; perform; observe [3|& the word the this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|J<N >CR ] [2|<FJT ] [3|>T H DBR H ZH ]"
Genesis;24;66;221;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ]"
Genesis;26;10;39;1;"<FH";wrn;"<-i>";"act; take action for [3|to~us]";?;"[3|to~us] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|MH Z>T ] [2|<FJT ] [3|LNW ]"
Genesis;26;29;100;1;"<FH";wrn;"<dc>";"make [4|evil] to be [3|with~us]";?;"[3|with~us] taken as extra direct object besides [4|evil]";1;0;0;0;0;0;0;0;0;1;0;"[1|>M ] [2|T<FH ] [3|<MNW ] [4|R<H ]"
Genesis;26;29;100;3;"<FH";wrn;"<dc>";"make [5|only good] to be [4|with~you:m]";?;"[4|with~you:m] taken as extra direct object besides [5|only good]";1;0;0;0;0;0;0;0;0;1;0;"[1|W ] [2|K >CR ] [3|<FJNW ] [4|<MK ] [5|RQ VWB ]"
Genesis;26;30;103;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|drinking] for [3|to~them:mm]";?;"[3|to~them:mm] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|J<F ] [3|LHM ] [4|MCTH ]"
Genesis;27;4;16;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|savoury food] for [3|to~me]";?;"[3|to~me] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|<FH ] [3|LJ ] [4|MV<MJM ]"
Genesis;27;7;26;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|savoury food] for [3|to~me]";?;"[3|to~me] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|<FH ] [3|LJ ] [4|MV<MJM ]"
Genesis;27;9;33;1;"<FH";;"<l.>";"make [4|savoury food] to become [5|father~your:m]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W ] [2|><FH ] [3|>TM ] [4|MV<MJM ] [5|L >BJK ]"
Genesis;27;14;51;1;"<FH";;"<d->";"do; make; perform; observe [4|savoury food]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|T<F ] [3|>MW ] [4|MV<MJM ]"
Genesis;27;17;55;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FTH ]"
Genesis;27;19;64;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|<FJTJ ]"
Genesis;27;31;118;1;"<FH";;"<d->";"do; make; perform; observe [4|savoury food]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|GM HW> ] [4|MV<MJM ]"
Genesis;27;37;155;1;"<FH";;"<d->";"do; make; perform; observe [1|what]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|MH ] [2|><FH ]"
Genesis;27;45;180;5;"<FH";wrn;"<-i>";"act; take action for [3|to~him]";?;"[3|to~him] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|>T >CR ] [2|<FJT ] [3|LW ]"
Genesis;28;15;47;2;"<FH";;"<d->";"do; make; perform; observe [3|& <relative> speak to~you:m]";!;"";0;0;0;0;0;0;1;0;0;0;0;"[1|<D >CR >M ] [2|<FJTJ ]"
Genesis;29;22;78;1;"<FH";;"<d->";"do; make; perform; observe [3|drinking]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|MCTH ]"
Genesis;29;25;87;1;"<FH";wrn;"<-i>";"act; take action for [3|to~me]";?;"[3|to~me] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|MH Z>T ] [2|<FJT ] [3|LJ ]"
Genesis;29;28;94;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|J<QB ] [4|KN ]"
Genesis;30;31;105;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|the word the this] for [3|to~me]";?;"[3|to~me] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|>M ] [2|T<FH ] [3|LJ ] [4|H DBR H ZH ]"
Genesis;31;1;3;1;"<FH";;"<d->";"do; make; perform; observe [3|& whole the weight the this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|<FH ] [3|>T KL H KBD H ZH ]"
Genesis;31;12;38;2;"<FH";wrn;"<-i>";"act; take action for [4|to~you:m]";?;"[4|to~you:m] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|>CR ] [2|LBN ] [3|<FH ] [4|LK ]"
Genesis;31;16;51;1;"<FH";;"<d->";"do; make; perform; observe [1|whole]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|KL ] [2|<FH ]"
Genesis;31;26;74;1;"<FH";;"<d->";"do; make; perform; observe [1|what]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|MH ] [2|<FJT ]"
Genesis;31;28;82;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|<FW ]"
Genesis;31;29;83;2;"<FH";wrn;"<dc>";"make [3|evil] to be [2|with~you:mm]";?;"[2|with~you:mm] taken as extra direct object besides [3|evil]";1;0;0;0;0;0;0;0;0;1;0;"[1|L <FWT ] [2|<MKM ] [3|R< ]"
Genesis;31;43;148;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|MH ] [2|><FH ] [3|L >LH ] [4|H JWM ]"
Genesis;31;46;157;1;"<FH";;"<d->";"do; make; perform; observe [3|heap]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<FW ] [3|GL ]"
Genesis;32;11;34;2;"<FH";wrn;"<-c>";"do; make; perform; observe [3|together with servant~your:m]";?;"[3|together with servant~your:m] taken as direct object";0;0;0;0;0;0;0;0;0;1;0;"[1|>CR ] [2|<FJT ] [3|>T <BDK ]"
Genesis;33;17;61;1;"<FH";;"<l.>";"make [4|cover of foliage] to become [2|purchase~his]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W ] [2|L MQNHW ] [3|<FH ] [4|SKT ]"
Genesis;34;7;18;1;"<FH";wrn;"<-p>";"act; take action at [4|in Israel]";?;"[4|in Israel] taken as locative adjunct";0;0;0;0;0;0;0;0;1;0;0;"[1|KJ ] [2|NBLH ] [3|<FH ] [4|B JFR>L ]"
Genesis;34;14;39;2;"<FH";err;"<i.>";"!not encountered!";-;"";0;1;0;0;0;1;0;0;0;0;0;"[1|L <FWT ] [2|H DBR H ZH ]"
Genesis;34;19;51;2;"<FH";;"<d->";"do; make; perform; observe [2|the word]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ] [2|H DBR ]"
Genesis;34;31;87;1;"<FH";;"<k.>";"make [4|& sister~our] to be as [2|as fornicate]";!;"";0;1;0;1;0;0;0;0;0;0;0;"[1|H ] [2|K ZWNH ] [3|J<FH ] [4|>T >XWTNW ]"
Genesis;35;1;5;1;"<FH";;"<l.>";"make [4|altar] to become [5|the god]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W ] [2|<FH ] [3|CM ] [4|MZBX ] [5|L  >L ]"
Genesis;35;3;12;1;"<FH";;"<l.>";"make [4|altar] to become [5|the god]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W ] [2|><FH ] [3|CM ] [4|MZBX ] [5|L  >L ]"
Genesis;37;3;8;1;"<FH";wrn;"<di>";"do; make; perform; observe [4|tunic sole?] for [3|to~him]";?;"[3|to~him] taken as benefactive adjunct";1;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|<FH ] [3|LW ] [4|KTNT PSJM ]"
Genesis;38;10;31;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FH ]"
Genesis;39;3;6;4;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|HW> ] [3|<FH ]"
Genesis;39;9;27;1;"<FH";;"<d->";"do; make; perform; observe [4|the evil the great the this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|>JK ] [3|><FH ] [4|H R<H H GDLH H Z>T ]"
Genesis;39;11;32;2;"<FH";;"<d->";"do; make; perform; observe [2|work~his]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|L <FWT ] [2|ML>KTW ]"
Genesis;39;19;57;1;"<FH";wrn;"<-i>";"act; take action for [3|to~me]";?;"[3|to~me] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|K  DBRJM H >LH ] [2|<FH ] [3|LJ ] [4|<BDK ]"
Genesis;39;22;66;2;"<FH";wrn;"<-p>";"act; take action at [3|there]";?;"[3|there] taken as locative adjunct";0;0;0;0;0;0;0;0;1;0;0;"[1|>CR ] [2|<FJM ] [3|CM ]"
Genesis;39;22;66;1;"<FH";;"<d->";"do; make; perform; observe [2|& whole]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|>T KL ] [3|HW> ] [4|HJH ] [5|<FH ]"
Genesis;39;23;68;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|HW> ] [3|<FH ]"
Genesis;40;15;40;1;"<FH";wrn;"<dp>";"do; make; perform; observe [5|something] at [2|even here]";?;"[2|even here] taken as locative adjunct";1;0;0;0;0;0;0;0;1;0;0;"[1|W ] [2|GM PH ] [3|L> ] [4|<FJTJ ] [5|M>WMH ]"
Genesis;41;25;70;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>T >CR ] [2|H >LHJM ] [3|<FH ]"
Genesis;41;28;77;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|H >LHJM ] [3|<FH ]"
Genesis;41;32;85;2;"<FH";;"<d->";"do; make; perform; observe [1|to ~him]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|L <FTW ]"
Genesis;41;34;89;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|J<FH ] [2|PR<H ]"
Genesis;41;47;125;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W ] [2|T<F ] [3|H >RY ] [4|B CB< CNJ H FB< ] [5|L QMYJM ]"
Genesis;41;55;143;2;"<FH";;"<d->";"do; make; perform; observe [1|<relative> say to~you:mm]";!;"";0;0;0;0;0;0;1;0;0;0;0;"[1|T<FW ]"
Genesis;42;18;61;1;"<FH";;"<d->";"do; make; perform; observe [1|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|Z>T ] [2|<FW ]"
Genesis;42;20;71;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<FW ] [3|KN ]"
Genesis;42;25;89;1;"<FH";wrn;"<-i>";"act; take action for [3|to~them:mm]";?;"[3|to~them:mm] taken as benefactive adjunct";0;0;0;0;0;0;0;1;0;0;0;"[1|W ] [2|J<F ] [3|LHM ] [4|KN ]"
Genesis;43;11;42;1;"<FH";;"<d->";"do; make; perform; observe [2|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|>PW> ] [2|Z>T ] [3|<FW ]"
Genesis;43;17;65;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|H >JC ]"
Genesis;44;2;5;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<F ] [3|K DBR JWSP ]"
Genesis;44;5;18;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FJTM ]"
Genesis;44;7;23;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|M <FWT ] [2|K  DBR H ZH ]"
Genesis;44;15;45;2;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|>CR ] [2|<FJTM ]"
Genesis;44;17;54;2;"<FH";;"<d->";"do; make; perform; observe [2|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|M <FWT ] [2|Z>T ]"
Genesis;45;17;55;1;"<FH";;"<d->";"do; make; perform; observe [1|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|Z>T ] [2|<FW ]"
Genesis;45;19;64;1;"<FH";;"<d->";"do; make; perform; observe [1|this]";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|Z>T ] [2|<FW ]"
Genesis;45;21;70;1;"<FH";;"<-->";"act; take action";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W ] [2|J<FW ] [3|KN ] [4|BNJ JFR>L ]"
Genesis;47;29;104;1;"<FH";wrn;"<dc>";"make [4|loyalty and trustworthiness] to be [3|company~my]";?;"[3|company~my] taken as extra direct object besides [4|loyalty and trustworthiness]";1;0;0;0;0;0;0;0;0;1;0;"[1|W ] [2|<FJT ] [3|<MDJ ] [4|XSD W >MT ]"
